jahr;Hid;pid;ln;pkzqu;lnpkzqu;hgew;alter;sex;rl070;K001010;K001020;K001030;K001060;K001070;K001080;K002010;K002020;K002030;K002060;K002070;K002080;K003000;K004000;K005000;K006000;K007000;K008000;K008010;K009000;K009010;K013010;K013020;K013030;K013040;K013050;k011000nu;k012000nu;K015000
2019;5579100;557910005;7511;5;751105;439,56868;6;1;469,81177;-3;1;2;2;2;2;-3;20;-3;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5580000;558000003;9102;3;910203;419,63084;14;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;7;38;2;-3;1;1;1;1;1;1;1;-3
2019;5580000;558000004;9102;4;910204;419,63084;11;2;419,94952;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;30;1;6;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5580700;558070003;3057;3;305703;876,52611;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5580700;558070004;3057;4;305704;876,52611;14;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;25;2;-3;1;1;1;1;1;1;1;-3
2019;5580700;558070005;3057;5;305705;876,52611;7;2;762,19581;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5580700;558070006;3057;6;305706;876,52611;2;2;640,64819;2;2;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5580800;558080003;6325;3;632503;460,241;10;2;467,056;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;30;1;15;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5581800;558180003;5574;3;557403;570,03834;2;1;525,54524;2;2;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;3;-3;2;2;2017
2019;5581900;558190002;7307;3;730703;1710,49996;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;7;35;2;-3;3;1;1;3;1;1;1;-3
2019;5584800;558480002;2693;2;269302;262,82327;14;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;40;2;-3;1;1;1;2;1;2;2;-3
2019;5587400;558740005;3759;5;375905;1365,486;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;24;2;-3;1;1;1;1;1;1;1;-3
2019;5588500;558850003;9142;3;914203;339,51788;10;2;365,74109;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;29;1;10;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5588500;558850004;9142;4;914204;339,51788;2;1;248,15178;2;1;-3;2;2;2;-3;40;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5589600;558960003;511;3;51103;482,51115;7;1;473,43519;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;21;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5589700;558970003;1987;3;198703;1149,92818;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;7;30;2;-3;1;1;1;1;1;1;1;-3
2019;5590600;559060003;5020;3;502003;670,03535;1;2;617,73719;1;2;-3;2;2;2;12;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5591000;559100002;3071;2;307102;134,09427;11;1;134,1961;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;5;5;30;2;-3;-3;-3;-3;-3;-3;1;2;1;1;1;1;1;-3
2019;5592400;559240003;3339;3;333903;615,42755;12;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;2;26;2;-3;1;1;1;1;1;1;1;-3
2019;5592400;559240004;3339;4;333904;615,42755;6;1;657,77005;-3;1;2;2;2;2;-3;40;-3;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5595101;559510102;7126;2;712602;348,0111;4;1;407,05932;-3;1;-3;2;2;1;-3;20;-3;-3;-3;20;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;3;-3;1;1;-3
2019;5595801;559580103;1971;3;197103;482,62068;11;2;482,98719;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;5;5;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5595801;559580104;1971;4;197104;482,62068;10;2;519,89666;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;5;4;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5595900;559590003;3619;3;361903;728,36441;11;1;728,91755;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;16;5;27;1;2;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5595900;559590004;3619;4;361904;728,36441;5;2;814,54193;-3;1;-3;2;2;1;-3; ;-3;-3;-3;16;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5596000;559600003;5306;3;530603;491,24489;12;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;5;30;2;-3;1;1;1;1;1;1;1;-3
2019;5597400;559740003;14;3;1403;558,78111;7;2;548,27053;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5597400;559740004;14;4;1404;558,78111;5;2;624,89413;-3;1;-3;2;2;2;-3;25;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5598400;559840003;1688;3;168803;459,31784;0;1;549,57144;2;-3;-3;2;2;1;-3;-3;-3;-3;-3;3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;5600900;560090003;3798;3;379803;1227,16685;8;1;1067,10048;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;2;1;21;2;-3;-3;-3;-3;-3;-3;1;1;2;1;1;1;-1;-3
2019;5603100;560310003;3261;2;326102;602,51337;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;30;2;-3;1;1;1;1;1;1;1;-3
2019;5603100;560310004;3261;3;326103;602,51337;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;4;30;2;-3;1;1;1;1;1;1;-1;-3
2019;5603100;560310005;3261;4;326104;602,51337;7;1;591,18019;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;21;1;10;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5605100;560510002;7151;2;715102;731,81178;0;1;875,60903;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;5605200;560520003;2710;3;271003;783,44507;8;1;719,547;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;2;1;16;2;-3;-3;-3;-3;-3;-3;1;3;1;1;1;1;1;-3
2019;5605200;560520004;2710;4;271004;783,44507;5;2;876,13955;-3;1;-3;2;2;1;-3;16;-3;-3;-3;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;1;1;1;-3
2019;5605200;560520005;2710;5;271005;783,44507;1;2;886,42329;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;1;1;1;-3
2019;5605200;560520006;2710;6;271006;783,44507;0;2;937,38801;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;1;1;1;-3
2019;5605400;560540003;7619;3;761903;572,79516;8;1;498,08223;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;6;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5606800;560680003;4564;3;456403;666,73079;0;1;797,73996;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;5607000;560700003;8381;3;838103;809,02463;2;2;745,87797;1;2;-3;2;2;2;35;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5607200;560720003;4360;3;436003;720,98431;1;1;664,70944;1;2;-3;2;2;1;25;-3;-3;-3;-3;6;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5607200;560720004;4360;4;436004;720,98431;0;1;862,65402;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5607900;560790003;7580;3;758003;663,8845;3;1;485,22959;2;1;-3;2;2;1;-3;12;-3;-3;-3;10;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;-3;1;1;-3
2019;5607900;560790004;7580;4;758004;663,8845;1;1;612,06644;2;2;-3;2;2;1;-3;-3;-3;-3;-3;10;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;-3;1;1;-3
2019;5610100;561010003;2786;4;278604;665,80272;12;1;666,30834;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;28;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5610100;561010004;2786;3;278603;665,80272;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;30;2;-3;1;1;1;1;1;1;1;-3
2019;5610200;561020003;5874;3;587403;718,9048;13;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;5;30;2;-3;1;1;1;1;1;1;1;-3
2019;5610200;561020004;5874;4;587404;718,9048;11;1;774,43057;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;29;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5610200;561020005;5874;5;587405;718,9048;7;2;705,38232;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;22;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5611400;561140003;4471;3;447103;863,50931;2;1;796,10996;1;2;-3;2;2;2;3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5612500;561250004;7603;4;760304;1709,01892;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;7;40;2;-3;1;1;1;1;1;1;1;-3
2019;5612500;561250005;7603;5;760305;1709,01892;12;2;1710,31678;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;33;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5613000;561300003;8998;3;899803;483,49578;11;2;520,83935;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;30;2;-3;-3;-3;-3;-3;-3;1;2;1;1;1;1;1;-3
2019;5613000;561300004;8998;4;899804;483,49578;9;2;490,65512;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;5;-3;-3;-3;-3;-3;1;2;1;1;1;1;1;-3
2019;5613500;561350003;233;3;23303;505,95234;8;1;439,95809;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;5;1;25;1;17;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5613500;561350004;233;4;23304;505,95234;3;2;369,79782;2;1;-3;2;2;1;-3;24;-3;-3;-3;5;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5613500;561350005;233;5;23305;505,95234;1;1;572,45613;2;-3;-3;2;2;1;-3;-3;-3;-3;-3;1;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5615300;561530003;1182;3;118203;443,89372;2;1;324,43951;2;2;-3;2;2;1;-3;-3;-3;-3;-3;20;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5615300;561530004;1182;4;118204;443,89372;0;1;531,11655;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5615500;561550004;3770;4;377004;1144,68301;6;2;1123,15171;-3;1;-3;2;2;1;-3;11;-3;-3;-3;20;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5615500;561550005;3770;5;377005;1144,68301;2;2;836,64262;2;1;-3;2;2;1;-3;12;-3;-3;-3;20;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5615700;561570003;8682;3;868203;893,47388;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;4;28;2;-3;1;1;1;1;1;1;1;-3
2019;5615700;561570004;8682;4;868204;893,47388;11;1;962,48278;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;28;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5615700;561570005;8682;5;868205;893,47388;8;1;776,93299;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;23;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5618400;561840003;4632;3;463203;677,35409;12;1;677,86849;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;5;5;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5619100;561910003;703;3;70303;557,14917;0;1;666,62612;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;5620001;562000102;4303;2;430302;305,05291;5;2;341,1457;-3;1;-3;2;2;1;-3;25;-3;-3;-3;5;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;-3;1;1;-3
2019;5621500;562150003;1274;3;127403;589,53607;14;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;30;2;-3;1;1;1;1;1;1;1;-3
2019;5621500;562150004;1274;4;127404;589,53607;11;1;589,98378;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;2;4;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5621500;562150005;1274;5;127405;589,53607;6;1;578,44699;-3;1;-3;2;2;1;-3;10;-3;-3;-3;2;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5621900;562190002;5267;2;526702;256,03985;7;1;222,64311;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;18;-3;-3;-3;-3;-3;1;1;1;1;1;6;6;2015
2019;5622400;562240004;1146;3;114603;849,51139;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;6;45;2;-3;1;1;1;1;2;1;1;-3
2019;5622600;562260004;549;4;54904;893,42083;10;1;962,42562;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;29;2;-3;-3;-3;-3;-3;-3;1;3;1;1;1;1;1;-3
2019;5623100;562310003;285;3;28503;1072,88856;3;2;784,16844;2;2;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;2;1;1;-3;1;1;-3
2019;5623100;562310004;285;4;28504;1072,88856;1;2;1213,91203;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;2;1;1;-3;1;1;-3
2019;5624700;562470003;1188;3;118803;548,64486;11;1;549,06151;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;10;4;32;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5624700;562470004;1188;4;118804;548,64486;9;2;503,89718;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;10;1;25;1;10;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5626600;562660004;950;4;95004;1258,63719;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;30;2;-3;2;1;1;1;1;1;1;-3
2019;5626600;562660005;950;5;95005;1258,63719;5;1;1345,23363;-3;1;-3;2;2;2;-3;30;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;2;1;1;1;1;1;1;-3
2019;5628300;562830006;1021;5;102105;3158,55866;6;2;3099,14668;-3;1;-3;2;2;1;-3;9;-3;-3;-3;20;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;3;1;6;6;-3
2019;5628300;562830007;1021;6;102106;3158,55866;5;1;3532,26824;-3;1;-3;2;2;1;-3;25;-3;-3;-3;20;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;3;1;6;6;-3
2019;5628300;562830008;1021;7;102107;3158,55866;0;2;3779,19921;2;-3;-3;2;2;1;-3;-3;-3;-3;-3;1;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;3;1;6;6;-3
2019;5628900;562890003;6608;3;660803;711,44196;7;2;698,05985;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;22;2;-3;-3;-3;-3;-3;-3;1;1;1;3;1;1;1;-3
2019;5628900;562890004;6608;4;660804;711,44196;0;2;851,23665;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;3;1;1;1;-3
2019;5629600;562960002;2356;2;235602;113,00444;9;2;103,78776;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;22;1;16;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5630200;563020003;4816;3;481603;540,8284;7;1;530,65551;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;10;1;21;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5630200;563020004;4816;4;481604;540,8284;0;1;647,0984;2;-3;-3;2;2;1;-3;-3;-3;-3;-3;10;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5630400;563040003;5557;3;555703;792,45595;2;2;579,20177;1;2;-3;2;2;1;12;-3;-3;-3;-3;-2;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5632100;563210003;4480;3;448003;642,86644;1;1;592,68889;2;1;-3;2;2;2;-3;35;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5634300;563430003;7092;3;709203;612,61621;4;2;716,56087;-3;1;-3;2;2;2;-3;20;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5634700;563470005;7465;5;746505;885,9832;0;1;1060,07434;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;5635000;563500004;4769;4;476904;725,61496;14;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;25;2;-3;1;1;1;1;1;1;1;-3
2019;5638100;563810003;8892;3;889203;452,31208;3;1;529,0574;2;1;-3;2;2;1;-3;20;-3;-3;-3;15;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5638100;563810004;8892;4;889204;452,31208;1;2;417,00784;2;2;-3;2;2;1;-3;-3;-3;-3;-3;40;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5638400;563840006;1439;6;143906;2277,43249;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;1;3;1;1;-3;1;1;-3
2019;5640000;564000003;1616;3;161603;625,43616;10;2;634,69728;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5640000;564000004;1616;4;161604;625,43616;8;1;543,85696;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5642200;564220003;5636;3;563603;502,45484;7;2;493,00375;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;4;1;21;1;3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5645200;564520005;2333;5;233305;1409,69162;14;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;30;2;-3;1;1;1;1;1;1;1;-3
2019;5646300;564630006;759;6;75906;2069,87451;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5646300;564630007;759;7;75907;2069,87451;12;1; ;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;2;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5653500;565350003;6219;3;621903;1077,8802;2;1;787,8168;2;2;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5653500;565350004;6219;4;621904;1077,8802;0;1;1219,55979;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5655500;565550003;3920;3;392003;692,95685;2;2;506,47841;2;1;-3;2;2;2;-3;17;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;6;2016
2019;5655500;565550004;3920;4;392004;692,95685;2;1;506,47841;2;1;-3;2;2;2;-3;17;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;6;2016
2019;5655500;565550005;3920;5;392005;692,95685;1;2;784,04104;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;6;2017
2019;5658400;565840003;4364;3;436403;430,43459;7;1;422,33818;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;22;1;12;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5660100;566010004;2065;4;206504;705,5169;7;1;613,49231;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;12;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5660400;566040002;2508;2;250802;213,57706;6;2;228,27154;-3;2;1;2;2;2;-3;-3;8;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5660400;566040003;2508;3;250803;213,57706;3;2;156,10232;2;1;-3;2;2;2;-3;40;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5660400;566040004;2508;4;250804;213,57706;0;2;241,65023;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5662300;566230003;3859;3;385903;687,6679;10;2;697,85052;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;10;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5662300;566230004;3859;4;385904;687,6679;10;2;697,85052;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;10;1;24;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5665100;566510004;1210;4;121004;545,67505;12;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;5;30;2;-3;1;2;1;2;2;1;1;-3
2019;5665100;566510005;1210;5;121005;545,67505;6;1;583,21845;-3;2;2;2;2;2;-3;-3;-3;-3;-3;-3;1;23;1;21;-3;-3;-3;-3;-3;1;2;1;2;2;1;1;-3
2019;5665100;566510006;1210;6;121006;545,67505;3;2;638,26158;2;1;-3;2;2;2;-3;40;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;2;1;2;2;1;1;-3
2019;5665500;566550003;8316;3;831603;337,40762;14;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;30;2;-3;1;1;1;1;1;1;1;-3
2019;5665500;566550004;8316;4;831604;337,40762;12;1;337,66386;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5666600;566660003;4227;3;422703;567,79851;4;1;664,1388;-3;1;-3;2;2;1;-3;25;-3;-3;-3;8;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5669100;566910003;2319;3;231903;419,48974;7;1;364,77331;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;20;1;20;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5670300;567030003;344;3;34403;360,50971;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;32;2;-3;1;1;1;1;1;1;1;-3
2019;5670300;567030004;344;4;34404;360,50971;11;1;388,35426;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;2;4;29;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5670500;567050005;7186;5;718605;1280,99156;14;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;7;29;2;-3;1;1;1;1;1;1;1;-3
2019;5670500;567050006;7186;6;718606;1280,99156;12;2;1281,96437;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;16;5;29;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5671000;567100003;4759;3;475903;748,34534;0;2;846,70994;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;5679000;567900003;983;3;98303;594,23795;11;1;640,13487;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;-2;4;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5679000;567900004;983;4;98304;594,23795;6;1;583,06043;-3;1;-3;2;2;1;-3;12;-3;-3;-3;-2;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5679500;567950002;4423;3;442303;634,13618;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;30;2;-3;1;1;1;1;1;1;1;-3
