jahr;Hid;pid;ln;pkzqu;lnpkzqu;hgew;alter;r000000;r002000nu;sex;r004000;r005000;r006000;R007000;epinc;epinc10;epinc4;epinc5;epinc3;activity;wi;jobless;arose;deprived4;povmd60
2019;5177800;517780001;3199;1;319901;474,75017;32;1;1986;1; ; ;2;1;28885,2055555556;7;3;4;2;1;3;0;0;0;0
2019;5177800;517780002;3199;2;319902;474,75017;26;1;1992;2; ; ; ;1;28885,2055555556;7;3;4;2;1;3;0;0;0;0
2019;5177800;517780003;3199;3;319903;474,75017;4;1;2014;1;1;2; ;-3;28885,2055555556;7;3;4;2; ;3;0;0;0;0
2019;5178000;517800001;2537;1;253701;550,43907;57;1;1961;1; ; ; ;1;41532,36;9;4;5;3;1;3;0;0;0;0
2019;5178100;517810001;3862;1;386201;1377,13143;41;1;1977;1; ; ;2;1;20006,0321428571;3;2;2;2;1;3;0;0;0;0
2019;5178100;517810002;3862;2;386202;1377,13143;41;1;1977;2; ; ;1;1;20006,0321428571;3;2;2;2;1;3;0;0;0;0
2019;5178100;517810003;3862;3;386203;1377,13143;17;1;2001;1;1;2; ;5;20006,0321428571;3;2;2;2; ;3;0;0;0;0
2019;5178100;517810004;3862;4;386204;1377,13143;14;1;2004;2;1;2; ;5;20006,0321428571;3;2;2;2; ;3;0;0;0;0
2019;5178100;517810005;3862;5;386205;1377,13143;5;1;2013;2;1;2; ;-3;20006,0321428571;3;2;2;2; ;3;0;0;0;0
2019;5178400;517840001;5603;1;560301;211,26772;62;1;1956;2; ; ;2;4;59424,6266666667;10;4;5;3;3;-1;-3;0;0;0
2019;5178400;517840002;5603;2;560302;211,26772;63;1;1955;1; ; ;1;1;59424,6266666667;10;4;5;3;1;-1;-3;0;0;0
2019;5178500;517850001;3540;1;354001;1003,30527;26;1;1992;2; ; ; ;3;17038,61;2;1;1;1;1;3;0;0;0;0
2019;5178600;517860001;2157;1;215701;920,68611;75;1;1943;2; ; ; ;4;19813,94;3;2;2;2;3;-1;-3;0;0;0
2019;5178800;517880001;1580;1;158001;893,61063;79;1;1939;2; ; ; ;4;21963,34;4;2;2;2;3;-1;-3;0;0;0
2019;5178900;517890001;4905;1;490501;714,56624;43;1;1975;2; ; ; ;1;28891,3333333333;7;3;4;2;1;3;0;0;0;0
2019;5178900;517890002;4905;2;490502;714,56624;18;1;2000;1; ;1; ;1;28891,3333333333;7;3;4;2;1;3;0;0;0;0
2019;5178900;517890003;4905;3;490503;714,56624;8;1;2010;1; ;1; ;-3;28891,3333333333;7;3;4;2; ;3;0;0;0;0
2019;5179000;517900001;7216;1;721601;494,38279;54;1;1964;1; ; ;2;1;34502,7133333333;8;4;4;2;1;3;0;0;0;0
2019;5179000;517900002;7216;2;721602;494,38279;49;1;1969;2; ; ;1;1;34502,7133333333;8;4;4;2;1;3;0;0;0;0
2019;5179100;517910001;689;1;68901;366,61085;47;1;1971;2; ; ;2;1;22292,3333333333;4;2;2;2;1;3;0;0;0;0
2019;5179100;517910002;689;2;68902;366,61085;39;1;1979;1; ; ;1;1;22292,3333333333;4;2;2;2;1;3;0;0;0;0
2019;5179100;517910003;689;3;68903;366,61085;7;1;2011;1;2;1; ;-3;22292,3333333333;4;2;2;2; ;3;0;0;0;0
2019;5179200;517920001;5180;1;518001;1034,60946;27;1;1991;2; ; ; ;1;25286,46;5;2;3;2;1;3;0;0;0;0
2019;5179400;517940001;8000;1;800001;307,56984;77;2;1941;1; ; ;2;4;18691,6733333333;3;1;2;2;3;-1;-3;0;0;0
2019;5179400;517940002;8000;2;800002;307,56984;65;2;1953;2; ; ;1;5;18691,6733333333;3;1;2;2;-9;-1;-3;0;0;0
2019;5179700;517970001;575;1;57501;279,09596;33;1;1985;2; ; ; ;1;17419,95;2;1;1;1;1;3;0;0;0;0
2019;5179700;517970002;575;2;57502;279,09596;10;1;2008;1; ;1; ;-3;17419,95;2;1;1;1; ;3;0;0;0;0
2019;5179700;517970003;575;3;57503;279,09596;7;1;2011;2; ;1; ;-3;17419,95;2;1;1;1; ;3;0;0;0;0
2019;5179900;517990001;2249;1;224901;600,21386;74;1;1944;1; ; ;2;4;28242,3733333333;6;3;3;2;3;-1;-3;0;0;0
2019;5179900;517990002;2249;2;224902;600,21386;73;1;1945;2; ; ;1;4;28242,3733333333;6;3;3;2;3;-1;-3;0;0;0
2019;5180400;518040001;6394;1;639401;409,80549;56;1;1962;1; ; ;2;1;30423,1266666667;7;3;4;2;1;3;0;0;0;0
2019;5180400;518040002;6394;2;639402;409,80549;55;1;1963;2; ; ;1;5;30423,1266666667;7;3;4;2;-9;3;0;0;0;0
2019;5180600;518060001;1692;1;169201;1747,20243;45;1;1973;2; ; ;2;1;34798,644;8;4;4;2;1;3;0;0;0;0
2019;5180600;518060002;1692;2;169202;1747,20243;45;1;1973;1; ; ;1;2;34798,644;8;4;4;2;1;3;0;0;0;0
2019;5180600;518060003;1692;3;169203;1747,20243;18;1;2000;1;2;1; ;5;34798,644;8;4;4;2;4;3;0;0;0;0
2019;5180600;518060004;1692;4;169204;1747,20243;15;1;2003;2;2;1; ;5;34798,644;8;4;4;2; ;3;0;0;0;0
2019;5181300;518130001;4587;1;458701;1081,24888;27;1;1991;1; ; ; ;1;35129,71;8;4;4;2;1;3;0;0;0;0
2019;5181400;518140001;7409;1;740901;505,41711;45;1;1973;1; ; ; ;2;94701,19;10;4;5;3;1;3;0;0;0;0
2019;5181500;518150002;5357;1;535701;1233,21907;49;1;1969;1; ; ; ;1;20688,58;4;2;2;2;1;3;0;0;0;0
2019;5181600;518160001;9028;1;902801;517,71543;47;1;1971;1; ; ; ;1;49730,28;10;4;5;3;1;3;0;0;0;0
2019;5181800;518180001;8708;1;870801;402,77706;54;1;1964;2; ; ; ;3;15567,25;2;1;1;1;2;1;1;1;0;0
2019;5182000;518200001;612;1;61201;680,71891;26;1;1992;1; ; ; ;1;28636,97;7;3;4;2;1;3;0;0;0;0
2019;5182100;518210002;5723;1;572301;777,03862;63;1;1955;1; ; ; ;1;19829,11;3;2;2;2;3;-1;-3;0;0;0
2019;5182200;518220001;946;1;94601;449,70955;80;2;1938;1; ; ;2;4;24330,8666666667;5;2;3;2;3;-1;-3;0;0;0
2019;5182200;518220002;946;2;94602;449,70955;79;2;1939;2; ; ;1;5;24330,8666666667;5;2;3;2;-9;-1;-3;0;0;0
2019;5182300;518230001;7218;2;721802;1414,3386;62;2;1956;2; ; ;1;4;31984,555;8;3;4;2;3;-1;-3;0;0;0
2019;5182300;518230002;7218;1;721801;1414,3386;66;2;1952;1; ; ;2;4;31984,555;8;3;4;2;3;-1;-3;0;0;0
2019;5182300;518230003;7218;3;721803;1414,3386;21;2;1997;2;1;2; ;1;31984,555;8;3;4;2;1;3;0;0;0;0
2019;5182400;518240001;2925;1;292501;743,95834;80;1;1938;2; ; ; ;4;28539,92;6;3;3;2;3;-1;-3;0;0;0
2019;5182600;518260001;4036;1;403601;2028,94507;36;1;1982;1; ; ;2;1;14408,1277777778;2;1;1;1;1;3;0;1;0;1
2019;5182600;518260002;4036;2;403602;2028,94507;27;1;1991;2; ; ;1;1;14408,1277777778;2;1;1;1;1;3;0;1;0;1
2019;5182600;518260003;4036;3;403603;2028,94507;0;1;2018;1;1;2; ;-3;14408,1277777778;2;1;1;1; ;3;0;1;0;1
2019;5183000;518300001;5747;1;574701;520,42597;28;1;1990;1; ; ; ;1;37378,13;9;4;5;3;1;3;0;0;0;0
2019;5183200;518320001;7164;1;716401;486,35805;66;1;1952;1; ; ;2;4;33892,44;8;3;4;2;3;-1;-3;0;0;0
2019;5183200;518320002;7164;2;716402;486,35805;65;1;1953;2; ; ; ;4;33892,44;8;3;4;2;3;-1;-3;0;0;0
2019;5183300;518330001;1855;1;185501;471,83934;80;2;1938;1; ; ;2;4;48037,78;10;4;5;3;3;-1;-3;0;0;0
2019;5183300;518330002;1855;2;185502;471,83934;80;2;1938;2; ; ;1;4;48037,78;10;4;5;3;3;-1;-3;0;0;0
2019;5183400;518340001;4709;2;470902;1329,06806;40;1;1978;1; ; ;1;2;42521,888;9;4;5;3;1;3;0;0;0;0
2019;5183400;518340002;4709;1;470901;1329,06806;42;1;1976;2; ; ;2;1;42521,888;9;4;5;3;1;3;0;0;0;0
2019;5183400;518340003;4709;3;470903;1329,06806;18;1;2000;1;2;1; ;5;42521,888;9;4;5;3;1;3;0;0;0;0
2019;5183400;518340004;4709;4;470904;1329,06806;15;1;2003;2;2;1; ;5;42521,888;9;4;5;3; ;3;0;0;0;0
2019;5183600;518360001;8862;1;886201;648,84378;36;1;1982;2; ; ; ;1;28524,51;6;3;3;2;1;3;0;0;0;0
2019;5184200;518420001;5226;2;522602;427,06669;48;1;1970;2; ; ;1;1;35687,8565217391;8;4;4;2;1;3;0;0;0;0
2019;5184200;518420002;5226;1;522601;427,06669;56;1;1962;1; ; ;2;1;35687,8565217391;8;4;4;2;1;3;0;0;0;0
2019;5184200;518420003;5226;3;522603;427,06669;16;1;2002;1;1;2; ;5;35687,8565217391;8;4;4;2; ;3;0;0;0;0
2019;5184200;518420004;5226;4;522604;427,06669;10;1;2008;2;1;2; ;-3;35687,8565217391;8;4;4;2; ;3;0;0;0;0
2019;5184400;518440001;706;1;70601;439,8655;38;2;1980;2; ; ;2;1;28458,8777777778;6;3;3;2;-9;3;0;0;0;0
2019;5184400;518440002;706;2;70602;439,8655;38;2;1980;1; ; ;1;1;28458,8777777778;6;3;3;2;1;3;0;0;0;0
2019;5184400;518440003;706;3;70603;439,8655;1;2;2017;1;2;1; ;-3;28458,8777777778;6;3;3;2; ;3;0;0;0;0
2019;5184500;518450001;3858;2;385802;1255,77623;35;2;1983;2; ; ;1;1;9581,68333333333;1;1;1;1;1;3;0;1;0;1
2019;5184500;518450002;3858;1;385801;1255,77623;54;2;1964;1; ; ;2;1;9581,68333333333;1;1;1;1;1;3;0;1;0;1
2019;5184500;518450003;3858;3;385803;1255,77623;3;2;2015;2;1;2; ;-3;9581,68333333333;1;1;1;1; ;3;0;1;0;1
2019;5184700;518470001;9126;1;912601;863,76014;42;1;1976;2; ; ;2;1;21441,5826086957;4;2;2;2;1;3;0;0;0;0
2019;5184700;518470002;9126;2;912602;863,76014;41;1;1977;1; ; ;1;1;21441,5826086957;4;2;2;2;1;3;0;0;0;0
2019;5184700;518470003;9126;3;912603;863,76014;20;1;1998;1;2;1; ;5;21441,5826086957;4;2;2;2;4;3;0;0;0;0
2019;5184700;518470004;9126;4;912604;863,76014;12;1;2006;1;2;1; ;-3;21441,5826086957;4;2;2;2; ;3;0;0;0;0
2019;5184900;518490001;7518;1;751801;360,0052;76;2;1942;1; ; ;2;4;38835,5533333333;9;4;5;3;3;-1;-3;0;0;0
2019;5184900;518490002;7518;2;751802;360,0052;69;2;1949;2; ; ;1;5;38835,5533333333;9;4;5;3;-9;-1;-3;0;0;0
2019;5185100;518510001;4707;1;470701;845,82834;58;1;1960;1; ; ; ;4;16014,78;2;1;1;1;3;1;1;1;0;0
2019;5185200;518520001;3107;1;310701;363,08405;45;2;1973;1; ; ;2;1;40109,2222222222;9;4;5;3;1;3;0;0;0;0
2019;5185200;518520002;3107;2;310702;363,08405;44;2;1974;2; ; ;1;1;40109,2222222222;9;4;5;3;1;3;0;0;0;0
2019;5185200;518520003;3107;3;310703;363,08405;4;2;2014;1;1;2; ;-3;40109,2222222222;9;4;5;3; ;3;0;0;0;0
2019;5185300;518530001;7082;1;708201;509,35766;64;1;1954;2; ; ; ;4;35526,58;8;4;4;2;3;-1;-3;0;0;0
2019;5185600;518560001;3691;1;369101;742,73901;80;1;1938;1; ; ; ;4;42563,71;9;4;5;3;3;-1;-3;0;0;0
2019;5186000;518600001;3290;2;329002;470,28979;60;2;1958;2; ; ;1;4;30494,4866666667;7;3;4;2;3;-1;-3;0;0;0
2019;5186000;518600002;3290;1;329001;470,28979;71;2;1947;1; ; ;2;4;30494,4866666667;7;3;4;2;3;-1;-3;0;0;0
2019;5186200;518620001;7919;1;791901;413,08881;59;1;1959;2; ; ;2;1;65932,7133333333;10;4;5;3;1;3;0;0;0;0
2019;5186200;518620002;7919;2;791902;413,08881;59;1;1959;1; ; ;1;1;65932,7133333333;10;4;5;3;1;3;0;0;0;0
2019;5186300;518630001;7289;1;728901;572,34124;80;1;1938;1; ; ; ;4;38928,61;9;4;5;3;3;-1;-3;0;0;0
2019;5186400;518640001;6473;1;647301;1146,62384;50;2;1968;1; ; ;2;2;63242,136;10;4;5;3;1;3;0;0;0;0
2019;5186400;518640002;6473;2;647302;1146,62384;45;2;1973;2; ; ;1;2;63242,136;10;4;5;3;1;3;0;0;0;0
2019;5186400;518640003;6473;3;647303;1146,62384;17;2;2001;1;1;2; ;5;63242,136;10;4;5;3; ;3;0;0;0;0
2019;5186400;518640004;6473;4;647304;1146,62384;15;2;2003;2;1;2; ;5;63242,136;10;4;5;3; ;3;0;0;0;0
2019;5186500;518650001;4383;1;438301;529,29142;59;1;1959;1; ; ; ;1;32306,74;8;3;4;2;1;3;0;0;0;0
2019;5186900;518690001;7048;1;704801;535,69893;54;1;1964;1; ; ;2;1;42442,1;9;4;5;3;1;3;0;0;0;0
2019;5186900;518690002;7048;2;704802;535,69893;38;1;1980;2; ; ;1;1;42442,1;9;4;5;3;1;3;0;0;0;0
2019;5187200;518720001;2308;1;230801;746,13074;64;1;1954;1; ; ;2;4;19628,8133333333;3;2;2;2;3;-1;-3;0;0;0
2019;5187200;518720002;2308;2;230802;746,13074;59;1;1959;2; ; ;1;1;19628,8133333333;3;2;2;2;1;3;0;0;0;0
2019;5187500;518750001;3850;2;385002;642,18813;28;1;1990;1; ; ;1;1;34212,6095238095;8;3;4;2;1;3;0;0;0;0
2019;5187500;518750002;3850;1;385001;642,18813;28;1;1990;2; ; ;2;1;34212,6095238095;8;3;4;2;1;3;0;0;0;0
2019;5187500;518750003;3850;3;385003;642,18813;6;1;2012;1;2;1; ;-3;34212,6095238095;8;3;4;2; ;3;0;0;0;0
2019;5187500;518750004;3850;4;385004;642,18813;2;1;2016;1;2;1; ;-3;34212,6095238095;8;3;4;2; ;3;0;0;0;0
2019;5187700;518770001;1765;2;176502;537,57629;32;2;1986;2; ; ;1;5;78728,0722222222;10;4;5;3;4;3;0;0;0;0
2019;5187700;518770002;1765;1;176501;537,57629;43;2;1975;1; ; ;2;1;78728,0722222222;10;4;5;3;1;3;0;0;0;0
2019;5187700;518770003;1765;3;176503;537,57629;1;2;2017;1;1;2; ;-3;78728,0722222222;10;4;5;3; ;3;0;0;0;0
2019;5188000;518800001;9251;2;925102;754,78123;33;2;1985;2; ; ;1;1;58735,7;10;4;5;3;1;3;0;0;0;0
2019;5188000;518800002;9251;1;925101;754,78123;37;2;1981;1; ; ;2;1;58735,7;10;4;5;3;1;3;0;0;0;0
2019;5188600;518860001;4346;1;434601;606,60025;30;1;1988;1; ; ; ;1;25096,37;5;2;3;2;1;3;0;0;0;0
2019;5188700;518870001;7471;1;747101;422,69984;39;1;1979;1; ; ;2;1;21030,6958333333;4;2;2;2;1;3;0;0;0;0
2019;5188700;518870002;7471;2;747102;422,69984;37;1;1981;2; ; ;1;1;21030,6958333333;4;2;2;2;-9;3;0;0;0;0
2019;5188700;518870003;7471;3;747103;422,69984;9;1;2009;2;1;2; ;-3;21030,6958333333;4;2;2;2; ;3;0;0;0;0
2019;5188700;518870004;7471;4;747104;422,69984;7;1;2011;2;1;2; ;-3;21030,6958333333;4;2;2;2; ;3;0;0;0;0
2019;5188700;518870005;7471;5;747105;422,69984;0;1;2018;2;1;2; ;-3;21030,6958333333;4;2;2;2; ;3;0;0;0;0
2019;5189000;518900001;9046;1;904601;753,94953;78;1;1940;1; ; ; ;4;55010,26;10;4;5;3;3;-1;-3;0;0;0
2019;5189000;518900002;9046;2;904602;753,94953;38;1;1980;2;1; ; ;3;55010,26;10;4;5;3;1;3;0;0;0;0
2019;5189300;518930001;432;1;43201;400,68891;55;1;1963;2; ; ;2;1;29840,4533333333;7;3;4;2;1;3;0;0;0;0
2019;5189300;518930002;432;2;43202;400,68891;50;1;1968;1; ; ;1;1;29840,4533333333;7;3;4;2;1;3;0;0;0;0
2019;5189500;518950001;4990;1;499001;1458,15762;27;2;1991;1; ; ;2;1;25496,6111111111;5;2;3;2;1;3;0;0;0;0
2019;5189500;518950002;4990;2;499002;1458,15762;26;2;1992;2; ; ;1;5;25496,6111111111;5;2;3;2;1;3;0;0;0;0
2019;5189500;518950003;4990;3;499003;1458,15762;0;2;2018;1;1;2; ;-3;25496,6111111111;5;2;3;2; ;3;0;0;0;0
2019;5189700;518970001;2336;1;233601;395,93268;55;2;1963;1; ; ;2;1;42224,58;9;4;5;3;1;3;0;0;0;0
2019;5189700;518970002;2336;2;233602;395,93268;53;2;1965;2; ; ;1;1;42224,58;9;4;5;3;1;3;0;0;0;0
2019;5189800;518980001;3;2;302;850,73251;33;1;1985;1; ; ;1;2;17121,2592592593;2;1;1;1;1;3;0;0;0;0
2019;5189800;518980002;3;1;301;850,73251;34;1;1984;2; ; ;2;2;17121,2592592593;2;1;1;1;-9;3;0;0;0;0
2019;5189800;518980003;3;3;303;850,73251;5;1;2013;2;2;1; ;-3;17121,2592592593;2;1;1;1; ;3;0;0;0;0
2019;5189800;518980004;3;4;304;850,73251;3;1;2015;1;2;1; ;-3;17121,2592592593;2;1;1;1; ;3;0;0;0;0
2019;5189800;518980005;3;5;305;850,73251;2;1;2016;1;2;1; ;-3;17121,2592592593;2;1;1;1; ;3;0;0;0;0
2019;5189800;518980006;3;6;306;850,73251;0;1;2018;1;2;1; ;-3;17121,2592592593;2;1;1;1; ;3;0;0;0;0
2019;5190000;519000001;8009;1;800901;833,79838;43;1;1975;2; ; ; ;1;32587,42;8;3;4;2;1;3;0;0;0;0
2019;5190200;519020001;7400;1;740001;283,68137;49;1;1969;2; ; ; ;1;34319,81;8;3;4;2;1;3;0;0;0;0
2019;5190300;519030001;6376;1;637601;945,15035;78;1;1940;2; ; ; ;4;48266,29;10;4;5;3;3;-1;-3;0;0;0
2019;5190800;519080001;450;1;45001;367,78724;61;1;1957;2; ; ; ;4;65683,04;10;4;5;3;1;-1;-3;0;0;0
2019;5191000;519100001;5507;1;550701;786,65442;68;1;1950;2; ; ; ;4;28335,1;6;3;3;2;3;-1;-3;0;0;0
2019;5191300;519130001;3299;1;329901;1402,00917;24;1;1994;2; ; ; ;5;15784,97;2;1;1;1;4;-1;-3;0;0;0
2019;5191700;519170001;898;1;89801;667,27506;75;1;1943;2; ; ; ;4;13061,14;1;1;1;1;-9;-1;-3;1;0;1
2019;5192200;519220001;4127;1;412701;784,81864;67;1;1951;2; ; ; ;4;32717;8;3;4;2;3;-1;-3;0;0;0
2019;5192600;519260001;4037;1;403701;1142,71737;28;3;1990;2; ; ;2;1;26542,79;6;3;3;2;1;3;0;0;0;0
2019;5192600;519260002;4037;2;403702;1142,71737;27;3;1991;1; ; ;1;1;26542,79;6;3;3;2;1;3;0;0;0;0
2019;5192600;519260003;4037;3;403703;1142,71737;17;3;2001;2; ; ; ;5;26542,79;6;3;3;2; ;3;0;0;0;0
2019;5192700;519270001;5248;1;524801;923,97483;36;1;1982;1; ; ;2;1;24400,6888888889;5;2;3;2;1;3;0;0;0;0
2019;5192700;519270002;5248;2;524802;923,97483;34;1;1984;2; ; ;1;1;24400,6888888889;5;2;3;2;1;3;0;0;0;0
2019;5192700;519270003;5248;3;524803;923,97483;5;1;2013;1;1;2; ;-3;24400,6888888889;5;2;3;2; ;3;0;0;0;0
2019;5193300;519330002;4681;1;468101;848,46739;36;1;1982;1; ; ; ;1;59060,82;10;4;5;3;1;3;0;0;0;0
2019;5193301;519330001;6053;1;605301;918,21293;31;1;1987;2; ; ; ;1;22674,54;4;2;2;2;1;3;0;0;0;0
2019;5193400;519340001;7598;1;759801;1300,57012;34;1;1984;2; ; ;2;1;19574,8047619048;3;2;2;2;1;3;0;0;0;0
2019;5193400;519340002;7598;2;759802;1300,57012;33;1;1985;1; ; ;1;1;19574,8047619048;3;2;2;2;1;3;0;0;0;0
2019;5193400;519340003;7598;3;759803;1300,57012;6;1;2012;1;2;1; ;-3;19574,8047619048;3;2;2;2; ;3;0;0;0;0
2019;5193400;519340004;7598;4;759804;1300,57012;2;1;2016;2;2;1; ;-3;19574,8047619048;3;2;2;2; ;3;0;0;0;0
2019;5194100;519410001;2904;2;290402;401,4045;41;2;1977;2; ; ;1;1;37364,4944444444;9;4;5;3;1;3;0;0;0;0
2019;5194100;519410002;2904;1;290401;401,4045;43;2;1975;1; ; ;2;1;37364,4944444444;9;4;5;3;1;3;0;0;0;0
2019;5194100;519410003;2904;3;290403;401,4045;4;2;2014;1;1;2; ;-3;37364,4944444444;9;4;5;3; ;3;0;0;0;0
2019;5194200;519420001;1962;1;196201;1218,10957;39;1;1979;1; ; ;2;4;19182,7611111111;3;2;2;2;3;3;0;0;0;0
2019;5194200;519420002;1962;2;196202;1218,10957;33;1;1985;2; ; ;1;1;19182,7611111111;3;2;2;2;1;3;0;0;0;0
2019;5194200;519420003;1962;3;196203;1218,10957;3;1;2015;1;1;2; ;-3;19182,7611111111;3;2;2;2; ;3;0;0;0;0
2019;5194300;519430001;3165;1;316501;1076,00905;80;2;1938;2; ; ; ;4;33001,125;8;3;4;2;3;-1;-3;0;0;0
2019;5194300;519430002;3165;2;316502;1076,00905;65;2;1953;1; ;1;3;4;33001,125;8;3;4;2;3;-1;-3;0;0;0
2019;5194300;519430003;3165;3;316503;1076,00905;59;2;1959;2; ; ;2;4;33001,125;8;3;4;2;3;1;1;1;0;0
2019;5195200;519520001;1103;1;110301;782,61847;31;2;1987;1; ; ;2;1;43702,1933333333;9;4;5;3;1;3;0;0;0;0
2019;5195200;519520002;1103;2;110302;782,61847;28;2;1990;2; ; ;1;1;43702,1933333333;9;4;5;3;1;3;0;0;0;0
2019;5195300;519530001;8702;1;870201;866,74411;38;1;1980;2; ; ; ;1;9405,43;1;1;1;1;1;3;0;1;0;1
2019;5195600;519560001;6106;1;610601;863,05483;69;1;1949;2; ; ; ;4;16055,62;2;1;1;1;3;-1;-3;0;0;0
2019;5195800;519580001;307;1;30701;1218,35053;30;2;1988;1; ; ;2;1;28631,0933333333;7;3;4;2;1;3;0;0;0;0
2019;5195800;519580002;307;2;30702;1218,35053;22;2;1996;2; ; ;1;1;28631,0933333333;7;3;4;2;1;3;0;0;0;0
2019;5195900;519590001;1214;1;121401;354,31515;58;1;1960;2; ; ; ;1;18971,35;3;2;2;2;1;3;0;0;0;0
2019;5196100;519610001;9165;1;916501;656,87988;52;1;1966;1; ; ; ;1;38859,6;9;4;5;3;1;3;0;0;0;0
2019;5196300;519630001;3420;1;342001;1100,57343;58;1;1960;2; ; ; ;2;32716,1333333333;8;3;4;2;1;3;0;0;0;0
2019;5196300;519630002;3420;2;342002;1100,57343;26;1;1992;1; ;1; ;1;32716,1333333333;8;3;4;2;1;3;0;0;0;0
2019;5197300;519730001;4558;2;455802;1547,54894;35;2;1983;2; ; ;1;1;22406,0461538462;4;2;2;2;1;3;0;0;0;0
2019;5197300;519730002;4558;1;455801;1547,54894;36;2;1982;1; ; ;2;1;22406,0461538462;4;2;2;2;1;3;0;0;0;0
2019;5197300;519730003;4558;3;455803;1547,54894;15;2;2003;1;1;2; ;5;22406,0461538462;4;2;2;2; ;3;0;0;0;0
2019;5197300;519730004;4558;4;455804;1547,54894;13;2;2005;1;1;2; ;-3;22406,0461538462;4;2;2;2; ;3;0;0;0;0
2019;5197300;519730005;4558;5;455805;1547,54894;2;2;2016;2;1;2; ;-3;22406,0461538462;4;2;2;2; ;3;0;0;0;0
2019;5197500;519750001;100;1;10001;541,47331;76;1;1942;2; ; ;2;4;18226,2266666667;3;1;2;2;3;-1;-3;0;0;0
2019;5197500;519750002;100;2;10002;541,47331;76;1;1942;1; ; ;1;4;18226,2266666667;3;1;2;2;3;-1;-3;0;0;0
2019;5197700;519770001;9113;1;911301;772,93233;62;2;1956;1; ; ;2;4;49356,3733333333;10;4;5;3;3;-1;-3;0;0;0
2019;5197700;519770002;9113;2;911302;772,93233;59;2;1959;2; ; ;1;4;49356,3733333333;10;4;5;3;3;1;1;1;0;0
2019;5198500;519850001;172;1;17201;935,06215;29;1;1989;2; ; ; ;1;33311,29;8;3;4;2;1;3;0;0;0;0
2019;5198600;519860001;8958;1;895801;432,911;77;1;1941;2; ; ; ;4;0;1;1;1;1;3;-1;-3;1;0;1
2019;5199000;519900001;5423;1;542301;555,03953;80;1;1938;2; ; ; ;4;20730,63;4;2;2;2;3;-1;-3;0;0;0
2019;5199100;519910001;7656;1;765601;390,98097;68;1;1950;1; ; ;2;4;20928,48;4;2;2;2;3;-1;-3;0;0;0
2019;5199100;519910002;7656;2;765602;390,98097;66;1;1952;2; ; ;1;4;20928,48;4;2;2;2;3;-1;-3;0;0;0
2019;5199500;519950001;7182;1;718201;528,00621;73;1;1945;2; ; ; ;4;25952,4;6;3;3;2;3;-1;-3;0;0;0
2019;5200000;520000001;7306;1;730601;420,77503;56;1;1962;1; ; ; ;1;104152,37;10;4;5;3;1;3;0;0;0;0
2019;5200100;520010001;316;1;31601;461,13737;59;1;1959;2; ; ; ;4;18966,35;3;1;2;2;1;3;0;0;0;0
2019;5200300;520030001;2226;1;222601;533,55061;80;1;1938;2; ; ; ;4;17176,38;2;1;1;1;3;-1;-3;0;0;0
2019;5200301;520030002;7008;1;700801;454,8906;50;1;1968;2; ; ; ;1;39608,82;9;4;5;3;1;3;0;0;0;0
2019;5200600;520060001;5694;1;569401;802,62263;65;2;1953;1; ; ;2;4;28625,5266666667;7;3;4;2;3;-1;-3;0;0;0
2019;5200600;520060002;5694;2;569402;802,62263;61;2;1957;2; ; ;1;4;28625,5266666667;7;3;4;2;3;-1;-3;0;0;0
2019;5200700;520070002;7543;1;754301;1138,32841;46;1;1972;1; ; ; ;2;7239;1;1;1;1;1;3;0;1;0;1
2019;5200701;520070001;4099;1;409901;877,76217;73;1;1945;2; ; ; ;4;29023,48;7;3;4;2;3;-1;-3;0;0;0
2019;5201100;520110001;3358;1;335801;1585,30544;38;1;1980;2; ; ;2;1;18406,15;3;1;2;2;1;3;0;0;0;0
2019;5201100;520110002;3358;2;335802;1585,30544;38;1;1980;1; ; ;1;1;18406,15;3;1;2;2;1;3;0;0;0;0
2019;5201100;520110003;3358;3;335803;1585,30544;17;1;2001;1;2;1; ;1;18406,15;3;1;2;2; ;3;0;0;0;0
2019;5201100;520110004;3358;4;335804;1585,30544;12;1;2006;1;2;1; ;-3;18406,15;3;1;2;2; ;3;0;0;0;0
2019;5201100;520110005;3358;5;335805;1585,30544;8;1;2010;1;2;1; ;-3;18406,15;3;1;2;2; ;3;0;0;0;0
2019;5201300;520130001;7136;1;713601;1225,43583;49;1;1969;1; ; ; ;3;13048,7;1;1;1;1;1;3;0;1;0;1
2019;5201400;520140001;2584;1;258401;660,8401;80;1;1938;2; ; ; ;4;13630,22;1;1;1;1;3;-1;-3;1;0;1
2019;5201500;520150001;6855;1;685501;2450,14751;33;1;1985;2; ; ; ;3;21988,52;4;2;2;2;-9;3;0;1;1;0
2019;5201500;520150002;6855;2;685502;2450,14751;17;1;2001;2; ;1; ;1;21988,52;4;2;2;2; ;3;0;1;1;0
2019;5201700;520170001;8587;2;858702;409,4904;50;2;1968;2; ; ;1;5;25454,5066666667;5;2;3;2;-9;3;0;0;0;0
2019;5201700;520170002;8587;1;858701;409,4904;52;2;1966;1; ; ;2;1;25454,5066666667;5;2;3;2;1;3;0;0;0;0
2019;5201800;520180001;8706;1;870601;967,90918;38;1;1980;1; ; ;2;1;21699,1958333333;4;2;2;2;1;3;0;0;0;0
