jahr;HID;hgew;D002000;D003000;D004010;D004020;hsize;bundesld;db100;region;oecdregtyp;urtyp;modus
2019;4675700;677,01904;11;11;3;1;3;4;3;4;3;410;2
2019;4675701;576,28466;11;11;2;0;2;4;3;4;3;410;2
2019;4676500;682,37204;11;11;2;0;2;4;1;2;2;101;1
2019;4676700;508,18109;11;11;4;2;4;7;2;3;3;103;1
2019;4677000;536,39668;11;11;2;0;2;6;3;4;2;310;2
2019;4677100;595,42162;11;11;5;3;5;2;3;3;3;210;2
2019;4677200;1066,61588;11;11;2;0;2;4;2;4;3;102;1
2019;4677300;386,71732;11;11;2;1;2;5;2;4;3;220;2
2019;4677800;1100,73073;11;11;4;0;4;6;3;4;2;310;1
2019;4677801; ;11;21;-3;-3; ;6;1;2;-1;-1; 
2019;4678000;664,68786;11;11;2;0;2;4;2;3;3;103;1
2019;4678100;450,96088;11;11;1;0;1;6;2;3;2;310;2
2019;4678400;669,83656;11;11;2;0;2;3;2;3;3;210;1
2019;4678600;791,9256;11;11;1;0;1;6;3;4;3;220;1
2019;4678700;1959,6487;11;11;4;0;4;6;3;4;3;420;1
2019;4678800; ;11;22;-3;-3; ;2;2;3;-1;-1; 
2019;4679000;530,16483;11;11;1;0;1;3;3;4;3;310;1
2019;4679200;1156,45903;11;11;2;0;2;3;2;4;2;101;1
2019;4679400;424,68596;11;11;3;1;3;6;3;4;3;410;1
2019;4679800;575,94748;11;11;1;0;1;6;2;4;2;310;2
2019;4679900;873,1718;11;11;2;0;2;4;2;4;2;102;2
2019;4680100;243,56543;11;11;3;1;3;9;1;1;1;101;1
2019;4680200;1043,32722;11;11;3;0;3;8;2;3;1;101;2
2019;4680500;983,97807;11;11;2;0;2;2;1;2;2;101;1
2019;4680600;1288,81293;11;11;1;0;1;4;1;2;2;101;2
2019;4680700;335,54238;11;11;2;0;2;3;3;4;2;410;1
2019;4681000;407,30274;11;11;2;0;2;3;3;4;3;220;2
2019;4681300;956,42793;11;11;1;0;1;6;2;4;3;103;2
2019;4681500;1046,10777;11;11;5;2;5;6;3;4;3;410;1
2019;4682000;482,36313;11;11;1;0;1;9;1;1;1;101;1
2019;4682001; ;-3;-3;-3;-3; ;3;2;3;-1;-1; 
2019;4682300;538,062;11;11;2;0;2;9;1;1;1;101;1
2019;4683000;652,26177;11;11;2;0;2;8;2;3;1;101;2
2019;4683100;955,32949;11;11;1;0;1;8;3;4;1;310;1
2019;4683300;382,10852;11;11;1;0;1;7;3;4;3;410;1
2019;4683400;811,21701;11;11;4;1;4;3;3;4;3;410;2
2019;4683700;625,04409;11;11;5;3;5;4;3;4;3;410;2
2019;4683800;633,60058;11;11;1;0;1;1;3;4;3;430;1
2019;4683900;373,13502;11;11;3;1;3;3;2;4;3;103;2
2019;4683901; ;11;23;-3;-3; ;9;1;1;-1;-1; 
2019;4684300;2048,40519;11;11;1;0;1;9;1;1;1;101;2
2019;4684700;401,32846;11;11;4;2;4;6;3;4;2;310;1
2019;4684800;710,42401;11;11;2;0;2;9;1;1;1;101;2
2019;4684900;461,10902;11;11;1;0;1;9;1;1;1;101;2
2019;4685100;874,45682;11;11;3;1;3;8;2;4;1;101;2
2019;4685200;696,55076;11;11;4;2;4;8;2;4;1;101;1
2019;4685300;745,9618;11;11;2;0;2;9;1;1;1;101;1
2019;4685400; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;4685500;949,32359;11;11;2;0;2;3;3;4;3;420;2
2019;4685600;2791,38448;11;11;3;1;3;7;2;4;3;210;1
2019;4686000;690,13128;11;11;4;1;4;8;2;3;1;101;2
2019;4686200;805,35084;11;11;4;2;4;9;1;1;1;101;2
2019;4686300;880,13653;11;11;3;2;3;9;1;1;1;101;2
2019;4686800;471,24667;11;11;4;1;4;4;3;4;3;410;2
2019;4687100;940,06544;11;11;1;0;1;8;2;3;1;101;1
2019;4687300;480,1841;11;11;2;0;2;6;2;3;2;102;2
2019;4687800;813,6019;11;11;2;0;2;4;3;4;2;410;2
2019;4688600; ;-3;-3;-3;-3; ;5;1;2;-1;-1; 
2019;4688800;495,7027;11;11;1;0;1;4;2;4;3;310;1
2019;4688801;764,64484;11;11;1;0;1;4;2;4;3;210;2
2019;4688900;756,62147;11;11;3;1;3;4;1;2;2;101;2
2019;4689000;1050,56829;11;11;1;0;1;2;3;4;2;310;1
2019;4689100;944,12137;11;11;2;0;2;3;2;3;3;103;2
2019;4689200;580,29358;11;11;2;0;2;3;3;4;3;410;1
2019;4689400;619,46027;11;11;1;0;1;3;2;3;2;101;1
2019;4689600;463,68928;11;11;4;2;4;9;1;1;1;101;1
2019;4690000;732,61547;11;11;1;0;1;4;3;4;3;410;1
2019;4690200;1661,14711;11;11;5;3;5;6;2;4;2;410;2
2019;4690300;548,99363;11;11;2;0;2;9;1;1;1;101;1
2019;4690800;538,06944;11;11;3;0;3;4;1;2;2;101;2
2019;4691000;1036,19698;11;11;1;0;1;5;1;2;2;101;2
2019;4691200;662,76511;11;11;1;0;1;4;2;4;3;102;2
2019;4691500;611,0103;11;11;1;0;1;5;3;4;2;410;1
2019;4691600;533,04736;11;11;2;0;2;3;3;4;3;410;2
2019;4691800;575,9922;11;11;1;0;1;6;2;4;3;103;2
2019;4691900;427,1469;11;11;4;2;4;4;3;4;3;410;1
2019;4692200;544,41669;11;11;3;1;3;1;3;4;3;420;2
2019;4692300;907,95588;11;11;1;0;1;2;3;4;2;310;1
2019;4692400;903,75498;11;11;4;0;4;2;3;4;3;410;2
2019;4692600;900,15155;11;11;2;0;2;4;2;4;2;310;1
2019;4692601;1297,50661;11;11;1;0;1;4;2;3;2;101;1
2019;4692900;646,21664;11;11;1;0;1;9;1;1;1;101;1
2019;4693100; ;11;23;-3;-3; ;4;3;4;-1;-1; 
2019;4693300;741,37243;11;11;3;1;3;3;2;4;2;101;2
2019;4693400;560,55765;11;11;2;0;2;7;2;4;2;101;2
2019;4693600; ;11;28;-3;-3; ;3;3;4;-1;-1; 
2019;4694300;1229,88063;11;11;3;0;3;3;2;3;2;101;2
2019;4694600;903,39365;11;11;1;0;1;9;1;1;1;101;2
2019;4694800;672,93071;11;11;4;2;4;3;2;4;3;101;2
2019;4695400;812,44244;11;11;4;2;4;3;2;4;2;102;1
2019;4695600;910,90603;11;11;3;0;3;4;3;4;3;410;1
2019;4695900;713,17121;11;11;1;0;1;9;1;1;1;101;2
2019;4696100;611,27799;11;11;2;0;2;3;2;3;3;103;1
2019;4696200;636,71677;11;11;1;0;1;2;3;4;3;410;1
2019;4696201;638,65169;11;11;1;0;1;2;3;4;3;410;1
2019;4696700; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;4696900;1672,29936;11;11;4;2;4;4;3;4;2;310;2
2019;4697100; ;-3;-3;-3;-3; ;8;2;3;-1;-1; 
2019;4697200;395,84532;11;11;4;2;4;4;3;4;2;410;2
2019;4697600;566,77508;11;11;1;0;1;9;1;1;1;101;2
2019;4697700;1549,84249;11;11;1;0;1;3;2;3;3;103;1
2019;4698000;892,43169;11;11;3;1;3;3;2;3;2;101;2
2019;4698300;590,67002;11;11;1;0;1;9;1;1;1;101;2
2019;4698400;988,81769;11;11;5;1;5;3;3;4;3;420;2
2019;4698500;639,74193;11;11;2;0;2;2;3;4;3;410;1
2019;4698600;879,22099;11;11;4;2;4;4;2;4;3;220;1
2019;4699000;526,23462;11;11;1;0;1;4;3;4;3;410;1
2019;4699500;821,58981;11;11;1;0;1;9;1;1;1;101;2
2019;4699600;1117,18036;11;11;1;0;1;3;2;3;2;101;2
2019;4699800;461,40653;11;11;1;0;1;9;1;1;1;101;2
2019;4699801;153,61651;11;11;2;1;2;3;3;4;3;420;2
2019;4700000;355,74303;11;11;4;2;4;7;1;2;2;101;1
2019;4700100;674,16814;11;11;1;0;1;2;3;4;2;310;1
2019;4700200;1711,63715;11;11;2;0;2;6;1;2;2;101;2
2019;4700300;383,91624;11;11;2;0;2;7;2;4;2;101;2
2019;4700800;645,40434;11;11;2;1;2;2;2;4;3;410;2
2019;4700801;250,25844;11;11;4;2;4;2;2;3;3;103;2
2019;4700900;523,37544;11;11;3;0;3;3;3;4;3;410;1
2019;4701000;1746,77208;11;11;1;0;1;4;3;4;3;410;2
2019;4701100;719,82109;11;11;3;0;3;1;3;4;3;420;1
2019;4701200;882,92383;11;11;2;0;2;2;2;3;2;102;2
2019;4701201; ;11;21;-3;-3; ;2;2;3;-1;-1; 
2019;4701300;725,35379;11;11;1;0;1;9;1;1;1;101;2
2019;4701700;194,96411;11;11;3;1;3;9;1;1;1;101;2
2019;4702000;802,34439;11;11;3;0;3;3;3;4;3;420;2
2019;4702100;265,53027;11;11;4;2;4;9;1;1;1;101;2
2019;4702200;522,76387;11;11;1;0;1;3;3;4;3;430;2
2019;4702300;797,68405;11;11;3;0;3;6;3;4;3;420;2
2019;4702500;435,21077;11;11;1;0;1;9;1;1;1;101;2
2019;4702800;540,75031;11;11;1;0;1;6;3;4;3;420;1
2019;4703100; ;-3;-3;-3;-3; ;3;3;4;-1;-1; 
2019;4703700;398,4075;11;11;4;2;4;9;1;1;1;101;2
2019;4703900; ;11;21;-3;-3; ;5;1;2;-1;-1; 
2019;4704000;354,77381;11;11;2;0;2;7;3;4;3;410;1
2019;4704200;670,93497;11;11;1;0;1;9;1;1;1;101;2
2019;4704300;810,92178;11;11;1;0;1;3;2;3;3;103;2
2019;4704600;710,16728;11;11;2;0;2;2;1;2;2;101;1
2019;4704700;806,02319;11;11;3;0;3;4;1;2;2;101;2
2019;4705000;824,3034;11;11;1;0;1;8;2;3;1;101;2
2019;4705200;619,60812;11;11;3;0;3;4;3;4;3;410;2
2019;4705300;639,92571;11;11;2;0;2;9;1;1;1;101;1
2019;4705600; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;4705800; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;4705900;1447,47089;11;11;4;0;4;3;2;4;3;210;1
2019;4706000;323,95616;11;11;3;0;3;3;3;4;3;410;2
2019;4707100; ;11;22;-3;-3; ;1;2;4;-1;-1; 
2019;4707300;1121,35625;11;11;2;0;2;7;2;4;3;103;1
2019;4707900;636,0335;11;11;2;0;2;4;3;4;3;410;1
2019;4708100;836,11707;11;11;1;0;1;9;1;1;1;101;1
2019;4708300;834,06203;11;11;3;0;3;7;3;4;3;410;1
2019;4708700;283,22056;11;11;3;1;3;4;2;4;3;102;2
2019;4708900;664,57359;11;11;2;0;2;6;3;4;3;420;1
2019;4709100; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;4709500;1342,30094;11;11;1;0;1;9;1;1;1;101;2
2019;4710200;585,41952;11;11;1;0;1;9;1;1;1;101;2
2019;4710500;495,47993;11;11;4;2;4;6;3;4;2;410;1
2019;4710700;592,28237;11;11;1;0;1;9;1;1;1;101;2
2019;4711000; ;11;21;-3;-3; ;2;2;3;-1;-1; 
2019;4711200;414,54955;11;11;1;0;1;9;1;1;1;101;2
2019;4711300;535,00659;11;11;3;1;3;9;1;1;1;101;1
2019;4711500;372,89069;11;11;3;1;3;3;2;3;2;101;2
2019;4711800;519,79582;11;11;4;1;4;6;3;4;3;420;1
2019;4712000;807,38482;11;11;2;0;2;4;2;3;2;101;1
2019;4712400;362,42843;11;11;2;0;2;2;3;4;2;410;2
2019;4712500;411,25315;11;11;2;0;2;6;3;4;3;310;2
2019;4712800;650,46671;11;11;1;0;1;4;2;3;3;103;2
2019;4713400;518,16239;11;11;3;1;3;6;3;4;3;410;2
2019;4713700;722,9239;11;11;1;0;1;3;3;4;3;420;1
2019;4713800;721,32004;11;11;5;2;5;9;1;1;1;101;2
2019;4713900;421,4784;11;11;4;2;4;3;2;3;3;103;2
2019;4714000;892,73952;11;11;1;0;1;4;2;3;3;102;2
2019;4714300;658,40476;11;11;1;0;1;3;2;4;2;102;2
2019;4714400; ;11;21;-3;-3; ;4;3;4;-1;-1; 
2019;4714900;794,40301;11;11;1;0;1;9;1;1;1;101;2
2019;4715200;892,79756;11;11;2;0;2;7;2;4;3;103;1
2019;4715201;1201,07021;11;11;1;0;1;7;2;4;3;103;1
2019;4715400;1083,43999;11;11;2;0;2;6;1;2;2;101;1
2019;4715500;697,95855;11;11;2;0;2;4;2;4;2;310;2
2019;4715800;455,3506;11;11;2;0;2;3;2;4;3;410;2
2019;4715900;524,09516;11;11;1;0;1;8;3;4;3;410;2
2019;4716000; ;11;21;-3;-3; ;3;3;4;-1;-1; 
2019;4716100;548,53322;11;11;1;0;1;3;3;4;3;420;2
2019;4716300;1125,8758;11;11;2;0;2;4;3;4;3;410;2
2019;4716400;812,11537;11;11;1;0;1;7;2;4;2;101;2
2019;4716500;641,33385;11;11;2;0;2;6;3;4;2;410;1
2019;4716700;501,55959;11;11;2;0;2;4;3;4;3;410;2
2019;4717700;648,04316;11;11;2;0;2;9;1;1;1;101;1
2019;4717800; ;11;22;-3;-3; ;6;1;2;-1;-1; 
2019;4717900;621,38212;11;11;2;1;2;6;3;4;3;410;1
2019;4718100;703,47769;11;11;1;0;1;3;2;3;3;103;2
2019;4718400;342,49917;11;11;1;0;1;9;1;1;1;101;2
2019;4718500;1003,82144;11;11;2;0;2;2;1;2;2;101;1
2019;4718800;644,34152;11;11;1;0;1;3;2;3;2;101;2
2019;4718900;1476,56115;11;11;1;0;1;9;1;1;1;101;1
2019;4719100;517,71148;11;11;2;0;2;9;1;1;1;101;2
2019;4719200; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;4719300;512,8096;11;11;2;0;2;4;3;4;2;310;1
2019;4719600;601,97537;11;11;3;1;3;4;3;4;3;310;1
2019;4719700;733,84487;11;11;2;0;2;5;2;3;2;101;2
2019;4720200;544,26912;11;11;1;0;1;7;2;3;3;103;2
2019;4720600;196,87734;11;11;3;0;3;3;3;4;2;410;1
2019;4720700;650,54247;11;11;1;0;1;9;1;1;1;101;2
2019;4721000;572,03232;11;11;1;0;1;6;3;4;3;410;1
2019;4721200;676,14564;11;11;2;0;2;4;3;4;2;310;1
2019;4721300;1498,20734;11;11;1;0;1;9;1;1;1;101;1
2019;4721400;542,7699;11;11;1;0;1;2;2;3;2;102;2
2019;4721800;711,249;11;11;8;6;8;4;2;3;2;101;1
2019;4722000;695,2976;11;11;2;1;2;9;1;1;1;101;2
2019;4722100;433,19141;11;11;2;0;2;4;3;4;3;310;1
2019;4722200;487,22265;11;11;5;3;5;3;3;4;2;410;1
2019;4722500;865,82851;11;11;1;0;1;7;1;2;2;101;2
2019;4722700;609,72305;11;11;2;0;2;9;1;1;1;101;2
2019;4723000;873,42789;11;11;1;0;1;9;1;1;1;101;2
2019;4723200;708,3795;11;11;1;0;1;1;3;4;3;420;2
2019;4723600;451,07501;11;11;1;0;1;9;1;1;1;101;2
2019;4723900;732,89539;11;11;1;0;1;9;1;1;1;101;1
2019;4724000;607,4382;11;11;2;0;2;4;3;4;2;310;2
2019;4724500;555,95191;11;11;1;0;1;9;1;1;1;101;2
2019;4724600; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;4724900;774,2574;11;11;2;0;2;2;3;4;3;310;2
2019;4725000;548,36704;11;11;2;0;2;3;2;3;2;101;1
2019;4725200;1555,88288;11;11;4;0;4;4;2;4;3;410;1
2019;4725500;1759,0272;11;11;4;1;4;2;2;3;2;102;2
2019;4725800;773,87547;11;11;1;0;1;3;2;3;2;101;2
2019;4726400;1278,96357;11;11;4;2;4;9;1;1;1;101;1
2019;4726600;309,96133;11;11;3;1;3;9;1;1;1;101;2
2019;4726700;674,01128;11;11;4;2;4;2;2;3;2;102;1
2019;4726900;171,47852;11;11;2;1;2;4;2;4;3;102;2
2019;4727000;1121,57074;11;11;3;1;3;9;1;1;1;101;1
2019;4727300;527,59421;11;11;1;0;1;9;1;1;1;101;2
2019;4728600;545,14065;11;11;1;0;1;4;3;4;3;420;1
2019;4728900;661,34647;11;11;3;0;3;8;2;3;1;101;2
2019;4729000;1140,89659;11;11;3;1;3;6;2;3;2;102;1
2019;4729100; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;4729300;778,95786;11;11;1;0;1;6;3;4;3;310;1
2019;4729500; ;-3;-3;-3;-3; ;2;3;4;-1;-1; 
2019;4729800;840,5531;11;11;1;0;1;9;1;1;1;101;2
2019;4730500;681,94517;11;11;2;0;2;1;3;4;3;420;2
2019;4730800;1420,29674;11;11;2;0;2;8;2;4;3;410;2
2019;4731000; ;11;28;-3;-3; ;9;1;1;-1;-1; 
2019;4731400;839,92433;11;11;1;0;1;9;1;1;1;101;1
2019;4731500;764,68393;11;11;1;0;1;3;2;4;2;101;2
2019;4731600; ;11;28;-3;-3; ;3;3;4;-1;-1; 
2019;4732500;689,99632;11;11;2;0;2;3;3;4;3;310;2
2019;4732600;637,78881;11;11;1;0;1;9;1;1;1;101;2
2019;4732800;744,24913;11;11;2;0;2;9;1;1;1;101;2
2019;4733200;1092,99029;11;11;3;0;3;9;1;1;1;101;2
2019;4733500;996,05484;11;11;2;0;2;5;3;4;2;101;1
2019;4734200;773,28518;11;11;1;0;1;9;1;1;1;101;2
2019;4734500;413,25384;11;11;3;1;3;3;3;4;3;420;2
2019;4734800;414,75971;11;11;2;0;2;5;3;4;2;310;2
2019;4734900;757,82978;11;11;5;2;5;6;3;4;3;420;1
2019;4735500;448,7875;11;11;4;2;4;3;3;4;2;410;2
2019;4735700;658,83098;11;11;1;0;1;6;3;4;3;410;2
2019;4736000;476,72948;11;11;2;0;2;9;1;1;1;101;2
2019;4736100;650,17691;11;11;1;0;1;3;2;3;3;310;2
2019;4736400;1747,79703;11;11;1;0;1;5;1;2;2;101;2
2019;4736500;808,84037;11;11;1;0;1;3;2;4;2;101;2
2019;4736600; ;11;22;-3;-3; ;7;2;3;-1;-1; 
2019;4736700;794,04291;11;11;2;0;2;4;3;4;3;220;1
2019;4736800;532,44677;11;11;4;1;4;2;2;3;3;103;2
2019;4737000;738,91108;11;11;2;0;2;9;1;1;1;101;2
2019;4737400;360,81736;11;11;3;2;3;9;1;1;1;101;2
2019;4737600;249,62718;11;11;2;0;2;6;1;2;2;101;2
2019;4738400;1210,51405;11;11;1;0;1;3;2;3;3;103;2
2019;4738600;810,95694;11;11;6;2;6;3;3;4;3;310;2
2019;4739200;1577,75754;11;11;3;0;3;3;2;4;3;310;2
2019;4739300;471,92967;11;11;1;0;1;3;3;4;3;420;2
2019;4739400; ;11;22;-3;-3; ;1;3;4;-1;-1; 
2019;4740100;492,71573;11;11;1;0;1;8;2;3;1;101;2
2019;4740800;674,28405;11;11;2;0;2;7;3;4;3;410;2
2019;4740900;561,74405;11;11;2;0;2;3;2;3;3;220;1
2019;4741000;483,79985;11;11;2;0;2;9;1;1;1;101;1
2019;4741300;934,89395;11;11;3;0;3;9;1;1;1;101;2
2019;4741400;383,78344;11;11;1;0;1;9;1;1;1;101;2
2019;4742400;685,66136;11;11;1;0;1;9;1;1;1;101;2
2019;4742900;514,59093;11;11;1;0;1;3;3;4;3;220;2
2019;4743000;447,97655;11;11;4;2;4;6;3;4;3;410;1
2019;4743100;749,13064;11;11;2;0;2;6;2;4;3;210;1
2019;4743200;650,28291;11;11;1;0;1;7;1;2;2;101;1
2019;4743400;403,68;11;11;5;2;5;8;3;4;1;101;2
2019;4743500;461,3982;11;11;3;0;3;3;2;4;2;103;2
2019;4743800;1225,22868;11;11;3;1;3;9;1;1;1;101;1
2019;4744100;763,92093;11;11;2;0;2;6;3;4;3;430;2
2019;4744300; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;4744600;1543,17068;11;11;1;0;1;8;2;3;1;101;1
2019;4744800;1101,4053;11;11;2;0;2;9;1;1;1;101;2
2019;4744900; ;11;22;-3;-3; ;6;1;2;-1;-1; 
2019;4745000;507,32039;11;11;1;0;1;3;3;4;3;310;1
2019;4745100;515,24027;11;11;3;2;3;9;1;1;1;101;2
2019;4745300;642,47828;11;11;2;0;2;5;3;4;3;220;2
2019;4745900;748,23834;11;11;2;0;2;9;1;1;1;101;2
2019;4746100;707,03864;11;11;1;0;1;9;1;1;1;101;2
2019;4746500;1992,35243;11;11;2;0;2;9;1;1;1;101;1
2019;4746600;1051,54126;11;11;1;0;1;2;1;2;2;101;1
2019;4746900;1188,60749;11;11;2;1;2;4;2;4;2;310;1
2019;4747100;597,70607;11;11;2;0;2;7;2;4;2;101;2
2019;4747200;706,49916;11;11;1;0;1;3;2;4;3;310;2
2019;4747400;917,79353;11;11;1;0;1;9;1;1;1;101;2
2019;4747700;548,87011;11;11;3;0;3;3;2;3;3;101;1
2019;4747800;566,60678;11;11;2;0;2;6;3;4;3;420;1
2019;4748100;573,26478;11;11;2;0;2;5;2;4;2;101;2
2019;4748400;879,30794;11;11;2;0;2;5;3;4;2;430;2
2019;4749500;638,84545;11;11;1;0;1;4;3;4;3;410;2
2019;4749700;375,67915;11;11;4;1;4;7;2;4;3;103;2
2019;4750000;707,84944;11;11;4;2;4;3;2;3;3;101;2
2019;4750200;969,91808;11;11;1;0;1;5;1;2;2;101;2
2019;4750700;1474,36307;11;11;4;0;4;3;3;4;2;410;2
2019;4751100;938,89586;11;11;2;0;2;5;2;3;3;220;1
2019;4751200;815,42957;11;11;1;0;1;7;2;4;3;410;1
2019;4751300;703,56885;11;11;1;0;1;3;3;4;3;430;2
2019;4751600;943,86068;11;11;1;0;1;7;2;4;3;410;1
2019;4751800;774,45549;11;11;2;0;2;3;2;3;2;101;2
2019;4752100;795,70605;11;11;1;0;1;6;3;4;3;430;1
2019;4752300;761,47332;11;11;1;0;1;4;2;3;2;101;1
2019;4753600;676,79064;11;11;1;0;1;3;2;3;3;103;2
2019;4753700;617,69798;11;11;2;0;2;7;3;4;3;410;2
2019;4754000;529,60571;11;11;1;0;1;4;1;2;2;101;2
2019;4754200;537,84204;11;11;1;0;1;3;3;4;3;310;2
2019;4754400;691,7228;11;11;5;2;5;4;2;4;3;410;2
2019;4754500;548,13321;11;11;4;2;4;8;3;4;3;410;1
2019;4754600;951,31943;11;11;1;0;1;3;2;4;2;310;2
2019;4754900;400,07094;11;11;4;1;4;7;3;4;3;310;2
2019;4755000;493,03675;11;11;2;0;2;4;3;4;3;410;2
2019;4755500;1215,93555;11;11;1;0;1;5;1;2;2;101;2
2019;4755800;357,1443;11;11;4;1;4;6;3;4;3;310;1
2019;4755900;869,3059;11;11;2;0;2;1;3;4;3;430;1
2019;4756000;1008,35728;11;11;1;0;1;9;1;1;1;101;2
2019;4756001; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;4756100; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;4757300;646,026;11;11;1;0;1;8;2;3;1;101;1
2019;4758200;446,35433;11;11;2;0;2;3;3;4;3;420;2
2019;4758300;545,47749;11;11;2;0;2;3;2;3;2;101;2
2019;4758400;479,73329;11;11;4;2;4;3;3;4;2;430;2
2019;4758500;734,12431;11;11;1;0;1;4;2;4;3;410;1
2019;4758600; ;11;28;-3;-3; ;9;1;1;-1;-1; 
2019;4758700;637,9276;11;11;1;0;1;9;1;1;1;101;2
2019;4758900;427,1201;11;11;2;0;2;9;1;1;1;101;2
2019;4759400;966,06476;11;11;1;0;1;6;2;4;2;101;2
2019;4760000;418,15268;11;11;2;0;2;3;3;4;2;430;1
2019;4760400;504,83601;11;11;2;0;2;3;2;4;2;101;2
2019;4760500;646,36196;11;11;1;0;1;6;3;4;3;420;1
2019;4760600;1177,40435;11;11;2;0;2;7;2;3;3;103;2
2019;4760800;513,74742;11;11;2;0;2;4;3;4;2;310;2
2019;4760900;851,47753;11;11;2;0;2;3;3;4;3;310;1
2019;4761300;1008,68258;11;11;1;0;1;5;1;2;2;101;2
2019;4761400; ;11;22;-3;-3; ;1;3;4;-1;-1; 
2019;4761600;827,40888;11;11;1;0;1;5;2;4;2;101;2
2019;4761900; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;4762000;1253,82563;11;11;1;0;1;6;2;4;3;220;2
2019;4762100;1664,07084;11;11;2;0;2;6;1;2;2;101;2
2019;4762200;440,73398;11;11;2;1;2;7;2;4;2;101;1
2019;4762201;340,91486;11;11;2;0;2;7;2;3;2;101;2
2019;4762300;947,32942;11;11;2;0;2;8;3;4;1;310;1
2019;4762600;233,58318;11;11;2;0;2;3;2;4;2;320;2
2019;4762800;693,24003;11;11;1;0;1;1;3;4;3;430;1
2019;4763200;1501,98433;11;11;4;0;4;6;1;2;2;101;2
2019;4763300;455,32951;11;11;2;0;2;3;2;4;3;410;1
2019;4763700;334,05526;11;11;2;0;2;3;3;4;3;310;2
2019;4764000;564,26838;11;11;1;0;1;4;3;4;3;310;1
2019;4764100; ;11;28;-3;-3; ;3;3;4;-1;-1; 
2019;4764400;899,38491;11;11;1;0;1;3;2;3;2;101;2
2019;4764500;925,0601;11;11;1;0;1;7;2;4;3;410;2
2019;4764900;401,25334;11;11;1;0;1;9;1;1;1;101;2
2019;4765500;986,33243;11;11;5;3;5;5;3;4;3;220;2
2019;4765700; ;11;22;-3;-3; ;4;1;2;-1;-1; 
2019;4765800;459,24104;11;11;1;0;1;3;3;4;2;310;2
2019;4766000;668,85226;11;11;1;0;1;3;2;3;3;103;1
2019;4767100;555,22225;11;11;1;0;1;9;1;1;1;101;2
2019;4767600;727,0105;11;11;2;0;2;2;3;4;3;410;1
2019;4767800;463,50009;11;11;1;0;1;7;2;4;2;101;2
2019;4767801;597,66547;11;11;1;0;1;7;2;4;2;101;2
2019;4768500;979,32449;11;11;4;1;4;5;3;4;3;420;1
2019;4768600;566,25653;11;11;2;0;2;5;3;4;2;310;2
2019;4768700;611,22006;11;11;1;0;1;4;2;3;3;102;2
2019;4769200;437,35893;11;11;3;1;3;6;3;4;3;410;1
2019;4769400;235,30232;11;11;3;0;3;9;1;1;1;101;2
2019;4769700;718,11289;11;11;3;1;3;6;3;4;2;310;2
2019;4769900; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;4770000;510,56102;11;11;4;1;4;7;3;4;3;430;1
2019;4770300;716,58612;11;11;2;0;2;8;2;3;1;101;2
2019;4770500;1145,13514;11;11;1;0;1;9;1;1;1;101;2
2019;4770600;637,68477;11;11;3;1;3;6;1;2;2;101;2
2019;4770900;548,07226;11;11;3;1;3;9;1;1;1;101;2
2019;4771000; ;11;22;-3;-3; ;4;2;3;-1;-1; 
2019;4771300;596,52655;11;11;2;0;2;6;1;2;2;101;2
2019;4771800;1190,0439;11;11;1;0;1;9;1;1;1;101;2
2019;4772000;490,21727;11;11;1;0;1;9;1;1;1;101;2
2019;4772600;1039,94536;11;11;6;4;6;3;3;4;3;430;2
2019;4772800;870,61966;11;11;4;2;4;3;2;3;2;101;2
2019;4773000;916,0164;11;11;1;0;1;4;2;3;2;101;1
2019;4773100;1449,60006;11;11;1;0;1;4;2;4;3;102;2
2019;4773800;416,46848;11;11;2;0;2;6;3;4;3;310;2
2019;4773900; ;11;21;-3;-3; ;5;3;4;-1;-1; 
2019;4774300;466,64223;11;11;4;2;4;4;3;4;2;210;2
2019;4774800;765,55766;11;11;3;0;3;4;3;4;2;420;2
2019;4775000;439,65939;11;11;2;0;2;3;2;4;2;101;1
2019;4775600;359,38933;11;11;2;0;2;4;2;3;2;101;2
2019;4775900;1002,7679;11;11;1;0;1;3;2;4;2;320;1
2019;4776400; ;-3;-3;-3;-3; ;4;2;3;-1;-1; 
2019;4776500;931,021;11;11;1;0;1;3;2;3;2;101;2
2019;4776700;930,12793;11;11;2;0;2;9;1;1;1;101;2
2019;4776800;633,39082;11;11;1;0;1;9;1;1;1;101;2
2019;4777100;2147,05795;11;11;1;0;1;9;1;1;1;101;2
2019;4778400; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;4778500;569,30304;11;11;3;0;3;9;1;1;1;101;1
