Hid;pid;pkzqu;ln;lnpkzqu;rb062;rb062_f;rb063;rb063_f;rb064;rb064_f;dgew;ngew
4748100;474810001;1;6841;684101;814,379516359418;1;1175,47749118883;1;2474,56926414529;1; ;1,0024578076
4748100;474810002;2;6841;684102;832,872896891395;1;1212,00515393317;1;2538,8451240687;1; ;1,0041955702
4748400;474840001;1;6406;640601;1092,2702579825;1;1540,60168382302;1;2850,99889615416;1; ;1,0057584886
4748400;474840002;2;6406;640602;1153,91347617954;1;1621,82056336134;1;2974,10517722836;1; ;1,0057584886
4749500;474950001;1;3816;381601;829,407606733831;1;1129,83480462623;1;2319,2328760228;1; ;1,0224090569
4749700;474970001;1;2902;290201;611,044206924335;1;904,031486881133;1;1683,40688612718;1; ;1,0440934063
4749700;474970002;2;2902;290202;604,761701819319;1;886,88574219804;1;1606,34905363362;1; ;1,0440934063
4749700;474970003;3;2902;290203;609,686194302356;1;889,340042604796;1;1614,30504151443;1; ;1,0876718222
4749700;474970004;4;2902;290204;655,109303764559;1;1115,33139532436;1;1930,5480430922;1; ;1,0440934063
4750000;475000001;1;1682;168201;1160,36047672742;1;1790,65038870899;1;3335,56650354116;1; ;1,0367030609
4750000;475000002;2;1682;168202;1284,74883259651;1;1990,68608552435;1;3754,6498226067;1; ;1,0655653581
4750000;475000003;3;1682;168203;1151,77766629013;1;1926,87491582417;1;4044,96749857158;1; ;1,0655653581
4750000;475000004;4;1682;168204;1162,67753009306;1;0;1;0;1; ;1,0655653581
4750200;475020001;1;7688;768801;1337,34125302187;1;1870,77848434644;1;3543,44633308438;1; ;1,0699311859
4750700;475070001;1;7245;724501;1907,75940006243;1;2969,75795490767;1;4855,26937946416;1; ;1,0105415192
4750700;475070002;2;7245;724502;1633,10556683691;1;2520,67475197284;1;4034,57207966207;1; ;1,0105415192
4750700;475070003;3;7245;724503;2467,10268941229;1;3786,20540368835;1;6031,69676793897;1; ;1,0639153042
4750700;475070004;4;7245;724504;2577,76943805863;1;3971,75672157229;1;6419,17707440354;1; ;1,0639153042
4751100;475110001;1;7962;796201;1416,82327371382;1;2045,04636203061;1;4305,15165893563;1; ;1,0169463902
4751100;475110002;2;7962;796202;1557,0636135414;1;2265,85488813194;1;4746,3945313373;1; ;1,0099273672
4751200;475120001;1;2633;263301;910,828793944626;1;1255,05708028927;1;2182,85317029952;1; ;1,1684267886
4751300;475130001;1;4598;459801;989,283125313687;1;1495,70816731888;1;2536,86187244761;1; ;1,0150759133
4751600;475160001;1;4487;448701;1086,78655923813;1;1557,11423306432;1;3029,17482757864;1; ;1,048698195
4751800;475180001;2;4061;406102;1017,69466838331;1;1458,41764251275;1;2245,80550187042;1; ;1,1719934701
4751800;475180002;1;4061;406101;888,361490136582;1;1283,20075916168;1;1967,242532568;1; ;1,1007555182
4752100;475210001;1;6535;653501;984,110400229162;1;1406,94138451949;1;2535,39455116704;1; ;1,0147363492
4752300;475230001;1;3916;391601;677,703669838291;1;970,503190058943;1;1957,20673232901;1; ;1,0077171332
4753600;475360001;1;8176;817601;776,993983079764;1;1153,33612062501;1;1997,1600388634;1; ;1,0062945818
4753700;475370001;1;54;5401;897,379947166293;1;1291,07224830496;1;2315,43530011289;1; ;1,0524323747
4753700;475370002;2;54;5402;855,482502937043;1;1241,97029195804;1;2405,69932337734;1; ;1,0524323747
4754000;475400001;1;1401;140101;758,138474036821;1;1089,65242659807;1;2218,19425555403;1; ;1,0015244026
4754200;475420001;1;8791;879101;678,662009982821;1;942,874047484805;1;1595,79900411583;1; ;1,010986272
4754400;475440001;2;4918;491802;888,623435596512;1;1290,91174660092;1;2626,77741757815;1; ;1,0200220774
4754400;475440002;1;4918;491801;998,853838441375;1;1463,99429284402;1;3035,36902443081;1; ;1,0200220774
4754400;475440003;3;4918;491803;897,632060209807;1;1297,26651831154;1;2616,04526677152;1; ;1,0200220774
4754400;475440004;4;4918;491804;827,059249868999;1;1311,83655371661;1;2938,90870650299;1; ;1,0200220774
4754400;475440005;5;4918;491805;861,892815309886;1;1352,22343922014;1;3087,83425239947;1; ;1,0200220774
4754500;475450001;1;498;49801;577,365365467586;1;856,818687968741;1;1424,70910999127;1; ;1,021651517
4754500;475450002;2;498;49802;513,424449595122;1;755,207587314265;1;1217,30238857479;1; ;1,021651517
4754500;475450003;3;498;49803;611,157933816309;1;1042,03833962001;1;1637,70215109186;1; ;1,021651517
4754500;475450004;4;498;49804;545,299054501956;1;866,402359467425;1;1669,19453794647;1; ;1,021651517
4754600;475460001;1;969;96901;1197,96831338585;1;1733,83108044063;1;2638,62434085709;1; ;1,0172114939
4754900;475490001;1;5707;570701;616,991294932212;1;912,830121666391;1;1699,79091987043;1; ;1,0446616108
4754900;475490002;2;5707;570702;602,669681078079;1;883,817784418625;1;1600,7922937929;1; ;1,0250012791
4754900;475490003;3;5707;570703;691,642808386134;1;1013,1259193389;1;1871,85979386039;1; ;1,0497105549
4754900;475490004;4;5707;570704;732,199561960907;1;1241,68808863254;1;2120,61971992574;1; ;1,0497105549
4755000;475500001;2;6002;600202;608,391332967546;1;831,785378020585;1;1570,33851196704;1; ;1,0589220475
4755000;475500002;1;6002;600201;525,241961001362;1;721,817402204222;1;1442,33735028668;1; ;1,0589220475
4755500;475550001;1;6901;690101;1581,00565020931;1;2269,56764352641;1;4803,5827202934;1; ;1,0149291423
4755800;475580001;1;3403;340301;733,417126952925;1;1122,00566136805;1;2383,44296258519;1; ;1,0213339632
4755800;475580002;2;3403;340302;744,110089856357;1;1148,44191224833;1;2476,2357667798;1; ;1,0213339632
4755800;475580003;3;3403;340303;748,687246952748;1;1143,88579932246;1;2423,82521617978;1; ;1,0213339632
4755800;475580004;4;3403;340304;720,194211928409;1;1188,8966909907;1;2778,06040694498;1; ;1,0213339632
4755900;475590001;1;4566;456601;896,381259569509;1;1248,45540492635;1;3001,73199145359;1; ;1,0865018859
4755900;475590002;2;4566;456602;898,114402726156;1;1245,15731941301;1;2970,99589599526;1; ;1,0865018859
4756000;475600001;1;5556;555601;1464,45937774662;1;2124,17196499861;1;4631,51216848556;1; ;1,4767676011
4757300;475730001;1;4010;401001;835,015269558267;1;1193,81304058915;1;1988,89532153359;1; ;1,005718725
4758200;475820001;2;559;55902;542,773876611214;1;777,827596171199;1;1197,7704081927;1; ;1,0192389034
4758200;475820002;1;559;55901;553,004651876633;1;798,791929847093;1;1224,60764447637;1; ;1,0343678582
4758300;475830001;1;6783;678301;1026,2959158444;1;1477,76837728151;1;2282,18305326838;1; ;1,6245746861
4758300;475830002;2;6783;678302;745,032695469906;1;1063,69581591388;1;1646,73024312452;1; ;1,2048184647
4758400;475840001;1;7238;723801;718,832262068908;1;1099,85730662651;1;1872,18233278051;1; ;1,3291611497
4758400;475840002;2;7238;723802;765,089891501851;1;1160,29578315648;1;1923,74444444702;1; ;1,5880046012
4758400;475840003;3;7238;723803;669,421971569501;1;1096,19205764979;1;2121,53691720632;1; ;1,3291611497
4758400;475840004;4;7238;723804;807,412542606726;1;1336,57385298854;1;2538,50363125208;1; ;1,5880046012
4758500;475850001;1;989;98901;1050,5839003796;1;1490,21662541485;1;3274,82322454856;1; ;1,0764797841
4758700;475870001;1;8202;820201;897,2668908305;1;1321,97033560087;1;2743,46556709352;1; ;1,0391574796
4758900;475890001;1;2277;227701;608,39659250622;1;903,615797116825;1;1848,06529057821;1; ;1,0255307174
4758900;475890002;2;2277;227702;592,548204437955;1;887,25865967906;1;1805,74276699692;1; ;1,0149561531
4759400;475940001;1;3892;389201;1254,22058126202;1;1868,85005794219;1;3631,17801551309;1; ;1,0008978738
4760000;476000001;1;8147;814701;588,24649077828;1;862,144142498612;1;1613,2963326294;1; ;1,0970195999
4760000;476000002;2;8147;814702;577,007540840429;1;852,537200908201;1;1587,70494529178;1; ;1,0970195999
4760400;476040002;1;673;67301;845,146809485395;1;1206,63043454164;1;1868,01038333225;1; ;1,0400309349
4760400;476040003;2;673;67302;833,891680257027;1;1188,80474778062;1;1914,00686364599;1; ;1,0224090569
4760500;476050001;1;8476;847601;881,664841149964;1;1313,72376923584;1;2552,56693763804;1; ;1,0016705537
4760600;476060001;2;919;91902;1115,10199194692;1;1602,60245877596;1;3086,8491395259;1; ;1,0821103853
4760600;476060002;1;919;91901;1273,27415640036;1;1822,38335425997;1;3444,43654577252;1; ;1,0459648594
4760800;476080001;1;1813;181301;638,570152235172;1;897,590765804832;1;1703,73037952413;1; ;1,0343678582
4760800;476080002;2;1813;181302;637,610956438982;1;888,62319340923;1;1634,72655613186;1; ;1,0192389034
4760900;476090001;1;6895;689501;967,102980183928;1;1385,91671180463;1;2134,1619065595;1; ;1,5026335678
4760900;476090002;2;6895;689502;1123,05614398736;1;1622,20730248472;1;2486,96486446533;1; ;1,8580144601
4761300;476130001;1;7975;797501;1138,68165461836;1;1578,92064593142;1;2913,57132928673;1; ;1,0002798665
4761600;476160001;1;5734;573401;1100,52374423485;1;1539,49946401098;1;2915,96988963706;1; ;1,0117204133
4762000;476200001;1;2956;295601;1627,81418263714;1;2425,52281073198;1;4712,7938750493;1; ;1,0018991207
4762100;476210001;1;9232;923201;2182,78641648435;1;3288,1958353952;1;6006,56941945687;1; ;1,1121188206
4762100;476210002;2;9232;923202;3360,17317037996;1;5502,89014041845;1;11481,6002478343;1; ;1,1121188206
4762200;476220001;1;4399;439901;836,390729467429;1;1218,98895419128;1;2225,32373069979;1; ;1,0714428848
4762201;476220002;1;6222;622201;755,959764089864;1;1066,7844500811;1;2198,37053471132;1; ;1,0418519661
4762200;476220003;2;4399;439902;684,337950703964;1;1094,7691161766;1;2260,34109404416;1; ;1,0418519661
4762201;476220102;2;6222;622202; ; ; ; ; ; ; ;0
4762300;476230001;1;574;57401;1060,29816237851;1;1543,67887440143;1;2542,09843956385;1; ;1,0723565648
4762300;476230002;2;574;57402;1328,35989795252;1;1906,66245458396;1;3211,37765096626;1; ;1,0423872091
4762600;476260001;1;2390;239001;680,678620589273;1;993,15248284155;1;1867,64810614381;1; ;1,0226314371
4762600;476260002;2;2390;239002; ; ; ; ; ; ; ;1,0226314371
4762800;476280001;1;1198;119801;903,945737091685;1;1271,00009685445;1;2968,27802906985;1; ;1,0154789658
4763200;476320001;2;4532;453202;1660,77519318952;1;2504,34614900474;1;4879,42680883174;1; ;1,0191671399
4763200;476320002;1;4532;453201;1690,62379687247;1;2526,81563493784;1;4813,38501252757;1; ;1,0183159005
4763200;476320003;3;4532;453203;2336,76909046507;1;3474,19910099847;1;6589,6417573474;1; ;1,0381104165
4763200;476320004;4;4532;453204; ; ; ; ; ; ; ;0
4763300;476330001;1;2529;252901;709,670745406067;1;994,897265718473;1;1684,04210089457;1; ;1,0379872218
4763300;476330002;2;2529;252902;802,659005282811;1;1118,86235606578;1;1911,29450631163;1; ;1,0379872218
4763700;476370001;1;7635;763501;680,82514590799;1;980,488203880285;1;1577,65222503341;1; ;1,0218121524
4763700;476370002;2;7635;763502; ; ; ; ; ; ; ;1,0218121524
4764000;476400001;1;5359;535901;840,141107845938;1;1185,7970232297;1;2583,71018113499;1; ;1,0109781384
4764400;476440001;1;2733;273301;986,860021674694;1;1407,08159320311;1;2149,12919234775;1; ;1,0040982721
4764500;476450001;1;5280;528001;833,900701691129;1;1139,87563272374;1;1898,3290271787;1; ;1,0193004622
4764900;476490001;1;6580;658001;697,340926529277;1;1018,3402501906;1;2071,24366346029;1; ;1,0205260562
4765500;476550001;1;9150;915001;1032,77445460492;1;1556,17661527625;1;2953,32738299283;1; ;1,0064806195
4765500;476550002;2;9150;915002;885,458885273331;1;1322,56976439783;1;2465,7210735675;1; ;1,011576804
4765500;476550003;3;9150;915003;1054,79240027081;1;1698,58672248713;1;3538,57701488982;1; ;1,011576804
4765500;476550004;4;9150;915004;940,220292937031;1;1529,97664958984;1;3128,82150450353;1; ;1,0064806195
4765500;476550005;5;9150;915005;963,577572800479;1;1567,98486219433;1;3206,54877764627;1; ;1,011576804
4765800;476580001;1;9157;915701;517,503844997489;1;724,677230858639;1;1221,03238132204;1; ;1,0029182646
4766000;476600002;1;7730;773001;742,825699734465;1;1046,67061998883;1;1617,79362012466;1; ;1,0132482513
4767100;476710001;1;6721;672101;806,361441625042;1;1169,6127553851;1;2550,20582054691;1; ;1,0054711404
4767600;476760001;2;732;73202;1256,39370287714;1;1651,14921858396;1;2947,37156083123;1; ;1,1721629417
4767600;476760002;1;732;73201;1075,51387315788;1;1425,39246856197;1;2630,47107780718;1; ;1,0587140156
4767800;476780001;1;7408;740801;695,124432769932;1;933,109724246889;1;1711,38528399468;1; ;1,0480300859
4767801;476780002;1;4059;405901;688,168085105431;1;985,985988646638;1;1918,11485229052;1; ;1,0480300859
4768500;476850001;1;541;54101;1218,86938910901;1;1788,02676020049;1;3516,67743267323;1; ;1,0115129989
4768500;476850002;2;541;54102;1386,53688747855;1;2051,91320098951;1;4098,99165168585;1; ;1,0115129989
4768500;476850003;3;541;54103;1226,96807592641;1;1798,42492867308;1;3533,94766144518;1; ;1,0228915315
4768500;476850004;4;541;54104;1285,65713807555;1;2163,26153327252;1;3874,3467549428;1; ;1,0115129989
4768600;476860001;2;9253;925302;770,831725211878;1;1067,48872865021;1;2117,77395223995;1; ;1,0179541203
4768600;476860002;1;9253;925301;779,097969397764;1;1087,72428416217;1;2147,49958327318;1; ;1,0105177057
4768700;476870001;1;3685;368501;773,515229891047;1;1100,53867461963;1;2386,51746223696;1; ;1,0089221335
4769200;476920001;1;3267;326701;640,243532783363;1;1033,02834030345;1;2248,44819672932;1; ;1,0074514153
4769200;476920002;2;3267;326702;856,248214285009;1;1359,73199860755;1;2692,04494288933;1; ;1,0074514153
4769200;476920003;3;3267;326703;645,57670653018;1;1125,74136985771;1;2598,45187284989;1; ;1,0074514153
4769400;476940001;1;6043;604301;764,31739216005;1;1210,52821102807;1;2738,052958373;1; ;1,0497876167
4769400;476940002;3;6043;604303; ; ; ; ; ; ; ;1,0497876167
4769400;476940003;2;6043;604302; ; ; ; ; ; ; ;1,0278707839
4769700;476970001;2;5206;520602;870,194046135901;1;1304,14733266944;1;2632,534999351;1; ;1,0231262768
4769700;476970002;1;5206;520601;895,339163201116;1;1347,05485869723;1;2926,50095772514;1; ;1,0075838624
4769700;476970003;3;5206;520603;900,874948472252;1;1464,27241486141;1;3619,0644269673;1; ;1,0135476074
4770000;477000001;1;9168;916801;1054,33200182245;1;1531,68767551768;1;3050,23270926916;1; ;1,0264498627
4770000;477000002;2;9168;916802;1102,40274796824;1;1587,474526875;1;3086,16367118764;1; ;1,0451509133
4770000;477000004;3;9168;916803;999,600139523337;1;1437,71079576773;1;2832,80336164286;1; ;1,0264498627
4770000;477000005;4;9168;916804;993,400884505399;1;1545,06801696605;1;3463,489083213;1; ;1,0264498627
4770300;477030001;1;6670;667001;1133,7917810144;1;1642,25569927925;1;2738,03979135391;1; ;1,0192389034
4770300;477030002;2;6670;667002;979,445101893672;1;1430,00934146995;1;2373,37758713047;1; ;1,0112703446
4770500;477050001;1;6280;628001;1222,99329307873;1;1776,57500923418;1;3587,02976656268;1; ;1,0070219098
4770600;477060001;1;741;74101;868,491925580546;1;1337,66199549461;1;3214,6390629231;1; ;1,0074029082
4770600;477060002;2;741;74102;865,79972488362;1;1327,92016578214;1;3154,96862625844;1; ;1,0126370435
4770600;477060003;3;741;74103;807,492075453576;1;1359,77469951049;1;0;1; ;1,0074029082
4770900;477090001;2;2764;276402;679,600426015695;1;1071,87657003805;1;2398,54377488676;1; ;1,0752256354
4770900;477090002;1;2764;276401;793,569308472779;1;1269,54113796074;1;2923,87289833996;1; ;1,0752256354
4770900;477090003;3;2764;276403;743,294356545486;1;1272,69108381739;1;3168,04003621749;1; ;1,0752256354
4771300;477130001;2;7099;709902;717,257613388442;1;1022,04101951781;1;1848,63648022828;1; ;1,0428669322
4771300;477130002;1;7099;709901;745,517038523985;1;1054,05088500219;1;1915,02337279756;1; ;1,0736337937
4771800;477180001;1;8564;856401;1976,62568108254;1;2860,7591406008;1;5881,54682648184;1; ;1,1391091383
4772000;477200001;1;6211;621101;711,953287239255;1;1032,67542693416;1;2251,62975726625;1; ;1,0029932828
4772600;477260001;1;241;24101;1259,56478689635;1;1892,31845875205;1;3437,76891052356;1; ;1,021651517
4772600;477260002;2;241;24102;1188,84732553414;1;1770,30655261253;1;3143,27779058607;1; ;1,0386776861
4772600;477260003;3;241;24103;1387,43222788353;1;2384,13114302829;1;3975,16579531385;1; ;1,021651517
4772600;477260004;4;241;24104;1198,72955694601;1;1927,21396216503;1;3925,08044302802;1; ;1,021651517
4772600;477260005;5;241;24105;1198,72955694601;1;1927,21396216503;1;3925,08044302802;1; ;1,021651517
4772600;477260006;6;241;24106;1218,70678997443;1;1959,33163390733;1;3990,49323460499;1; ;1,0386776861
4772800;477280001;1;8591;859101;1421,09618998783;1;2152,69454700193;1;3632,24438232751;1; ;1,1052567567
4772800;477280002;2;8591;859102;1762,80103088871;1;2928,16620952128;1;5943,10188747696;1; ;1,0589220475
4772800;477280003;3;8591;859103;1316,83707189131;1;2179,86457487223;1;4140,13346630862;1; ;1,1052567567
4772800;477280004;4;8591;859104;1164,68944286034;1;1907,20258837443;1;3691,14214210123;1; ;1,1052567567
4773000;477300001;1;676;67601;1596,41969069339;1;2354,67510978243;1;4597,7381130701;1; ;1,0058514353
4773100;477310001;1;6547;654701;1504,60872392495;1;2194,08022488819;1;4239,60458617626;1; ;1,0179941742
4773800;477380001;2;3342;334202;524,470644274191;1;747,333317870076;1;1351,75360667663;1; ;1,0160566405
4773800;477380002;1;3342;334201;543,060798228098;1;767,807689701659;1;1394,97029271914;1; ;1,0160566405
4774300;477430001;1;7504;750401;743,874246855004;1;1157,35771309497;1;2377,03874312999;1; ;1,0065138027
4774300;477430002;2;7504;750402;695,703343023996;1;1072,93243894417;1;2167,89238806136;1; ;1,0065138027
4774300;477430003;3;7504;750403;721,241795669157;1;1212,87978444221;1;2666,12166159494;1; ;1,0065138027
4774300;477430004;4;7504;750404;737,340526566411;1;1226,87608922502;1;2748,16678505028;1; ;1,0065138027
4774800;477480001;2;5213;521302;943,644837221555;1;1419,34173922872;1;3132,94588563597;1; ;1,067314794
4774800;477480002;1;5213;521301;805,918193389296;1;1201,63988952319;1;2591,75666165719;1; ;1,0394336886
4774800;477480003;3;5213;521303;867,790140236139;1;1305,24824419626;1;2881,10467223375;1; ;1,0394336886
4775000;477500001;1;9083;908301;585,684453893162;1;839,321033154432;1;1292,46365317287;1; ;1,0369905202
4775000;477500002;2;9083;908302;607,012223594144;1;876,803592664369;1;1344,20534579846;1; ;1,0631442133
4775600;477560001;1;9020;902001;828,983496454845;1;1201,74119992892;1;2435,49447782155;1; ;1,0093436145
4775600;477560002;2;9020;902002; ; ; ; ; ; ; ;1,0093436145
4775900;477590001;1;5345;534501;809,929187512163;1;1317,17124089076;1;2907,93810026631;1; ;1,0100848037
4776500;477650001;1;6682;668201;1021,57306519163;1;1456,57603365461;1;2224,72533925711;1; ;1,0198629076
4776700;477670001;1;773;77301;962,693525221151;1;1425,40729176994;1;2702,73571159745;1; ;1,0512457137
4776700;477670002;2;773;77302;879,720143381372;1;1313,90001543249;1;2699,0569216732;1; ;1,0512457137
4776800;477680001;1;8556;855601;866,688005271996;1;1258,98993860641;1;2541,98914321711;1; ;1,0184865971
4777100;477710001;1;4942;494201;3003,98230467661;1;4870,35953696943;1;10514,9961116071;1; ;1,0254690454
4778500;477850001;1;4118;411801;712,719955229724;1;1083,94058635021;1;2352,4322630201;1; ;1,0207312728
4778500;477850002;2;4118;411802;720,11250784821;1;1104,95774455574;1;2444,31517201105;1; ;1,0207312728
4778500;477850004;3;4118;411803;782,710321988026;1;1189,2516713252;1;2592,97962639257;1; ;1,0412204141
4778800;477880001;1;5795;579501;1664,58405435503;1;2524,42213709862;1;4185,43541412458;1; ;1,0053676665
4778800;477880002;2;5795;579502;1283,26296904519;1;1963,4707946543;1;3342,22931514385;1; ;1,0091628093
4778800;477880003;3;5795;579503; ; ; ; ; ; ; ;0
4778800;477880004;4;5795;579504; ; ; ; ; ; ; ;0
4778800;477880005;5;5795;579505; ; ; ; ; ; ; ;0
4778900;477890001;1;7230;723001;549,307931813006;1;772,121473972563;1;1465,57525100034;1; ;1,0112703446
4778900;477890002;2;7230;723002;543,688261576691;1;757,725372097848;1;1393,92466594422;1; ;1,0112703446
4779101;477910001;1;3828;382801;700,32391807067;1;1036,7164164896;1;2088,86960136337;1; ;1,1157896638
4779101;477910102;2;3828;382802; ; ; ; ; ; ; ;1,1157896638
4779300;477930001;1;365;36501;1005,1845451082;1;1592,96437379943;1;3616,89915901105;1; ;1,0088295831
4779400;477940001;1;1011;101101;1288,93279982428;1;1877,88293398147;1;3645,32683412719;1; ;1,0125401015
4779600;477960001;1;4166;416601;632,757075919696;1;929,54078431145;1;2108,98439038338;1; ;1,0224090569
4779600;477960002;2;4166;416602;612,546217145913;1;898,739938808704;1;2174,62867627972;1; ;1,0224090569
4779600;477960003;3;4166;416603;588,736101300277;1;944,473573050047;1;2483,28018804298;1; ;1,0224090569
4779600;477960004;4;4166;416604;588,736101300277;1;944,473573050047;1;2483,28018804298;1; ;1,0224090569
4780100;478010001;1;8711;871101;594,159827067793;1;886,894788705986;1;1736,15247241813;1; ;1,021651517
4780100;478010002;2;8711;871102;556,896933552603;1;823,923650296708;1;1578,53859163785;1; ;1,021651517
4780100;478010003;3;8711;871103;660,097187608153;1;1125,58467480257;1;1980,47478932708;1; ;1,021651517
4780100;478010004;4;8711;871104;571,930577509026;1;913,893234970304;1;1993,45663300373;1; ;1,021651517
4780300;478030001;1;1724;172401;892,265293284994;1;1267,25873724921;1;2388,4556031773;1; ;1,2223671202
4780300;478030002;2;1724;172402;1130,6169503201;1;1603,76409286736;1;3072,72239713949;1; ;1,3972306268
4780800;478080001;1;4196;419601;611,771709571591;1;880,892998367357;1;1360,4020112509;1; ;1,0382531054
4780800;478080002;2;4196;419602;532,232086118856;1;759,876776605989;1;1176,38149023834;1; ;1,0224090569
4781200;478120001;1;2316;231601;978,202460809113;1;1357,73012045186;1;2823,49764018512;1; ;1,2394182405
4781500;478150001;1;5894;589401;1041,02611811527;1;1584,93418853884;1;3099,78660951393;1; ;1,0149561531
4781500;478150002;2;5894;589402;1385,1165394886;1;2301,466230771;1;5124,62326312891;1; ;1,0149561531
4781500;478150003;3;5894;589403;1374,01739927155;1;2062,51678787197;1;3923,92937777836;1; ;1,0531224918
4781500;478150004;4;5894;589404;1379,1305829857;1;2078,76573595059;1;4005,61768047508;1; ;1,0531224918
4781700;478170001;2;7577;757702;752,604069983873;1;1086,45487275585;1;2168,25553911368;1; ;1,0497876167
4781700;478170002;1;7577;757701;741,065513002403;1;1074,29033585104;1;2177,19770337993;1; ;1,0291660905
4782300;478230001;1;4217;421701;817,373518272999;1;1217,92655120351;1;2366,43282239;1; ;1,007643479
4782600;478260001;1;1633;163301;617,835262745911;1;864,571342513198;1;1669,4632390967;1; ;1,0381144516
4782700;478270001;1;1007;100701;920,235956684681;1;1303,21778561899;1;2202,18288222846;1; ;1,2406614231
4783100;478310001;1;384;38401;1963,01547758151;1;2928,11837433815;1;5608,9812709165;1; ;1,1459503257
4783100;478310002;2;384;38402;1546,80982844363;1;2297,71677428569;1;4343,31511673085;1; ;1,1459503257
4783300;478330001;1;748;74801;926,912030369992;1;1314,39642254557;1;2496,81286641123;1; ;1,0071613013
4784000;478400001;1;8467;846701;690,469694490345;1;932,684817019168;1;1860,95916780213;1; ;1,0079238589
4784100;478410001;1;5235;523501;604,896619152958;1;901,912765556339;1;1945,29029765469;1; ;1,0163269877
4784100;478410002;2;5235;523502;649,906457511221;1;968,027083094736;1;2113,14388373319;1; ;1,0163269877
4784100;478410003;3;5235;523503;576,056271920547;1;927,275746779287;1;2294,05236528122;1; ;1,0163269877
4784500;478450001;1;4236;423601;1165,78121461766;1;1695,67196318992;1;2819,94399681149;1; ;1,0023844628
4784800;478480001;1;7809;780901;550,50611286818;1;759,757725884259;1;1611,78673637852;1; ;1,1890512347
4784800;478480002;2;7809;780902;512,197510646644;1;771,943757359671;1;1934,57893668702;1; ;1,1890512347
4784800;478480003;3;7809;780903;507,368550933082;1;756,233457058047;1;1931,94563702199;1; ;1,1890512347
4784900;478490001;1;7902;790201;1262,9799491766;1;1886,31508235758;1;3874,93090775093;1; ;1,0900355093
4784900;478490002;2;7902;790202;1233,84457076667;1;1826,5075472994;1;3680,21189934804;1; ;1,0900355093
4785000;478500001;1;5536;553601;628,49259571313;1;995,180388298569;1;2309,69816213238;1; ;1,0443079329
4785000;478500002;3;5536;553603;663,835179899422;1;1041,18430965762;1;2380,01479485953;1; ;1,0443079329
4785000;478500003;2;5536;553602; ; ; ; ; ; ; ;1,0443079329
4785100;478510001;1;8570;857001;700,71075036113;1;988,336454765225;1;1813,19778427263;1; ;1,1041448454
4785100;478510002;2;8570;857002;699,291246870763;1;978,608451924649;1;1803,45836222012;1; ;1,1041448454
4785300;478530001;2;2102;210202;719,515713906783;1;957,615963028205;1;1701,24608318207;1; ;1,0428243495
4785300;478530002;1;2102;210201;723,790392340229;1;955,746921014315;1;1705,51131590171;1; ;1,0428243495
4785500;478550001;1;5666;566601;2205,62117260196;1;3701,41783415866;1;7855,24117556056;1; ;1,0124512558
4785500;478550002;2;5666;566602;1753,31680707407;1;2946,65579611477;1;6613,47703152033;1; ;1,0072940719
4785500;478550003;3;5666;566603;2117,41427701947;1;3539,0977752714;1;7837,14252459962;1; ;1,0072940719
4785600;478560001;2;8184;818402;941,355028303465;1;1299,41713099641;1;2460,61346319992;1; ;1,0782173827
4785600;478560002;1;8184;818401;809,112738967024;1;1106,91132424091;1;2164,48727568543;1; ;1,0782173827
4785700;478570001;1;7918;791801;661,35555532376;1;997,283223454883;1;1943,09021476834;1; ;1,0107296402
4785700;478570002;2;7918;791802;679,206520942861;1;1015,14580573458;1;1933,7729034486;1; ;1,0107296402
4785700;478570003;3;7918;791803;776,178821532797;1;1338,06590325435;1;2350,21157509881;1; ;1,0107296402
4785700;478570004;4;7918;791804;779,061977778775;1;1348,10756319852;1;2395,92787540906;1; ;1,0107296402
4785900;478590001;1;4674;467401;2427,08811995199;1;3884,06466480492;1;9648,76450796319;1; ;1,1013262202
4786100;478610001;1;7940;794001;1248,13556151064;1;1895,93885423063;1;4160,73774348965;1; ;1,0107296402
4786100;478610002;2;7940;794002;1288,26068910801;1;1939,88618684128;1;4154,91056594021;1; ;1,0183159005
4786100;478610003;3;7940;794003;1512,80746416001;1;2276,04770195049;1;4944,75465240375;1; ;1,0213339632
4786200;478620001;1;2699;269901;882,830762155482;1;1283,44347826163;1;2456,70220396681;1; ;1,0196937467
4786201;478620002;1;2890;289001;1043,74511522526;1;1640,25141434164;1;2893,71470518285;1; ;1,0641172333
4786201;478620102;3;2890;289003; ; ; ; ; ; ; ; 
4786201;478620103;4;2890;289004; ; ; ; ; ; ; ; 
4786201;478620104;2;2890;289002; ; ; ; ; ; ; ; 
4786300;478630001;1;891;89101;892,711712202609;1;1315,0467390382;1;2530,73088089853;1; ;1,0143888342
4786400;478640001;2;8988;898802;737,105506179359;1;1036,09461459268;1;1966,62659442589;1; ;1,0370337867
4786400;478640002;1;8988;898801;747,818741609397;1;1042,21715695033;1;1917,28066109382;1; ;1,0353890647
4786800;478680001;1;354;35401;674,279801107561;1;943,606709334199;1;1738,95433587243;1; ;1,021651517
4786800;478680002;2;354;35402;711,609440578975;1;1003,70880754551;1;1841,39983618105;1; ;1,0660242691
4787200;478720001;1;6944;694401;1200,78394404194;1;1689,24216794496;1;3237,591595986;1; ;1,0425266928
4787200;478720002;2;6944;694402;1188,39632105607;1;1657,01192389494;1;3104,25601119153;1; ;1,0425266928
