"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","FONPURCH","INTAWAY","INTAWAY_","INTAWYX","INTAWYX_","FONCARDX","FONC_RDX","PRPYCELL","PRPY_ELL","PRPYCLX","PRPYCLX_"
"20191","04072601","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04072611","25","0","1","","2","D","","A","","A","","A","","A"
"20191","04072631","32","0","1","","2","D","","A","","A","","A","","A"
"20191","04072641","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04072651","28","0","1","","2","D","","A","","A","","A","","A"
"20191","04072661","27","0","1","","2","D","","A","","A","","A","","A"
"20191","04072691","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04072711","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04072741","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04072761","44","0","1","","2","D","","A","","A","","A","","A"
"20191","04072771","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04072781","13","0","1","","2","D","","A","","A","","A","","A"
"20191","04072791","37","0","1","","2","D","","A","","A","","A","","A"
"20191","04072811","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04072821","45","0","1","","2","D","","A","","A","","A","","A"
"20191","04072831","27","0","1","","2","D","","A","","A","","A","","A"
"20191","04072841","6","0","1","","2","D","","A","","A","","A","","A"
"20191","04072891","33","0","1","","2","D","","A","","A","","A","","A"
"20191","04072901","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04072911","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04072931","44","0","1","","2","D","","A","","A","","A","","A"
"20191","04072943","10","0","1","","2","D","","A","","A","","A","","A"
"20191","04072951","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04072971","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04072991","44","0","1","","2","D","","A","","A","","A","","A"
"20191","04073001","27","0","1","","2","D","","A","","A","","A","","A"
"20191","04073011","32","0","1","","2","D","","A","","A","","A","","A"
"20191","04073031","44","0","1","","1","D","40","D","","A","","A","","A"
"20191","04073041","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04073051","27","0","1","","2","D","","A","","A","","A","","A"
"20191","04073091","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04073101","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04073111","32","0","1","","2","D","","A","","A","","A","","A"
"20191","04073121","35","0","1","","2","D","","A","","A","","A","","A"
"20191","04073131","48","0","1","","2","D","","A","","A","","A","","A"
"20191","04073161","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04073181","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04073191","80","0","1","","2","D","","A","","A","","A","","A"
"20191","04073211","10","0","1","","2","D","","A","","A","","A","","A"
"20191","04073271","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04073291","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04073301","34","0","1","","2","D","","A","","A","","A","","A"
"20191","04073311","31","0","1","","2","D","","A","","A","","A","","A"
"20191","04073341","25","0","1","","2","D","","A","","A","","A","","A"
"20191","04073361","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04073371","13","0","1","","2","D","","A","","A","","A","","A"
"20191","04073411","51","0","1","","2","D","","A","","A","","A","","A"
"20191","04073421","39","0","1","","2","D","","A","","A","","A","","A"
"20191","04073441","14","0","1","","2","D","","A","","A","","A","","A"
"20191","04073451","52","0","1","","2","D","","A","20","D","","A","","A"
"20191","04073461","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04073471","7","0","1","","2","D","","A","","A","","A","","A"
"20191","04073491","27","0","1","","2","D","","A","","A","","A","","A"
"20191","04073501","55","0","1","","2","D","","A","","A","","A","","A"
"20191","04073561","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04073591","40","0","1","","2","D","","A","","A","","A","","A"
"20191","04073601","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04073631","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04073641","25","0","1","","2","D","","A","","A","","A","","A"
"20191","04073661","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04073691","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04073701","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04073741","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04073791","10","0","1","","2","D","","A","","A","","A","","A"
"20191","04073801","45","0","1","","2","D","","A","","A","","A","","A"
"20191","04073821","35","0","1","","2","D","","A","55","D","","A","","A"
"20191","04073831","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04073841","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04073851","56","0","1","","2","D","","A","","A","","A","","A"
"20191","04073871","14","0","1","","2","D","","A","","A","","A","","A"
"20191","04073911","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04073921","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04073941","39","0","1","","2","D","","A","","A","","A","","A"
"20191","04073951","39","0","1","","2","D","","A","","A","","A","","A"
"20191","04073961","25","0","1","","2","D","","A","","A","","A","","A"
"20191","04074071","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04074081","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04074101","33","0","1","","2","D","","A","","A","","A","","A"
"20191","04074131","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04074151","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04074201","72","0","1","","2","D","","A","","A","","A","","A"
"20191","04074211","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04074221","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04074231","31","0","1","","2","D","","A","","A","","A","","A"
"20191","04074241","56","0","1","","2","D","","A","","A","","A","","A"
"20191","04074261","13","0","1","","2","D","","A","","A","","A","","A"
"20191","04074271","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04074281","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04074291","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04074301","36","0","1","","2","D","","A","","A","","A","","A"
"20191","04074321","23","0","1","","1","D","9","D","","A","","A","","A"
"20191","04074351","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04074361","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04074371","34","0","1","","2","D","","A","","A","","A","","A"
"20191","04074381","38","0","1","","2","D","","A","","A","","A","","A"
"20191","04074391","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04074431","36","0","1","","2","D","","A","","A","","A","","A"
"20191","04074461","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04074474","7","0","1","","2","D","","A","","A","","A","","A"
"20191","04074481","36","0","1","","2","D","","A","","A","","A","","A"
"20191","04074511","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04074521","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04074531","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04074541","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04074561","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04074571","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04074591","32","0","1","","2","D","","A","","A","","A","","A"
"20191","04074611","44","0","1","","2","D","","A","","A","","A","","A"
"20191","04074621","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04074641","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04074661","8","0","1","","2","D","","A","","A","","A","","A"
"20191","04074681","29","0","1","","2","D","","A","","A","","A","","A"
"20191","04074691","14","0","1","","2","D","","A","","A","","A","","A"
"20191","04074703","52","0","1","","2","D","","A","","A","","A","","A"
"20191","04074714","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04074721","31","0","1","","2","D","","A","","A","","A","","A"
"20191","04074731","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04074741","39","0","1","","2","D","","A","","A","","A","","A"
"20191","04074751","40","0","1","","2","D","","A","","A","","A","","A"
"20191","04074761","31","0","1","","2","D","","A","","A","","A","","A"
"20191","04074771","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04074791","52","0","1","","2","D","","A","","A","","A","","A"
"20191","04074801","38","0","1","","2","D","","A","","A","","A","","A"
"20191","04074841","46","0","1","","2","D","","A","","A","","A","","A"
"20191","04074861","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04074881","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04074921","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04074931","17","0","1","","2","D","","A","150","D","","A","","A"
"20191","04074941","33","0","1","","2","D","","A","","A","","A","","A"
"20191","04075001","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04075011","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04075061","18","0","1","","2","D","","A","20","D","","A","","A"
"20191","04075071","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04075081","38","0","1","","2","D","","A","","A","","A","","A"
"20191","04075092","9","0","1","","2","D","","A","","A","","A","","A"
"20191","04075101","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04075131","13","0","1","","2","D","","A","","A","","A","","A"
"20191","04075141","41","0","1","","2","D","","A","","A","","A","","A"
"20191","04075151","27","0","1","","2","D","","A","","A","","A","","A"
"20191","04075181","42","0","1","","2","D","","A","","A","","A","","A"
"20191","04075214","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04075271","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04075301","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04075314","6","0","1","","2","D","","A","","A","","A","","A"
"20191","04075371","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04075381","29","0","1","","2","D","","A","","A","","A","","A"
"20191","04075411","22","0","1","","2","D","","A","20","D","","A","","A"
"20191","04075441","14","0","1","","2","D","","A","","A","","A","","A"
"20191","04075471","46","0","1","","2","D","","A","","A","","A","","A"
"20191","04075491","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04075521","9","0","1","","2","D","","A","","A","","A","","A"
"20191","04075531","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04075551","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04075561","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04075571","14","0","1","","2","D","","A","","A","","A","","A"
"20191","04075591","7","0","1","","2","D","","A","","A","","A","","A"
"20191","04075604","9","0","1","","2","D","","A","","A","","A","","A"
"20191","04075621","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04075681","41","0","1","","2","D","","A","","A","","A","","A"
"20191","04075711","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04075751","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04075771","28","0","1","","2","D","","A","","A","","A","","A"
"20191","04075781","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04075801","28","0","1","","2","D","","A","","A","","A","","A"
"20191","04075831","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04075851","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04075871","29","0","1","","2","D","","A","","A","","A","","A"
"20191","04075911","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04075921","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04075941","8","0","1","","2","D","","A","","A","","A","","A"
"20191","04075991","44","0","1","","2","D","","A","","A","","A","","A"
"20191","04076011","90","0","1","","2","D","","A","","A","","A","","A"
"20191","04076041","58","0","1","","2","D","","A","","A","","A","","A"
"20191","04076051","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04076071","38","0","1","","2","D","","A","","A","","A","","A"
"20191","04076101","10","0","1","","1","D","40","D","","A","","A","","A"
"20191","04076111","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04076131","32","0","1","","2","D","","A","","A","","A","","A"
"20191","04076141","51","0","1","","2","D","","A","","A","","A","","A"
"20191","04076151","28","0","1","","2","D","","A","","A","","A","","A"
"20191","04076191","32","0","1","","2","D","","A","","A","","A","","A"
"20191","04076201","27","0","1","","2","D","","A","","A","","A","","A"
"20191","04076211","10","0","1","","2","D","","A","","A","","A","","A"
"20191","04076221","44","0","1","","2","D","","A","","A","","A","","A"
"20191","04076254","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04076261","25","0","1","","2","D","","A","","A","","A","","A"
"20191","04076301","11","0","1","","2","D","","A","","A","","A","","A"
"20191","04076341","38","0","1","","2","D","","A","","A","","A","","A"
"20191","04076351","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04076371","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04076381","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04076423","13","0","1","","2","D","","A","","A","","A","","A"
"20191","04076431","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04076441","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04076451","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04076461","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04076471","10","0","1","","2","D","","A","","A","","A","","A"
"20191","04076501","39","0","1","","2","D","","A","","A","","A","","A"
"20191","04076511","48","0","1","","2","D","","A","","A","","A","","A"
"20191","04076531","29","0","1","","2","D","","A","","A","","A","","A"
"20191","04076591","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04076601","6","0","1","","2","D","","A","","A","","A","","A"
"20191","04076611","35","0","1","","2","D","","A","","A","","A","","A"
"20191","04076631","27","0","1","","2","D","","A","","A","","A","","A"
"20191","04076641","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04076651","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04076661","32","0","1","","2","D","","A","","A","","A","","A"
"20191","04076691","14","0","1","","2","D","","A","","A","","A","","A"
"20191","04076711","28","0","1","","2","D","","A","","A","","A","","A"
"20191","04076721","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04076751","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04076764","32","0","1","","2","D","","A","","A","","A","","A"
"20191","04076771","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04076783","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04076791","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04076831","32","0","1","","2","D","","A","","A","","A","","A"
"20191","04076851","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04076861","22","0","1","","2","D","","A","20","D","","A","","A"
"20191","04076871","11","0","1","","2","D","","A","","A","","A","","A"
"20191","04076891","55","0","1","","2","D","","A","","A","","A","","A"
"20191","04076921","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04076951","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04076961","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04076971","13","0","1","","2","D","","A","","A","","A","","A"
"20191","04076981","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04077011","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04077021","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04077051","36","0","1","","2","D","","A","","A","","A","","A"
"20191","04077061","35","0","1","","2","D","","A","","A","","A","","A"
"20191","04077084","53","0","1","","2","D","","A","","A","","A","","A"
"20191","04077111","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04077141","65","0","1","","2","D","","A","","A","","A","","A"
"20191","04077161","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04077241","9","0","1","","2","D","","A","","A","","A","","A"
"20191","04077251","19","0","1","","2","D","","A","35","D","","A","","A"
"20191","04077271","34","0","1","","2","D","","A","","A","","A","","A"
"20191","04077301","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04077311","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04077361","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04077371","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04077391","7","0","1","","2","D","","A","","A","","A","","A"
"20191","04077411","49","0","1","","2","D","","A","","A","","A","","A"
"20191","04077451","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04077461","14","0","1","","2","D","","A","","A","","A","","A"
"20191","04077481","28","0","1","","2","D","","A","","A","","A","","A"
"20191","04077521","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04077532","51","0","1","","2","D","","A","","A","","A","","A"
"20191","04077541","41","0","1","","2","D","","A","","A","","A","","A"
"20191","04077551","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04077561","10","0","1","","2","D","","A","","A","","A","","A"
"20191","04077571","41","0","1","","2","D","","A","","A","","A","","A"
"20191","04077591","29","0","1","","2","D","","A","","A","","A","","A"
"20191","04077611","28","0","1","","2","D","","A","","A","","A","","A"
"20191","04077631","33","0","1","","2","D","","A","","A","","A","","A"
"20191","04077641","37","0","1","","2","D","","A","","A","","A","","A"
"20191","04077671","34","0","1","","2","D","","A","","A","","A","","A"
"20191","04077681","6","0","1","","2","D","","A","","A","","A","","A"
"20191","04077731","96","0","1","","2","D","","A","","A","","A","","A"
"20191","04077751","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04077761","17","0","1","","1","D","45","D","","A","","A","","A"
"20191","04077781","47","0","1","","2","D","","A","","A","","A","","A"
"20191","04077791","14","0","1","","2","D","","A","","A","","A","","A"
"20191","04077801","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04077841","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04077881","33","0","1","","2","D","","A","","A","","A","","A"
"20191","04077894","13","0","1","","2","D","","A","","A","","A","","A"
"20191","04077901","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04077921","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04077931","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04077942","31","0","1","","2","D","","A","110","D","","A","","A"
"20191","04077951","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04077971","33","0","1","","2","D","","A","","A","","A","","A"
"20191","04077981","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04077994","9","0","1","","2","D","","A","","A","","A","","A"
"20191","04078021","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04078031","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04078061","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04078071","10","0","1","","2","D","","A","","A","","A","","A"
"20191","04078091","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04078101","35","0","1","","2","D","","A","","A","","A","","A"
"20191","04078113","25","0","1","","2","D","","A","","A","","A","","A"
"20191","04078121","27","0","1","","2","D","","A","","A","","A","","A"
"20191","04078141","32","0","1","","2","D","","A","","A","","A","","A"
"20191","04078194","39","0","1","","2","D","","A","","A","","A","","A"
"20191","04078203","8","0","1","","2","D","","A","","A","","A","","A"
"20191","04078221","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04078231","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04078251","50","0","1","","2","D","","A","","A","","A","","A"
"20191","04078291","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04078303","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04078311","10","0","1","","2","D","","A","","A","","A","","A"
"20191","04078331","25","0","1","","2","D","","A","","A","","A","","A"
"20191","04078351","10","0","1","","2","D","","A","","A","","A","","A"
"20191","04078411","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04078421","44","0","1","","2","D","","A","","A","","A","","A"
"20191","04078431","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04078451","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04078473","28","0","1","","2","D","","A","","A","","A","","A"
"20191","04078481","29","0","1","","2","D","","A","","A","","A","","A"
"20191","04078512","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04078521","48","0","1","","2","D","","A","","A","","A","","A"
"20191","04078531","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04078551","38","0","1","","2","D","","A","","A","","A","","A"
"20191","04078561","37","0","1","","2","D","","A","","A","","A","","A"
"20191","04078571","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04078581","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04078601","33","0","1","","2","D","","A","","A","","A","","A"
"20191","04078611","42","0","1","","2","D","","A","","A","","A","","A"
"20191","04078621","40","0","1","","2","D","","A","","A","","A","","A"
"20191","04078631","31","0","1","","2","D","","A","","A","","A","","A"
"20191","04078663","6","0","1","","2","D","","A","","A","","A","","A"
"20191","04078681","9","0","1","","2","D","","A","","A","","A","","A"
"20191","04078701","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04078711","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04078751","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04078761","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04078781","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04078791","23","0","1","","2","D","","A","","A","","A","","A"
"20191","04078821","27","0","1","","2","D","","A","","A","","A","","A"
"20191","04078841","26","0","1","","2","D","","A","100","D","","A","","A"
"20191","04078851","11","0","1","","2","D","","A","","A","","A","","A"
"20191","04078911","27","0","1","","2","D","","A","","A","","A","","A"
"20191","04078921","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04078931","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04078953","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04078971","28","0","1","","2","D","","A","","A","","A","","A"
"20191","04078981","36","0","1","","2","D","","A","200","D","","A","","A"
"20191","04078991","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04079041","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04079051","27","0","1","","2","D","","A","80","D","","A","","A"
"20191","04079063","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04079071","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04079081","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04079091","41","0","1","","2","D","","A","","A","","A","","A"
"20191","04079101","7","0","1","","2","D","","A","","A","","A","","A"
"20191","04079111","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04079141","52","0","1","","2","D","","A","","A","","A","","A"
"20191","04079161","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04079171","41","0","1","","2","D","","A","","A","","A","","A"
"20191","04079181","46","0","1","","2","D","","A","","A","","A","","A"
"20191","04079231","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04079241","9","0","1","","2","D","","A","","A","","A","","A"
"20191","04079251","33","0","1","","2","D","","A","","A","","A","","A"
"20191","04079261","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04079271","14","0","1","","2","D","","A","","A","","A","","A"
"20191","04079321","39","0","1","","2","D","","A","","A","","A","","A"
"20191","04079331","29","0","1","","2","D","","A","","A","","A","","A"
"20191","04079351","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04079371","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04079431","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04079461","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04079471","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04079481","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04079491","7","0","1","","2","D","","A","","A","","A","","A"
"20191","04079551","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04079571","29","0","1","","2","D","","A","","A","","A","","A"
"20191","04079581","38","0","1","","1","D","50","D","","A","","A","","A"
"20191","04079591","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04079641","47","0","1","","2","D","","A","","A","","A","","A"
"20191","04079671","7","0","1","","2","D","","A","","A","","A","","A"
"20191","04079684","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04079691","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04079711","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04079731","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04079741","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04079761","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04079784","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04079791","5","0","1","","2","D","","A","","A","","A","","A"
"20191","04079881","15","0","1","1","2","D","","A","5","D","","A","","A"
"20191","04079911","33","0","1","","2","D","","A","","A","","A","","A"
"20191","04079921","13","0","1","","2","D","","A","","A","","A","","A"
"20191","04079931","63","0","1","","2","D","","A","","A","","A","","A"
"20191","04079961","25","0","1","","2","D","","A","","A","","A","","A"
"20191","04079981","8","0","1","","2","D","","A","","A","","A","","A"
"20191","04080021","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04080031","55","0","1","","2","D","","A","","A","","A","","A"
"20191","04080041","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04090481","25","0","1","","2","D","","A","","A","","A","","A"
"20191","04090521","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04090531","11","0","1","","2","D","","A","","A","","A","","A"
"20191","04090541","24","0","1","","2","D","","A","","A","","A","","A"
"20191","04090561","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04090571","25","0","1","","2","D","","A","","A","","A","","A"
"20191","04090591","42","0","1","","2","D","","A","","A","","A","","A"
"20191","04090601","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04090651","34","0","1","","2","D","","A","","A","","A","","A"
"20191","04090671","39","0","1","","2","D","","A","","A","","A","","A"
"20191","04090681","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04090711","14","0","1","","2","D","","A","","A","","A","","A"
"20191","04090731","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04090781","53","0","1","","2","D","","A","","A","","A","","A"
"20191","04090791","30","0","1","","2","D","","A","","A","","A","","A"
"20191","04090801","17","0","1","","2","D","","A","","A","","A","","A"
"20191","04090811","52","0","1","","2","D","","A","","A","","A","","A"
"20191","04090871","11","0","1","","2","D","","A","","A","","A","","A"
"20191","04090881","37","0","1","","2","D","","A","","A","","A","","A"
"20191","04090901","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04090911","29","0","1","","2","D","","A","","A","","A","","A"
"20191","04090931","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04090951","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04090981","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04090991","13","0","1","","2","D","","A","","A","","A","","A"
"20191","04091001","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04091021","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04091031","26","0","1","","2","D","","A","","A","","A","","A"
"20191","04091041","48","0","1","","2","D","","A","","A","","A","","A"
"20191","04091061","28","0","1","","2","D","","A","","A","","A","","A"
"20191","04091132","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04091142","11","0","1","","2","D","","A","","A","","A","","A"
"20191","04091151","34","0","1","","2","D","","A","","A","","A","","A"
"20191","04091161","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04091171","9","0","1","","2","D","","A","","A","","A","","A"
"20191","04091191","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04091201","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04091241","10","0","1","","2","D","","A","","A","","A","","A"
"20191","04091273","15","0","1","","2","D","","A","","A","","A","","A"
"20191","04091281","42","0","1","","2","D","","A","","A","","A","","A"
"20191","04091301","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04091321","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04091332","4","0","1","","2","D","","A","","A","","A","","A"
"20191","04091341","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04091371","10","0","1","","2","D","","A","","A","","A","","A"
"20191","04091381","21","0","1","","2","D","","A","","A","","A","","A"
"20191","04091421","19","0","1","","2","D","","A","","A","","A","","A"
"20191","04091431","14","0","1","","2","D","","A","","A","","A","","A"
"20191","04091471","22","0","1","","2","D","","A","","A","","A","","A"
"20191","04091501","41","0","1","","2","D","","A","","A","","A","","A"
"20191","04091531","20","0","1","","2","D","","A","","A","","A","","A"
"20191","04091541","9","0","1","","2","D","","A","","A","","A","","A"
"20191","04091551","16","0","1","","2","D","","A","","A","","A","","A"
"20191","04091561","18","0","1","","2","D","","A","","A","","A","","A"
"20191","04091571","12","0","1","","2","D","","A","","A","","A","","A"
"20191","04091581","18","0","1","","2","D","","A","","A","","A","","A"
