"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CONTCODE","CONT_ODE","CONTMO","CONTMO_","CONTEXPX","CONT_XPX"
"20192","03974574","3","0","1","150","D","13","D","20","D"
"20192","03974664","4","0","1","160","D","04","D","50","D"
"20192","03974714","1","0","1","170","D","03","D","200","D"
"20192","03974714","2","0","1","150","D","13","D","60","D"
"20192","03974744","2","0","1","170","D","03","D","200","D"
"20192","03974794","1","0","1","150","D","13","D","100","D"
"20192","03974834","4","0","1","130","D","13","D","20","D"
"20192","03974834","5","0","1","130","D","04","D","100","D"
"20192","03974874","9","0","1","170","D","02","D","94","D"
"20192","03974874","10","0","1","170","D","03","D","75","D"
"20192","03974874","11","0","1","170","D","04","D","50","D"
"20192","03974874","12","0","1","150","D","02","D","480","D"
"20192","03974874","13","0","1","150","D","03","D","480","D"
"20192","03974874","14","0","1","150","D","04","D","590","D"
"20192","03974874","15","0","1","160","D","02","D","8","D"
"20192","03974874","16","0","1","160","D","03","D","5","D"
"20192","03974874","17","0","1","160","D","04","D","6","D"
"20192","03974874","18","0","1","160","D","13","D","5","D"
"20192","03974894","15","0","2","160","D","02","D","25","D"
"20192","03975024","5","0","1","150","D","13","D","700","D"
"20192","03975044","8","0","1","170","D","13","D","400","D"
"20192","03975044","9","0","1","170","D","13","D","250","D"
"20192","03975044","10","0","1","150","D","13","D","40","D"
"20192","03975044","11","0","1","160","D","13","D","19","D"
"20192","03975054","2","0","1","160","D","13","D","50","D"
"20192","03975124","4","0","1","130","D","13","D","10","D"
"20192","03975124","5","0","1","160","D","13","D","7","D"
"20192","03975164","5","0","1","100","D","13","D","50","D"
"20192","03985484","8","0","1","170","D","05","D","200","D"
"20192","03985484","9","0","1","130","D","04","D","100","D"
"20192","03985484","10","0","1","150","D","13","D","400","D"
"20192","03985484","11","0","1","150","D","13","D","300","D"
"20192","03985484","12","0","1","160","D","13","D","300","D"
"20192","03985504","3","0","1","150","D","13","D","200","D"
"20192","03985514","2","0","1","170","D","03","D","7","D"
"20192","03985514","3","0","1","170","D","05","D","5","D"
"20192","03985514","4","0","1","150","D","13","D","10","D"
"20192","03985534","4","0","1","170","D","05","D","1000","D"
"20192","03985534","5","0","1","150","D","13","D","200","D"
"20192","03985634","3","0","1","100","D","04","D","75","D"
"20192","03985694","2","0","1","150","D","13","D","200","D"
"20192","03985794","5","0","1","170","D","05","D","150","D"
"20192","03985794","6","0","1","150","D","03","D","1115","D"
"20192","03985794","7","0","1","150","D","04","D","1040","D"
"20192","03985794","8","0","1","150","D","05","D","1145","D"
"20192","03985794","9","0","1","160","D","13","D","25","D"
"20192","03985834","8","0","1","150","D","13","D","40","D"
"20192","03985834","9","0","2","170","D","03","D","100","D"
"20192","03985884","8","0","1","170","D","05","D","100","D"
"20192","03985934","5","0","1","150","D","13","D","80","D"
"20192","03986034","3","0","1","160","D","13","D","10","D"
"20192","03986084","12","0","1","170","D","03","D","100","D"
"20192","03986084","13","0","1","170","D","05","D","300","D"
"20192","03986084","14","0","1","150","D","13","D","1150","D"
"20192","03986094","14","0","1","130","D","04","D","160","D"
"20192","03986094","15","0","1","150","D","13","D","300","D"
"20192","03986124","2","0","1","150","D","13","D","200","D"
"20192","03986154","10","0","1","150","D","13","D","20","D"
"20192","03986154","11","0","1","150","D","05","D","300","D"
"20192","03986154","12","0","1","150","D","03","D","200","D"
"20192","03986154","13","0","1","150","D","13","D","20","D"
"20192","03986154","14","0","1","150","D","13","D","15","D"
"20192","03986154","15","0","1","160","D","13","D","10","D"
"20192","03986254","6","0","2","160","D","03","D","50","D"
"20192","03986294","3","0","1","150","D","13","D","211","F"
"20192","03986314","12","0","1","170","D","04","D","3000","D"
"20192","03986314","13","0","1","170","D","05","D","4000","D"
"20192","03986314","14","0","1","110","D","03","D","500","D"
"20192","03986314","15","0","1","150","D","13","D","770","D"
"20192","03986314","16","0","1","160","D","13","D","20","D"
"20192","03986314","17","0","1","160","D","13","D","20","D"
"20192","03986334","9","0","1","170","D","05","D","50","D"
"20192","03986334","10","0","1","150","D","13","D","750","D"
"20192","03986334","11","0","1","150","D","05","D","200","D"
"20192","03986414","5","0","1","170","D","04","D","80","D"
"20192","03986414","6","0","1","160","D","05","D","25","D"
"20192","03986444","4","0","1","150","D","13","D","25","D"
"20192","03986464","22","0","1","160","D","03","D","800","D"
"20192","03986474","1","0","1","150","D","13","D","500","D"
"20192","03986474","2","0","1","160","D","05","D","25","D"
"20192","03986484","2","0","1","150","D","13","D","100","D"
"20192","03986664","1","0","1","170","D","13","D","300","D"
"20192","03986724","3","0","1","170","D","04","D","10","D"
"20192","03986724","4","0","1","140","D","03","D","25","D"
"20192","03986724","5","0","1","160","D","05","D","25","D"
"20192","03986764","4","0","1","160","D","05","D","25","D"
"20192","03986854","9","0","1","170","D","05","D","100","D"
"20192","03986854","10","0","1","110","D","13","D","388","D"
"20192","03986914","3","0","1","170","D","13","D","200","D"
"20192","03986914","4","0","2","170","D","03","D","220","D"
"20192","03986974","11","0","1","170","D","04","D","250","D"
"20192","03986974","12","0","1","170","D","03","D","200","D"
"20192","03986974","13","0","1","170","D","05","D","100","D"
"20192","03986974","14","0","1","150","D","04","D","100","D"
"20192","03987054","14","0","1","130","D","03","D","40","D"
"20192","03987054","15","0","1","140","D","13","D","40","D"
"20192","03987054","16","0","1","160","D","13","D","555","D"
"20192","03987084","5","0","1","160","D","04","D","218","D"
"20192","03987124","3","0","1","160","D","05","D","50","D"
"20192","03987124","4","0","1","160","D","03","D","50","D"
"20192","03987164","4","0","1","130","D","05","D","100","D"
"20192","03987164","5","0","1","150","D","13","D","500","D"
"20192","03987174","4","0","1","170","D","05","D","100","D"
"20192","03987174","5","0","1","150","D","13","D","500","D"
"20192","03987174","6","0","1","140","D","05","D","50","D"
"20192","03987324","13","0","1","170","D","05","D","100","D"
"20192","03987324","14","0","1","170","D","03","D","150","D"
"20192","03987324","15","0","1","150","D","13","D","1670","D"
"20192","03987324","16","0","1","160","D","05","D","50","D"
"20192","03987324","17","0","1","160","D","05","D","20","D"
"20192","03987354","3","0","1","160","D","05","D","125","D"
"20192","03987374","3","0","1","150","D","13","D","20","D"
"20192","03987404","2","0","1","170","D","05","D","40","D"
"20192","03987494","1","0","1","150","D","13","D","240","D"
"20192","03987584","1","0","1","170","D","13","D","65","D"
"20192","03987624","1","0","1","150","D","13","D","400","D"
"20192","03987634","1","0","1","170","D","05","D","100","D"
"20192","03987684","14","0","1","160","D","04","D","106","D"
"20192","03987774","3","0","1","170","D","03","D","100","D"
"20192","03987774","4","0","1","170","D","04","D","100","D"
"20192","03987774","5","0","1","170","D","05","D","100","D"
"20192","03987774","6","0","1","150","D","13","D","200","D"
"20192","03987894","3","0","1","170","D","03","D","59","D"
"20192","03987894","4","0","1","170","D","04","D","403","D"
"20192","03987894","5","0","1","170","D","05","D","15","D"
"20192","03987894","6","0","1","150","D","04","D","100","D"
"20192","03987904","2","0","1","150","D","13","D","50","D"
"20192","03987934","8","0","1","130","D","05","D","100","D"
"20192","03988004","3","0","1","140","D","13","D","3","D"
"20192","03988054","14","0","1","150","D","13","D","1600","D"
"20192","03988064","10","0","1","150","D","05","D","25","D"
"20192","03988134","8","0","1","150","D","13","D","850","D"
"20192","03988164","2","0","1","150","D","13","D","200","D"
"20192","03988174","5","0","1","170","D","05","D","20","D"
"20192","03988174","6","0","1","150","D","13","D","550","D"
"20192","03988184","4","0","1","160","D","13","D","30","D"
"20192","03988214","1","0","1","150","D","13","D","200","D"
"20192","03988224","3","0","1","150","D","13","D","1000","D"
"20192","03988254","3","0","1","100","D","13","D","200","D"
"20192","03988254","4","0","1","170","D","05","D","4000","D"
"20192","03988254","5","0","1","150","D","13","D","1500","D"
"20192","03988254","6","0","1","160","D","13","D","3000","D"
"20192","03988254","7","0","1","160","D","13","D","600","D"
"20192","03988424","3","0","1","150","D","05","D","500","D"
"20192","03988464","4","0","1","110","D","13","D","334","D"
"20192","03988494","9","0","1","170","D","05","D","200","D"
"20192","03988614","1","0","1","150","D","13","D","60","D"
"20192","03988614","2","0","1","160","D","03","D","80","D"
"20192","03988624","2","0","1","100","D","13","D","300","D"
"20192","03988644","1","0","1","170","D","04","D","200","D"
"20192","03988644","2","0","1","170","D","04","D","200","D"
"20192","03988644","3","0","1","170","D","05","D","100","D"
"20192","03988644","4","0","1","160","D","05","D","20","D"
"20192","03988644","5","0","1","160","D","05","D","65","D"
"20192","03988704","7","0","1","150","D","13","D","500","D"
"20192","03988704","8","0","1","160","D","04","D","150","D"
"20192","03988784","7","0","1","120","D","13","D","2000","D"
"20192","03988934","3","0","1","130","D","05","D","250","D"
"20192","03988934","4","0","1","150","D","13","D","75","D"
"20192","03988984","5","0","1","100","D","13","D","200","D"
"20192","03988984","6","0","1","160","D","05","D","29","D"
"20192","03989044","3","0","1","170","D","05","D","100","D"
"20192","03989044","4","0","2","170","D","03","D","40","D"
"20192","03989064","4","0","1","160","D","13","D","10","D"
"20192","03989084","6","0","1","100","D","04","D","1440","D"
"20192","03989084","7","0","1","170","D","05","D","100","D"
"20192","03989084","8","0","1","150","D","13","D","150","D"
"20192","03989084","9","0","2","170","D","03","D","100","D"
"20192","03989094","11","0","1","150","D","13","D","475","D"
"20192","03989164","19","0","1","170","D","13","D","300","D"
"20192","03989164","20","0","2","170","D","03","D","565","D"
"20192","03989174","5","0","1","170","D","03","D","20","D"
"20192","03989174","6","0","1","170","D","03","D","30","D"
"20192","03989174","7","0","1","170","D","04","D","45","D"
"20192","03989174","8","0","1","170","D","05","D","55","D"
"20192","03989174","9","0","1","150","D","03","D","129","D"
"20192","03989174","10","0","1","150","D","04","D","170","D"
"20192","03989174","11","0","1","150","D","05","D","129","D"
"20192","03989174","12","0","1","160","D","03","D","100","D"
"20192","03989224","5","0","1","170","D","03","D","100","D"
"20192","03989224","6","0","1","170","D","05","D","100","D"
"20192","03989224","7","0","2","170","D","03","D","200","D"
"20192","03989304","1","0","1","150","D","03","D","240","D"
"20192","03989314","1","0","1","150","D","13","D","20","D"
"20192","03989354","3","0","1","170","D","13","D","1500","D"
"20192","03989354","4","0","1","150","D","13","D","1600","D"
"20192","03989454","2","0","1","150","D","13","D","125","D"
"20192","03989504","2","0","1","160","D","13","D","14","D"
"20192","03989504","3","0","1","160","D","13","D","20","D"
"20192","03989554","6","0","1","170","D","05","D","200","D"
"20192","03989554","7","0","1","150","D","13","D","300","D"
"20192","03989554","8","0","1","150","D","13","D","30","D"
"20192","03989584","11","0","1","110","D","13","D","250","D"
"20192","03989604","1","0","1","110","D","13","D","225","D"
"20192","03989634","4","0","1","170","D","05","D","60","D"
"20192","03989704","2","0","1","170","D","03","D","12","D"
"20192","03989704","3","0","1","170","D","04","D","12","D"
"20192","03989704","4","0","1","170","D","05","D","67","D"
"20192","03989744","5","0","1","170","D","05","D","50","D"
"20192","03989764","1","0","1","150","D","13","D","114","F"
"20192","03989874","9","0","1","150","D","13","D","1000","D"
"20192","03989874","10","0","2","170","D","03","D","300","D"
"20192","03989924","1","0","1","150","D","13","D","600","D"
"20192","03989954","4","0","1","150","D","13","D","75","D"
"20192","03989974","4","0","1","150","D","04","D","30","D"
"20192","03989994","5","0","1","170","D","04","D","200","D"
"20192","03989994","6","0","1","170","D","05","D","100","D"
"20192","03990104","5","0","1","150","D","05","D","20","D"
"20192","03990104","6","0","2","160","D","03","D","40","D"
"20192","03990124","5","0","1","170","D","13","D","50","D"
"20192","03990124","6","0","1","160","D","13","D","150","D"
"20192","03990144","1","0","1","150","D","13","D","20","D"
"20192","03990194","1","0","1","160","D","13","D","72","F"
"20192","03990364","6","0","1","160","D","13","D","10","D"
"20192","03990404","2","0","1","160","D","13","D","25","D"
"20192","03990404","3","0","1","150","D","13","D","100","D"
"20192","03990404","4","0","2","160","D","03","D","75","D"
"20192","03990444","1","0","1","170","D","03","D","200","D"
"20192","03990444","2","0","1","170","D","04","D","300","D"
"20192","03990444","3","0","1","170","D","05","D","200","D"
"20192","03990524","1","0","1","150","D","13","D","50","D"
"20192","03990534","7","0","1","170","D","13","D","450","D"
"20192","03990534","8","0","1","170","D","13","D","200","D"
"20192","03990554","4","0","1","150","D","13","D","200","D"
"20192","03990564","11","0","1","160","D","03","D","1","D"
"20192","03990614","3","0","1","170","D","03","D","40","D"
"20192","03990614","4","0","1","170","D","05","D","250","D"
"20192","03990634","6","0","1","160","D","05","D","110","D"
"20192","03990634","7","0","1","160","D","13","D","22","D"
"20192","03990634","8","0","2","140","D","03","D","60","D"
"20192","03990644","7","0","1","160","D","05","D","25","D"
"20192","03990674","3","0","1","160","D","05","D","30","D"
"20192","03990834","1","0","1","160","D","13","D","600","D"
"20192","03990844","7","0","1","170","D","05","D","300","D"
"20192","03990844","8","0","1","170","D","13","D","200","D"
"20192","03990844","9","0","1","150","D","13","D","15","D"
"20192","03990914","3","0","1","160","D","04","D","75","D"
"20192","03991044","6","0","1","160","D","05","D","25","D"
"20192","03991084","6","0","1","170","D","13","D","100","D"
"20192","03991084","7","0","1","150","D","13","D","1165","D"
"20192","03991084","8","0","1","150","D","13","D","40","D"
"20192","03991104","9","0","1","170","D","05","D","300","D"
"20192","03991144","7","0","1","150","D","13","D","350","D"
"20192","03991174","6","0","1","150","D","13","D","1500","D"
"20192","03991174","7","0","1","160","D","13","D","200","D"
"20192","03991194","7","0","1","160","D","13","D","100","D"
"20192","03991214","18","0","1","100","D","03","D","100","D"
"20192","03991214","19","0","1","100","D","04","D","100","D"
"20192","03991214","20","0","1","100","D","05","D","50","D"
"20192","03991354","2","0","1","150","D","13","D","100","D"
"20192","03991384","5","0","1","170","D","05","D","40","D"
"20192","03991394","3","0","1","170","D","04","D","50","D"
"20192","03991394","4","0","1","130","D","03","D","100","D"
"20192","03991394","5","0","1","150","D","13","D","330","D"
"20192","03991394","6","0","1","160","D","13","D","20","D"
"20192","03991414","13","0","1","110","D","13","D","420","D"
"20192","03991464","1","0","1","150","D","03","D","65","D"
"20192","03991514","1","0","2","160","D","03","D","144","F"
"20192","03991564","3","0","1","170","D","05","D","300","D"
"20192","03991574","6","0","1","170","D","04","D","1000","D"
"20192","03991704","6","0","1","160","D","05","D","50","D"
"20192","03991724","2","0","2","170","D","03","D","100","D"
"20192","03991764","4","0","1","160","D","13","D","25","D"
"20192","03991804","7","0","1","160","D","03","D","25","D"
"20192","03991864","4","0","1","170","D","04","D","1000","D"
"20192","03991874","5","0","1","170","D","05","D","50","D"
"20192","03991874","6","0","1","170","D","05","D","1","D"
"20192","03991874","7","0","1","160","D","03","D","40","D"
"20192","03991914","2","0","1","160","D","13","D","50","D"
"20192","03992264","9","0","1","170","D","04","D","20","D"
"20192","03992264","10","0","1","150","D","13","D","200","D"
"20192","03992304","7","0","1","100","D","13","D","100","D"
"20192","03992304","8","0","1","150","D","13","D","250","D"
"20192","03992314","7","0","1","170","D","05","D","100","D"
"20192","03992314","8","0","1","150","D","13","D","25","D"
"20192","03992314","9","0","2","130","D","03","D","50","D"
"20192","03992314","10","0","2","130","D","03","D","100","D"
"20192","03992314","11","0","2","150","D","03","D","25","D"
"20192","03992344","7","0","1","150","D","13","D","267","D"
"20192","03992344","8","0","2","170","D","03","D","1000","D"
"20192","03992414","3","0","1","100","D","05","D","100","D"
"20192","03992414","4","0","1","140","D","04","D","68","D"
"20192","03992414","5","0","1","160","D","05","D","40","D"
"20192","03992424","1","0","1","150","D","13","D","20","D"
"20192","03992444","3","0","1","150","D","13","D","40","D"
"20192","03992494","3","0","1","100","D","05","D","50","D"
"20192","03992494","4","0","1","150","D","13","D","80","D"
"20192","03992494","5","0","1","160","D","13","D","25","D"
"20192","03992504","4","0","1","160","D","03","D","70","D"
"20192","03992504","5","0","1","150","D","05","D","75","D"
"20192","03992524","10","0","1","150","D","13","D","480","D"
"20192","03992524","11","0","1","160","D","13","D","80","D"
"20192","03992574","1","0","1","150","D","13","D","100","D"
"20192","03992604","4","0","1","150","D","13","D","40","D"
"20192","03992604","5","0","1","160","D","13","D","38","D"
"20192","03992614","3","0","1","100","D","13","D","150","D"
"20192","03992614","4","0","1","150","D","13","D","100","D"
"20192","03992644","4","0","1","170","D","05","D","40","D"
"20192","03992644","5","0","1","150","D","13","D","200","D"
"20192","03992654","5","0","1","150","D","03","D","1250","D"
"20192","03992654","6","0","1","150","D","04","D","1050","D"
"20192","03992654","7","0","1","150","D","05","D","1000","D"
"20192","03992654","8","0","1","160","D","13","D","100","D"
"20192","03992724","4","0","1","110","D","13","D","400","D"
"20192","03992744","8","0","1","160","D","05","D","100","D"
"20192","03992874","7","0","1","140","D","13","D","50","D"
"20192","03992894","4","0","1","140","D","05","D","36","D"
"20192","03992934","5","0","1","150","D","13","D","100","D"
"20192","03992944","3","0","1","150","D","13","D","50","D"
"20192","03993004","3","0","1","150","D","13","D","159","D"
"20192","03993054","1","0","1","160","D","13","D","25","D"
"20192","03993074","2","0","1","170","D","03","D","25","D"
"20192","03993114","2","0","1","160","D","13","D","200","D"
"20192","03993114","3","0","1","140","D","04","D","100","D"
"20192","03993114","4","0","1","140","D","04","D","100","D"
"20192","03993134","3","0","1","150","D","13","D","475","D"
"20192","03993134","4","0","1","150","D","13","D","37","D"
"20192","03993154","5","0","1","160","D","03","D","100","D"
"20192","03993174","3","0","1","170","D","05","D","1000","D"
"20192","03993174","4","0","1","130","D","13","D","20","D"
"20192","03993174","5","0","1","160","D","13","D","10","D"
"20192","03993174","6","0","1","160","D","13","D","10","D"
"20192","03993174","7","0","1","160","D","13","D","15","D"
"20192","03993174","8","0","1","140","D","05","D","78","D"
"20192","03993174","9","0","1","160","D","05","D","600","D"
"20192","03993174","10","0","1","160","D","04","D","196","D"
"20192","03993194","7","0","1","170","D","03","D","20","D"
"20192","03993194","8","0","1","170","D","04","D","40","D"
"20192","03993194","9","0","1","170","D","05","D","121","D"
"20192","03993194","10","0","1","150","D","13","D","400","D"
"20192","03993194","11","0","1","160","D","03","D","100","D"
"20192","03993194","12","0","1","160","D","05","D","40","D"
"20192","03993194","13","0","1","160","D","03","D","256","D"
"20192","03993324","7","0","1","170","D","13","D","40","D"
"20192","03993324","8","0","1","160","D","03","D","200","D"
"20192","03993354","2","0","1","170","D","03","D","100","D"
"20192","03993354","3","0","1","170","D","04","D","100","D"
"20192","03993434","4","0","1","130","D","04","D","100","D"
"20192","03993484","3","0","1","160","D","05","D","250","D"
"20192","03993584","2","0","1","150","D","13","D","1000","D"
"20192","03993814","3","0","1","170","D","04","D","200","D"
"20192","03993814","4","0","1","150","D","13","D","704","F"
"20192","03993844","3","0","1","150","D","13","D","205","F"
"20192","03993954","5","0","1","150","D","13","D","50","D"
"20192","03993954","6","0","1","160","D","05","D","10","D"
"20192","03993964","8","0","1","170","D","05","D","50","D"
"20192","03993964","9","0","1","150","D","13","D","40","D"
"20192","03993964","10","0","1","160","D","04","D","25","D"
"20192","03993964","11","0","2","170","D","03","D","100","D"
"20192","03994034","2","0","1","150","D","13","D","130","D"
"20192","03994074","16","0","1","160","D","05","D","120","D"
"20192","03994084","5","0","1","130","D","05","D","15","D"
"20192","03994154","3","0","1","150","D","13","D","30","D"
"20192","03994274","1","0","1","110","D","13","D","87","D"
"20192","03994364","2","0","1","100","D","05","D","40","D"
"20192","03994514","4","0","1","170","D","04","D","75","D"
"20192","03994514","5","0","1","170","D","03","D","50","D"
"20192","03994514","6","0","1","150","D","13","D","100","D"
"20192","03994624","4","0","1","170","D","04","D","400","D"
"20192","03994624","5","0","1","170","D","04","D","25","D"
"20192","03994654","8","0","2","170","D","03","D","25","D"
"20192","03994654","9","0","2","160","D","03","D","25","D"
"20192","03994744","9","0","1","170","D","03","D","50","D"
"20192","03994744","10","0","1","170","D","05","D","150","D"
"20192","03994744","11","0","1","150","D","13","D","2000","D"
"20192","03994864","1","0","1","150","D","05","D","1000","D"
"20192","03994874","4","0","1","170","D","13","D","50","D"
"20192","03994994","5","0","1","150","D","13","D","100","D"
"20192","03995004","2","0","1","130","D","03","D","800","D"
"20192","03995004","3","0","1","150","D","13","D","500","D"
"20192","03995004","4","0","1","140","D","05","D","100","D"
"20192","03995004","5","0","1","160","D","03","D","50","D"
"20192","03995004","6","0","1","160","D","13","D","20","D"
"20192","03995004","7","0","1","160","D","13","D","20","D"
"20192","03995004","8","0","1","160","D","13","D","50","D"
"20192","03995004","9","0","1","160","D","04","D","200","D"
"20192","03995004","10","0","1","160","D","05","D","50","D"
"20192","03995004","11","0","1","160","D","05","D","45","D"
"20192","03995004","12","0","1","160","D","05","D","100","D"
"20192","03995044","24","0","1","170","D","04","D","200","D"
"20192","03995044","25","0","1","170","D","05","D","50","D"
"20192","03995044","26","0","1","150","D","13","D","320","D"
"20192","03995044","27","0","1","160","D","04","D","37","D"
"20192","03995044","28","0","2","150","D","03","D","740","D"
"20192","03995084","2","0","1","110","D","13","D","560","D"
"20192","03995334","2","0","1","150","D","13","D","40","D"
"20192","03995474","10","0","1","170","D","03","D","100","D"
"20192","03995474","11","0","1","170","D","04","D","100","D"
"20192","03995474","12","0","1","170","D","05","D","100","D"
"20192","03995474","13","0","1","150","D","13","D","580","D"
"20192","03995474","14","0","1","160","D","03","D","200","D"
"20192","03995524","1","0","1","150","D","13","D","100","D"
"20192","03995524","2","0","1","160","D","05","D","25","D"
"20192","03995534","4","0","1","170","D","05","D","400","D"
"20192","03995534","5","0","1","170","D","04","D","200","D"
"20192","03995644","3","0","1","150","D","13","D","100","D"
"20192","03995694","1","0","1","150","D","13","D","20","D"
"20192","03995714","3","0","1","170","D","13","D","100","D"
"20192","03995714","4","0","1","110","D","13","D","300","D"
"20192","03995714","5","0","1","150","D","13","D","100","D"
"20192","03995734","2","0","1","100","D","04","D","225","D"
"20192","03995734","3","0","1","170","D","04","D","100","D"
"20192","03995734","4","0","1","170","D","05","D","50","D"
"20192","03995744","2","0","1","170","D","03","D","50","D"
"20192","03995744","3","0","1","170","D","04","D","70","D"
"20192","03995744","4","0","1","120","D","13","D","1800","D"
"20192","03995744","5","0","1","160","D","13","D","50","D"
"20192","03995744","6","0","2","160","D","03","D","100","D"
"20192","03995744","7","0","2","150","D","03","D","20","D"
"20192","03995764","3","0","1","170","D","04","D","40","D"
"20192","03995774","2","0","1","170","D","05","D","100","D"
"20192","03995844","2","0","1","150","D","13","D","150","D"
"20192","03995904","3","0","1","150","D","13","D","20","D"
"20192","03995994","1","0","1","170","D","13","D","100","D"
"20192","03995994","2","0","1","130","D","13","D","25","D"
"20192","03995994","3","0","1","150","D","13","D","500","D"
"20192","03996024","4","0","1","170","D","03","D","250","D"
"20192","03996024","5","0","1","170","D","04","D","425","D"
"20192","03996124","2","0","1","160","D","13","D","14","D"
"20192","03996124","3","0","1","160","D","13","D","14","D"
"20192","03996194","12","0","1","170","D","05","D","25","D"
"20192","03996214","2","0","1","150","D","13","D","400","D"
"20192","03996274","5","0","1","160","D","13","D","80","D"
"20192","03996294","7","0","1","150","D","05","D","80","D"
"20192","04006693","2","0","1","150","D","13","D","80","D"
"20192","04006753","2","0","1","170","D","03","D","150","D"
"20192","04006773","6","0","1","150","D","13","D","80","D"
"20192","04006833","2","0","1","170","D","13","D","100","D"
"20192","04006833","3","0","1","150","D","13","D","45","D"
"20192","04006833","4","0","1","160","D","02","D","10","D"
"20192","04006833","5","0","1","160","D","13","D","10","D"
"20192","04006913","8","0","1","150","D","13","D","80","D"
"20192","04006943","5","0","1","170","D","03","D","106","D"
"20192","04007023","5","0","1","150","D","13","D","75","D"
"20192","04007063","1","0","1","170","D","03","D","50","D"
"20192","04007063","2","0","1","150","D","13","D","400","D"
"20192","04007103","11","0","1","130","D","03","D","150","D"
"20192","04007103","12","0","1","160","D","01","D","250","D"
"20192","04007113","4","0","1","160","D","03","D","200","D"
"20192","04007123","7","0","1","170","D","03","D","100","D"
"20192","04007123","8","0","1","160","D","03","D","5","D"
"20192","04007133","7","0","1","100","D","03","D","150","D"
"20192","04007133","8","0","1","150","D","13","D","300","D"
"20192","04007153","2","0","1","150","D","13","D","100","D"
"20192","04007343","9","0","1","170","D","02","D","1226","D"
"20192","04007343","10","0","1","170","D","03","D","1226","D"
"20192","04007343","11","0","1","150","D","01","D","500","D"
"20192","04007343","12","0","1","150","D","02","D","500","D"
"20192","04007343","13","0","1","150","D","03","D","300","D"
"20192","04007343","14","0","1","160","D","13","D","28","D"
"20192","04007383","1","0","1","160","D","02","D","200","D"
"20192","04007453","7","0","1","170","D","13","D","57","D"
"20192","04007573","3","0","1","150","D","01","D","120","D"
"20192","04007573","4","0","1","150","D","02","D","170","D"
"20192","04007573","5","0","1","150","D","03","D","100","D"
"20192","04007603","4","0","1","170","D","13","D","50","D"
"20192","04007603","5","0","1","150","D","13","D","500","D"
"20192","04007653","4","0","1","100","D","03","D","1200","D"
"20192","04007673","1","0","1","170","D","01","D","1000","D"
"20192","04007743","6","0","1","150","D","01","D","15000","D"
"20192","04007833","5","0","1","170","D","02","D","40","D"
"20192","04007833","6","0","1","150","D","01","D","30","D"
"20192","04007833","7","0","1","160","D","03","D","15","D"
"20192","04007833","8","0","1","140","D","01","D","10","D"
"20192","04007833","9","0","1","140","D","02","D","25","D"
"20192","04007903","3","0","1","140","D","03","D","200","D"
"20192","04007953","6","0","1","150","D","13","D","40","D"
"20192","04007953","7","0","1","150","D","02","D","110","D"
"20192","04007953","8","0","1","150","D","03","D","100","D"
"20192","04007973","6","0","1","160","D","13","D","100","D"
"20192","04007993","1","0","1","160","D","03","D","20","D"
"20192","04008113","2","0","1","150","D","13","D","80","D"
"20192","04008173","2","0","1","150","D","13","D","240","D"
"20192","04008183","1","0","1","160","D","13","D","100","D"
"20192","04008253","9","0","1","150","D","13","D","170","D"
"20192","04008273","1","0","1","150","D","13","D","90","D"
"20192","04008363","6","0","1","170","D","13","D","300","D"
"20192","04008363","7","0","1","170","D","13","D","400","D"
"20192","04008383","6","0","1","170","D","02","D","25","D"
"20192","04008383","7","0","1","150","D","13","D","500","D"
"20192","04008383","8","0","1","130","D","13","D","50","D"
"20192","04008413","2","0","1","150","D","13","D","400","D"
"20192","04008473","1","0","1","150","D","13","D","100","D"
"20192","04008563","1","0","1","150","D","13","D","150","D"
"20192","04008633","4","0","1","150","D","02","D","30","D"
"20192","04008633","5","0","1","150","D","01","D","200","D"
"20192","04008633","6","0","1","150","D","02","D","200","D"
"20192","04008643","5","0","1","170","D","13","D","30","D"
"20192","04008643","6","0","1","160","D","13","D","100","D"
"20192","04008763","11","0","1","170","D","01","D","50","D"
"20192","04008763","12","0","1","170","D","02","D","50","D"
"20192","04008803","4","0","1","150","D","01","D","60","D"
"20192","04008803","5","0","1","150","D","02","D","25","D"
"20192","04008803","6","0","1","150","D","03","D","25","D"
"20192","04008803","7","0","1","160","D","01","D","20","D"
"20192","04008843","2","0","1","150","D","13","D","200","D"
"20192","04008923","5","0","1","170","D","02","D","300","D"
"20192","04008923","6","0","1","150","D","13","D","100","D"
"20192","04008923","7","0","1","150","D","13","D","64","D"
"20192","04008923","8","0","1","150","D","13","D","50","D"
"20192","04009053","11","0","1","170","D","02","D","130","D"
"20192","04009053","12","0","1","170","D","03","D","2040","D"
"20192","04009093","3","0","1","110","D","13","D","600","D"
"20192","04009103","6","0","1","170","D","01","D","150","D"
"20192","04009103","7","0","1","150","D","13","D","40","D"
"20192","04009213","13","0","1","140","D","02","D","500","D"
"20192","04009213","14","0","1","160","D","02","D","500","D"
"20192","04009243","3","0","1","160","D","02","D","50","D"
"20192","04009293","5","0","1","170","D","01","D","200","D"
"20192","04009293","6","0","1","170","D","03","D","300","D"
"20192","04009293","7","0","1","150","D","13","D","250","D"
"20192","04009293","8","0","1","160","D","01","D","100","D"
"20192","04009313","1","0","1","160","D","03","D","25","D"
"20192","04009343","3","0","1","110","D","13","D","400","D"
