"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","APPRPRYB","APPR_RYB","SRVCMOB","SRVCMOB_","REPAIRX","REPAIRX_","APPRPB1","APPRPB1_","APPRPB2","APPRPB2_","APPRPB3","APPRPB3_","APPRPB4","APPRPB4_","APPRPB5","APPRPB5_","APPRPB6","APPRPB6_","APPRPB7","APPRPB7_","APPRPB8","APPRPB8_","APPRPB9","EQBPURCH","APPRPB9_"
"20191","04011542","2","0","1","190","D","11","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04011652","6","0","1","190","D","11","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04011672","13","0","1","110","D","11","D","54","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04011712","10","0","2","220","D","10","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04011792","5","0","1","110","D","10","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04011792","6","0","1","110","D","11","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04011792","7","0","1","110","D","12","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04012172","5","0","1","190","D","12","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04012312","11","0","1","200","D","11","D","1800","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04012402","8","0","1","100","D","10","D","147","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04012422","8","0","1","200","D","11","D","433","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04012422","9","0","1","190","D","10","D","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04012542","4","0","1","190","D","10","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04012632","7","0","1","200","D","10","D","5","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04012632","8","0","1","200","D","11","D","5","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04012632","9","0","1","200","D","12","D","5","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04012632","10","0","1","190","D","10","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04012832","7","0","1","110","D","11","D","105","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04012882","4","0","1","120","D","12","D","36","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04013312","3","0","1","190","D","11","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04013312","4","0","1","200","D","11","D","618","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04013512","11","0","1","190","D","10","D","104","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04013732","5","0","1","190","D","10","D","98","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04013732","6","0","1","190","D","11","D","98","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04013732","7","0","1","190","D","12","D","98","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04013832","5","0","1","190","D","12","D","1","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04014412","6","0","1","110","D","10","D","69","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04014412","7","0","2","110","D","10","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04014482","5","0","1","110","D","12","D","95","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04014612","9","0","1","200","D","10","D","95","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04014612","10","0","1","100","D","10","D","106","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04014612","11","0","1","190","D","10","D","37","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04014732","23","0","2","110","D","10","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04014822","21","0","1","190","D","11","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04015162","16","0","1","110","D","12","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04015162","17","0","1","190","D","11","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04015282","22","0","1","190","D","10","D","85","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04015313","9","0","1","190","D","10","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04015562","6","0","1","190","D","10","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04015562","7","0","1","190","D","11","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04015562","8","0","1","190","D","12","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04016422","6","0","1","220","D","12","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04016582","27","0","1","190","D","11","D","124","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04016722","5","0","1","110","D","12","D","85","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04016772","9","0","1","190","D","10","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04016872","11","0","1","190","D","12","D","44","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04016942","5","0","1","200","D","10","D","17","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04016942","6","0","1","200","D","11","D","17","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04016942","7","0","1","200","D","12","D","17","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04017082","18","0","2","130","D","10","D","112","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04017372","4","0","2","110","D","10","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04027972","4","0","2","170","D","11","D","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04028462","3","0","1","150","D","12","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04028622","3","0","1","200","D","12","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04028622","4","0","1","200","D","01","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04028622","5","0","2","200","D","11","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04028712","10","0","1","190","D","01","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04029192","12","0","1","190","D","12","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04029282","6","0","1","190","D","01","D","156","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04029402","8","0","1","115","D","12","D","","H","110","D","100","D","","A","","A","","A","","A","","A","","A","","","A"
"20191","04029402","8","1","1","110","D","12","D","111","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04029402","8","2","1","100","D","12","D","93","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04029562","8","0","1","190","D","11","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04029872","5","0","1","190","D","12","D","43","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030102","17","0","1","200","D","11","D","22","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030102","18","0","1","200","D","12","D","22","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030102","19","0","1","200","D","01","D","22","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030142","8","0","1","190","D","11","D","103","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030152","5","0","2","110","D","11","D","163","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030622","16","0","2","190","D","11","D","125","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030692","6","0","1","110","D","01","D","158","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030873","13","0","1","120","D","11","D","21","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030873","14","0","1","120","D","12","D","21","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030873","15","0","1","120","D","01","D","21","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030902","7","0","1","130","D","11","D","21","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030902","8","0","1","150","D","12","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04030922","14","0","1","190","D","01","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04031002","8","0","1","210","D","11","D","","H","210","D","220","D","","A","","A","","A","","A","","A","","A","","","A"
"20191","04031002","8","1","1","110","D","11","D","97","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04031002","8","2","1","190","D","11","D","73","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04031002","8","3","1","200","D","11","D","72","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04031002","8","4","1","220","D","11","D","98","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04031002","9","0","1","210","D","12","D","","H","210","D","220","D","","A","","A","","A","","A","","A","","A","","","A"
"20191","04031002","9","1","1","100","D","12","D","10","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04031002","9","2","1","220","D","12","D","12","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04031002","10","0","1","210","D","01","D","","H","210","D","220","D","","A","","A","","A","","A","","A","","A","","","A"
"20191","04031002","10","1","1","100","D","01","D","10","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04031002","10","2","1","220","D","01","D","12","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04031072","10","0","1","190","D","01","D","98","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04032162","20","0","1","130","D","11","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04032162","21","0","1","130","D","11","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04032562","9","0","1","200","D","12","D","330","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04032612","12","0","1","110","D","12","D","54","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04032612","13","0","1","110","D","01","D","54","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04032612","14","0","1","110","D","11","D","54","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04032612","15","0","2","110","D","11","D","86","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04032612","16","0","2","110","D","11","D","54","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04032742","4","0","1","110","D","01","D","322","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04033222","13","0","1","130","D","11","D","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04033222","14","0","1","190","D","01","D","99","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04033472","3","0","2","110","D","11","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04033492","5","0","1","200","D","11","D","324","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04033732","15","0","1","140","D","01","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04034172","10","0","1","220","D","01","D","145","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04034172","11","0","1","130","D","12","D","225","D","","A","","A","","A","","A","","A","","A","","A","","A","","2","A"
"20191","04034402","21","0","1","200","D","01","D","340","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04034602","14","0","1","190","D","01","D","104","F","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04034692","7","0","1","100","D","12","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04034862","4","0","1","110","D","01","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04035272","13","0","1","190","D","01","D","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04035282","12","0","1","110","D","11","D","475","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04035582","6","0","1","190","D","01","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04035582","7","0","1","110","D","11","D","750","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04035672","6","0","1","190","D","11","D","85","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04035672","7","0","1","190","D","01","D","85","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04035902","8","0","1","220","D","01","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04036492","2","0","1","110","D","11","D","87","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04036532","19","0","1","110","D","01","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04036532","20","0","1","220","D","12","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04037172","4","0","2","190","D","11","D","104","F","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04037872","5","0","1","200","D","01","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04037872","6","0","1","200","D","11","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04037872","7","0","1","200","D","12","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04037982","6","0","1","110","D","01","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04038052","58","0","1","220","D","12","D","39","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04038052","59","0","1","220","D","01","D","39","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04038052","60","0","1","200","D","01","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04038052","61","0","1","200","D","11","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04038052","62","0","1","200","D","12","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04038052","63","0","2","220","D","11","D","39","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04038602","11","0","2","190","D","12","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04038882","16","0","1","110","D","01","D","572","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04038942","8","0","1","110","D","02","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04039112","10","0","1","220","D","02","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04040572","2","0","1","210","D","01","D","","H","110","D","200","D","100","D","","A","","A","","A","","A","","A","","","A"
"20191","04040572","2","1","1","110","D","01","D","30","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04040572","2","2","1","200","D","01","D","22","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04040572","2","3","1","100","D","01","D","25","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04040572","3","0","1","210","D","02","D","","H","110","D","200","D","100","D","","A","","A","","A","","A","","A","","","A"
"20191","04040572","3","1","1","110","D","02","D","30","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04040572","3","2","1","200","D","02","D","22","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04040572","3","3","1","100","D","02","D","25","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04040572","4","0","2","210","D","12","D","","H","110","D","200","D","100","D","","A","","A","","A","","A","","A","","","A"
"20191","04040572","4","1","2","110","D","12","D","30","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04040572","4","2","2","200","D","12","D","22","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04040572","4","3","2","100","D","12","D","25","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04040872","10","0","1","100","D","02","D","130","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041002","2","0","1","200","D","12","D","61","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041002","3","0","1","200","D","01","D","61","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041002","4","0","1","200","D","02","D","61","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041142","3","0","1","190","D","01","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041152","4","0","1","190","D","01","D","140","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041172","22","0","1","200","D","02","D","389","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041212","18","0","1","190","D","12","D","184","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041422","16","0","2","130","D","12","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","2","A"
"20191","04041464","18","0","1","190","D","01","D","48","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041622","5","0","1","220","D","01","D","324","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041622","6","0","1","220","D","02","D","324","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041622","7","0","1","110","D","12","D","151","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041622","8","0","1","110","D","01","D","151","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041622","9","0","1","110","D","02","D","151","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041622","10","0","2","120","D","12","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041652","1","0","1","190","D","02","D","52","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041692","1","0","1","200","D","12","D","3675","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041722","8","0","2","220","D","12","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04041932","7","0","1","190","D","02","D","85","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04042452","8","0","1","210","D","12","D","","H","100","D","210","D","110","D","","A","","A","","A","","A","","A","","","A"
"20191","04042452","8","1","1","100","D","12","D","56","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04042452","8","2","1","110","D","12","D","67","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04042452","8","3","1","190","D","12","D","50","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04042452","8","4","1","200","D","12","D","51","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04042522","4","0","1","220","D","12","D","106","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04042552","24","0","1","190","D","01","D","130","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04042552","25","0","1","200","D","01","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04042622","11","0","1","110","D","01","D","38","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04042622","12","0","1","130","D","02","D","85","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04042622","13","0","2","190","D","12","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04042642","15","0","1","110","D","02","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04042642","16","0","1","190","D","01","D","325","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04043182","8","0","2","200","D","12","D","72","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04043472","4","0","1","210","D","01","D","","H","200","D","110","D","","A","","A","","A","","A","","A","","A","","","A"
"20191","04043472","4","1","1","200","D","01","D","13","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04043472","4","2","1","110","D","01","D","17","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04043472","5","0","1","210","D","02","D","","H","200","D","110","D","","A","","A","","A","","A","","A","","A","","","A"
"20191","04043472","5","1","1","200","D","02","D","13","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04043472","5","2","1","110","D","02","D","17","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04043472","6","0","2","210","D","12","D","","H","200","D","110","D","","A","","A","","A","","A","","A","","A","","","A"
"20191","04043472","6","1","2","200","D","12","D","9","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04043472","6","2","2","110","D","12","D","13","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04044342","8","0","1","200","D","02","D","96","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04044402","10","0","1","110","D","12","D","107","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04044452","13","0","1","220","D","12","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04044572","10","0","1","190","D","12","D","37","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04044572","11","0","1","190","D","01","D","37","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04044572","12","0","1","190","D","02","D","37","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04045112","8","0","2","190","D","12","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04045182","5","0","1","220","D","02","D","102","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04045663","12","0","1","190","D","12","D","98","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04045663","13","0","1","190","D","02","D","98","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04045952","24","0","1","120","D","01","D","306","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04045952","25","0","1","190","D","02","D","235","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04045952","26","0","1","200","D","12","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04045952","27","0","1","190","D","12","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04045952","28","0","1","190","D","01","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04045952","29","0","1","190","D","02","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04045952","30","0","1","110","D","01","D","165","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04046122","4","0","1","220","D","01","D","99","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04046372","25","0","1","110","D","12","D","155","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04046372","26","0","1","110","D","01","D","155","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04046372","27","0","1","110","D","02","D","155","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04046492","5","0","1","190","D","12","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04046982","10","0","1","210","D","02","D","","H","210","D","190","D","","A","","A","","A","","A","","A","","A","","","A"
"20191","04046982","10","1","1","100","D","02","D","48","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04046982","10","2","1","190","D","02","D","41","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04047822","15","0","1","190","D","02","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04048232","2","0","1","110","D","02","D","700","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04048292","6","0","1","200","D","12","D","191","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04048292","7","0","1","200","D","01","D","410","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04048542","10","0","2","200","D","12","D","69","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04048572","6","0","1","110","D","02","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04069481","5","0","1","150","D","12","D","82","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04069851","7","0","1","190","D","11","D","55","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04069881","4","0","1","200","D","10","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04069961","7","0","1","190","D","11","D","179","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04070201","5","0","1","220","D","11","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04070321","6","0","1","200","D","10","D","165","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04070361","3","0","1","200","D","10","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04070371","6","0","1","190","D","10","D","180","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04070371","7","0","1","200","D","10","D","270","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04070971","5","0","1","220","D","12","D","206","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071151","6","0","1","190","D","10","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071151","7","0","1","190","D","11","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071151","8","0","1","190","D","12","D","16","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071251","3","0","1","200","D","10","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071251","4","0","1","200","D","11","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071251","5","0","1","200","D","12","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071311","12","0","1","130","D","10","D","213","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071391","2","0","1","190","D","10","D","27","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071501","13","0","1","190","D","10","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071501","14","0","1","190","D","12","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071531","6","0","1","200","D","11","D","848","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071601","2","0","1","190","D","11","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071611","15","0","1","190","D","10","D","99","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071741","14","0","1","120","D","12","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071761","9","0","1","200","D","11","D","176","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071861","5","0","1","210","D","10","D","","H","210","D","110","D","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071861","5","1","1","110","D","10","D","87","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071861","5","2","1","120","D","10","D","47","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071861","5","3","1","190","D","10","D","65","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20191","04071861","5","4","1","200","D","10","D","65","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
