"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CLOTHYD","CLOTHYD_","CLSVGFTC","CLSV_FTC","CLOTHMOD","CLOT_MOD","CLSRVCX","CLSRVCX_","CLOTHD1","CLOTHD1_","CLOTHD2","CLOTHD2_","CLOTHD3","CLOTHD3_","CLOTHD4","CLOTHD4_","CLOTHD5","CLOTHD5_","CLOTHD6","CLOTHD6_","CLOTHD7","CLOTHD7_","CLOTHD8","CLOTHD8_","CLOTHD9","CLOTHD9_"
"20192","03973304","6","0","1","450","D","1","D","03","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03973754","5","0","1","470","D","1","D","04","D","95","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03973914","4","0","1","450","D","1","D","04","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03974204","8","0","1","450","D","1","D","02","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03974204","9","0","2","460","D","1","D","02","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03974574","2","0","1","450","D","1","D","04","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03975024","4","0","1","470","D","1","D","04","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03975044","7","0","1","450","D","1","D","02","D","4","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03985484","7","0","1","450","D","1","D","05","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03986154","9","0","1","450","D","1","D","04","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03986254","5","0","1","460","D","1","D","05","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03986414","4","0","1","470","D","1","D","04","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03987164","3","0","1","450","D","1","D","05","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03987684","13","0","1","460","D","1","D","05","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03987774","2","0","1","450","D","1","D","04","D","53","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03990674","2","0","1","450","D","1","D","04","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03990844","6","0","1","450","D","2","D","05","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03992894","3","0","1","450","D","1","D","03","D","27","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03993194","6","0","1","460","D","1","D","03","D","16","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03993964","7","0","1","480","D","2","D","04","D","279","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03995894","5","0","1","500","D","1","D","04","D","","H","500","D","450","D","","A","","A","","A","","A","","A","","A","","A"
"20192","03995894","5","1","1","450","D","1","D","04","D","15","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03995894","5","2","1","460","D","1","D","04","D","39","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04007023","4","0","1","470","D","1","D","02","D","55","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04007603","3","0","1","460","D","1","D","03","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04008113","1","0","1","450","D","1","D","01","D","29","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04008763","10","0","1","450","D","1","D","03","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04009213","11","0","1","450","D","1","D","01","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04009213","12","0","1","470","D","1","D","01","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04009893","5","0","1","470","D","1","D","01","D","270","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04010103","3","0","1","450","D","1","D","03","D","11","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04010823","5","0","1","450","D","1","D","03","D","23","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04011113","4","0","1","450","D","1","D","03","D","9","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04011673","7","0","1","460","D","1","D","03","D","22","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04012263","3","0","1","470","D","1","D","03","D","110","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04012753","6","0","1","460","D","1","D","03","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04012833","4","0","1","450","D","1","D","02","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04012833","5","0","1","470","D","1","D","01","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04012923","1","0","1","450","D","1","D","03","D","16","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04014273","4","0","1","480","D","1","D","01","D","174","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04014273","5","0","1","480","D","1","D","02","D","174","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04015603","7","0","1","490","D","1","D","01","D","225","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04015603","8","0","1","490","D","1","D","02","D","232","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04015603","9","0","1","490","D","1","D","03","D","232","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04015603","10","0","2","460","D","1","D","01","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04015723","4","0","2","450","D","1","D","01","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04016343","5","0","1","460","D","1","D","03","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04016343","6","0","1","470","D","1","D","02","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04016413","3","0","1","460","D","1","D","01","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04017033","11","0","1","460","D","1","D","02","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04017113","19","0","1","460","D","1","D","03","D","89","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04017143","10","0","1","450","D","1","D","01","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04017143","11","0","1","460","D","1","D","03","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04029033","3","0","2","450","D","1","D","02","D","225","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04029403","5","0","1","470","D","1","D","03","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04029403","6","0","2","470","D","1","D","02","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04030503","7","0","1","470","D","1","D","04","D","22","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04032153","5","0","1","450","D","1","D","02","D","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04032163","5","0","1","450","D","1","D","03","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04034083","15","0","1","450","D","1","D","04","D","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04034253","3","0","1","450","D","1","D","02","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04034733","3","0","1","450","D","1","D","04","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04035023","1","0","1","450","D","1","D","04","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04035083","1","0","1","470","D","1","D","03","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04036483","8","0","1","470","D","1","D","04","D","14","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04036863","10","0","1","470","D","1","D","04","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04037873","2","0","1","470","D","1","D","03","D","107","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04038223","2","0","1","470","D","1","D","04","D","30","F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04038603","4","0","1","460","D","1","D","05","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04038703","16","0","1","470","D","1","D","04","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04039443","4","0","2","450","D","1","D","03","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04039633","3","0","1","470","D","1","D","04","D","95","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04040143","6","0","1","490","D","1","D","03","D","420","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04040283","5","0","1","460","D","1","D","04","D","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04040833","6","0","2","470","D","1","D","03","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04041143","4","0","2","450","D","1","D","03","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04041753","2","0","2","470","D","1","D","03","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04041883","4","0","1","480","D","1","D","04","D","140","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04042023","2","0","1","450","D","1","D","04","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04042553","21","0","1","450","D","1","D","03","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04043433","5","0","1","470","D","1","D","04","D","24","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04043523","4","0","2","460","D","1","D","03","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04044673","10","0","1","470","D","1","D","05","D","115","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04045333","9","0","1","470","D","1","D","05","D","21","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04046373","8","0","1","450","D","1","D","04","D","62","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04046373","9","0","2","450","D","1","D","03","D","103","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04047123","5","0","1","470","D","1","D","05","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04047823","10","0","1","450","D","1","D","04","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04048573","3","0","2","460","D","1","D","03","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04069562","12","0","1","470","D","1","D","03","D","51","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04069922","7","0","1","460","D","1","D","03","D","14","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04070232","3","0","1","450","D","1","D","03","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04070452","12","0","1","450","D","1","D","02","D","23","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04070972","3","0","1","470","D","1","D","02","D","21","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04071342","2","0","1","450","D","1","D","01","D","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04071652","6","0","1","460","D","1","D","02","D","22","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04071782","3","0","1","450","D","1","D","02","D","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04071992","7","0","2","490","D","1","D","01","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04072552","6","0","1","450","D","1","D","02","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04072602","1","0","1","470","D","1","D","03","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04072762","4","0","1","450","D","1","D","01","D","54","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04072832","2","0","2","450","D","1","D","01","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04072952","1","0","1","490","D","1","D","01","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04073412","3","0","1","460","D","1","D","01","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04073452","6","0","1","460","D","1","D","03","D","41","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04073602","9","0","2","490","D","1","D","01","D","118","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04075992","8","0","1","460","D","1","D","02","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04076352","2","0","1","470","D","1","D","02","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04076532","7","0","1","450","D","1","D","03","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04076532","8","0","2","450","D","1","D","01","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04076532","9","0","2","470","D","1","D","01","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04077732","4","0","1","450","D","1","D","03","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04077832","7","0","1","470","D","1","D","03","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04078422","2","0","2","460","D","1","D","01","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04078462","8","0","1","450","D","1","D","03","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04078462","9","0","1","450","D","1","D","03","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04078462","10","0","1","450","D","1","D","03","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04078482","11","0","1","450","D","1","D","03","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04078522","4","0","1","470","D","1","D","03","D","495","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04078612","3","0","1","470","D","1","D","01","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04078622","6","0","1","450","D","1","D","03","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04079102","2","0","1","470","D","1","D","02","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04079322","13","0","1","450","D","1","D","03","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04079322","14","0","2","450","D","1","D","01","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04080002","15","0","1","450","D","1","D","03","D","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04080032","3","0","1","470","D","1","D","01","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04090542","3","0","1","460","D","1","D","04","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04091092","7","0","1","450","D","1","D","03","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04091092","8","0","1","460","D","1","D","04","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04092062","2","0","1","460","D","1","D","03","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04092522","5","0","1","450","D","1","D","04","D","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04092562","8","0","1","450","D","1","D","04","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04092912","9","0","1","470","D","1","D","02","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04093082","6","0","1","450","D","1","D","02","D","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04093222","11","0","1","470","D","1","D","04","D","17","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04093262","4","0","1","450","D","1","D","03","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04093892","5","0","1","470","D","1","D","04","D","129","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04094444","5","0","1","470","D","1","D","03","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04094444","6","0","2","470","D","1","D","02","D","5","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04094702","9","0","1","470","D","1","D","02","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04095072","2","0","1","470","D","1","D","02","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04095222","4","0","2","450","D","1","D","02","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04096352","7","0","1","460","D","1","D","04","D","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04097142","4","0","1","460","D","1","D","04","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04097422","5","0","1","480","D","1","D","02","D","28","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04097422","6","0","1","480","D","1","D","03","D","28","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04097422","7","0","1","480","D","1","D","04","D","28","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04097922","5","0","1","450","D","1","D","03","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04098842","3","0","1","450","D","1","D","03","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04098882","3","0","1","470","D","1","D","04","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04099022","4","0","1","450","D","1","D","04","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04099222","6","0","1","460","D","1","D","04","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04099242","10","0","1","450","D","1","D","04","D","16","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04100432","5","0","1","450","D","1","D","03","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04100702","5","0","1","460","D","1","D","04","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04100802","13","0","1","450","D","1","D","03","D","55","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04100832","3","0","1","450","D","1","D","04","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04101402","7","0","1","450","D","1","D","03","D","62","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102122","14","0","1","450","D","1","D","05","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102782","5","0","1","450","D","1","D","05","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102812","8","0","1","450","D","1","D","04","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102812","9","0","2","450","D","1","D","03","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102942","1","0","1","470","D","1","D","05","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04103382","2","0","1","470","D","1","D","05","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04103632","3","0","1","450","D","1","D","05","D","180","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04103802","6","0","1","470","D","1","D","04","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04104282","8","0","1","470","D","1","D","03","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04105482","5","0","1","450","D","1","D","05","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04105992","5","0","1","450","D","1","D","04","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04105992","6","0","1","470","D","1","D","04","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04106502","13","0","1","450","D","1","D","05","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04106562","3","0","1","460","D","1","D","05","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04106562","4","0","1","470","D","1","D","05","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04107483","5","0","1","450","D","1","D","04","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04109692","4","0","1","470","D","1","D","04","D","5","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04110432","1","0","1","460","D","1","D","05","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04110872","7","0","1","450","D","1","D","05","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04110992","12","0","1","450","D","1","D","04","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04111322","4","0","1","470","D","1","D","05","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04172771","14","0","1","460","D","1","D","01","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04172771","15","0","1","460","D","1","D","02","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04173001","8","0","1","460","D","1","D","02","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04173671","9","0","1","450","D","1","D","03","D","72","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04174001","6","0","1","470","D","1","D","02","D","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04174111","7","0","1","470","D","1","D","02","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04174381","8","0","1","450","D","1","D","02","D","110","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04174521","2","0","1","470","D","1","D","03","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04174531","5","0","1","470","D","1","D","01","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175061","4","0","1","450","D","1","D","02","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175084","3","0","1","470","D","1","D","01","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175241","1","0","1","450","D","1","D","01","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175671","4","0","1","480","D","1","D","01","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175671","5","0","1","480","D","1","D","02","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175671","6","0","1","480","D","1","D","03","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176401","17","0","1","450","D","1","D","02","D","26","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176664","12","0","1","460","D","1","D","01","D","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176811","3","0","1","470","D","1","D","02","D","5","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04178441","3","0","1","450","D","1","D","03","D","87","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04178821","6","0","1","450","D","1","D","01","D","39","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04178821","7","0","1","470","D","1","D","01","D","725","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179201","5","0","1","450","D","1","D","01","D","56","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04180281","4","0","1","470","D","1","D","03","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04180381","2","0","1","460","D","1","D","02","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04180381","3","0","1","470","D","1","D","03","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04181201","1","0","1","470","D","1","D","03","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04182091","10","0","1","450","D","1","D","03","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04182431","9","0","1","450","D","1","D","03","D","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04182551","3","0","1","470","D","1","D","03","D","159","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04182991","2","0","1","450","D","1","D","02","D","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04183121","1","0","1","470","D","1","D","01","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04184991","2","0","1","470","D","1","D","03","D","26","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04185451","4","0","1","450","D","1","D","03","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04186901","3","0","1","450","D","1","D","03","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187301","4","0","1","450","D","1","D","04","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187461","1","0","1","460","D","1","D","03","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187921","6","0","1","450","D","1","D","04","D","33","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04188051","5","0","1","450","D","1","D","02","D","28","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04188541","4","0","1","450","D","1","D","03","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04188781","7","0","1","460","D","1","D","04","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04189171","1","0","1","470","D","1","D","04","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04189501","3","0","1","450","D","1","D","03","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04189501","4","0","1","460","D","1","D","02","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04189791","3","0","1","470","D","1","D","04","D","7","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04190051","3","0","1","460","D","1","D","03","D","18","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04190181","2","0","1","470","D","1","D","03","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04190991","11","0","1","460","D","1","D","03","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04191201","3","0","1","470","D","1","D","03","D","5","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04191281","8","0","1","450","D","1","D","03","D","27","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04191691","8","0","1","450","D","1","D","04","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04192031","3","0","1","450","D","1","D","03","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04192141","12","0","1","450","D","1","D","02","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04192141","13","0","1","450","D","1","D","03","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04192141","14","0","1","450","D","1","D","04","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04192941","5","0","1","470","D","1","D","04","D","62","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04193411","3","0","1","470","D","1","D","03","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04193751","4","0","1","450","D","1","D","02","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
