"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOH","PROP0NOH","OWNYH","OWNYH_","PAIDLOAN","PAID_OAN","PRIMPLUS","PRIM_LUS","JINTPDX","JINTPDX_","JLCPRINX","JLCP_INX","LOAN_NOH","LOAN0NOH","TOTOWED","TOTOWED_"
"20192","04073192","56","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04073642","23","0","5","01","D","100","D","1","D","0.0675","D","287","D","-62","D","01","D","17000","D"
"20192","04073952","27","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04074202","41","0","5","01","D","100","D","1","D","0.0675","D","1688","D","2812","D","01","D","100000","D"
"20192","04074522","18","0","5","01","D","100","D","1","D","0.0675","D","484","D","1130","D","01","D","28695","D"
"20192","04075082","21","0","5","01","D","100","D","1","D","0.0675","D","1013","D","37","D","01","D","60000","D"
"20192","04076012","52","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04076192","14","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04076662","22","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04079532","12","0","1","01","D","100","D","1","D","0.0675","D","118","D","218","D","01","D","7000","D"
"20192","04091042","31","0","5","01","D","100","D","1","D","0.0675","D","321","D","4929","D","01","D","19000","D"
"20192","04091662","22","0","1","01","D","100","D","1","D","0.0675","D","1181","D","1819","D","01","D","70000","D"
"20192","04091682","46","0","5","01","D","100","D","1","D","0.0675","D","1688","D","112","D","01","D","100000","D"
"20192","04092552","44","0","5","01","D","100","D","1","D","0.0675","D","489","D","810","D","01","D","29000","D"
"20192","04092862","33","0","5","01","D","100","D","1","D","0.0675","D","321","D","150","D","01","D","19000","D"
"20192","04092912","48","0","5","01","D","100","D","1","D","0.0675","D","371","D","229","D","01","D","22000","D"
"20192","04093032","19","0","1","01","D","100","D","1","D","0.0675","D","422","F","628","F","01","D","25000","F"
"20192","04093202","16","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04093542","17","0","5","01","D","100","D","1","D","0.0675","D","88","D","5912","D","01","D","5200","D"
"20192","04094672","16","0","5","01","D","100","D","1","D","0.0675","D","253","F","647","F","01","D","15000","F"
"20192","04095252","43","0","5","01","D","100","D","1","D","0.0675","D","338","D","22","D","01","D","20000","D"
"20192","04095442","32","0","5","01","D","100","D","1","D","0.0675","D","2025","D","288","D","01","D","120000","D"
"20192","04095762","25","0","5","01","D","100","D","1","D","0.0675","D","675","D","75","D","01","D","40000","D"
"20192","04095982","50","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","99400","D"
"20192","04096242","18","0","5","01","D","100","D","1","D","0.0675","D","506","D","994","D","01","D","30000","D"
"20192","04096462","32","0","5","01","D","100","D","1","D","0.0675","D","1823","D","127","D","01","D","108000","D"
"20192","04097132","36","0","1","01","D","100","D","1","D","0.0675","D","2025","D","1755","D","01","D","120000","D"
"20192","04097142","20","0","1","01","D","100","D","1","D","0.0675","D","506","D","-26","D","01","D","30000","D"
"20192","04097522","29","0","5","01","D","100","D","1","D","0.0675","D","388","D","1412","D","01","D","23000","D"
"20192","04097742","46","0","5","01","D","100","D","1","D","0.0675","D","705","D","1533","D","01","D","41795","D"
"20192","04098312","23","0","1","01","D","100","D","1","D","0.0675","D","726","F","204","F","01","D","43000","F"
"20192","04099172","24","0","5","01","D","100","D","1","D","0.0675","D","6","D","354","D","01","D","360","D"
"20192","04099242","28","0","1","01","D","100","D","1","D","0.0675","D","44","F","6956","F","01","D","2600","F"
"20192","04099252","27","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04099992","43","0","5","01","D","100","D","1","D","0.0675","D","147","D","1353","D","01","D","8697","D"
"20192","04100102","17","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04100992","42","0","5","01","D","100","D","1","D","0.0675","D","931","D","2229","D","01","D","55160","D"
"20192","04101052","20","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04101742","34","0","5","01","D","100","D","1","D","0.0675","D","479","D","421","D","01","D","28368","D"
"20192","04102022","15","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","173683","D"
"20192","04102122","42","0","5","01","D","100","D","1","D","0.0675","D","422","D","103","D","01","D","25000","D"
"20192","04102252","21","0","5","01","D","100","D","1","D","0.0675","D","928","F","752","F","01","D","55000","F"
"20192","04102992","20","0","5","01","D","100","D","1","D","0.0675","D","197","D","103","D","01","D","11698","D"
"20192","04103012","30","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04104232","32","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04104332","31","0","5","01","D","100","D","1","D","0.0675","D","793","D","107","D","01","D","47000","D"
"20192","04105422","29","0","5","01","D","100","D","1","D","0.0675","D","371","D","2629","D","01","D","22000","D"
"20192","04105422","30","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","02","D","0","D"
"20192","04105692","20","0","5","01","D","100","D","1","D","0.0675","D","236","F","1164","F","01","D","14000","F"
"20192","04106472","27","0","5","01","D","100","D","1","D","0.0675","D","675","F","75","F","01","D","40000","F"
"20192","04106492","10","0","1","01","D","100","D","1","D","0.0675","D","169","F","1614","F","01","D","10000","F"
"20192","04106562","22","0","1","01","D","100","D","1","D","0.0675","D","169","D","1614","D","01","D","10000","D"
"20192","04106832","34","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","24000","D"
"20192","04107872","16","0","5","01","D","100","D","1","D","0.0675","D","5906","D","94","D","01","D","339362","T"
"20192","04107922","21","0","5","01","D","100","D","1","D","0.0675","D","1181","D","619","D","01","D","70000","D"
"20192","04108882","28","0","5","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","47500","D"
"20192","04110042","28","0","5","01","D","100","D","1","D","0.0675","D","34","D","716","D","01","D","2000","D"
"20192","04111062","21","0","5","01","D","100","D","1","D","0.0675","D","928","F","1007","F","01","D","55000","F"
"20192","04172711","10","0","1","01","D","100","D","1","D","0.0675","D","1654","D","-154","D","01","D","98000","D"
"20192","04174101","12","0","1","01","D","100","D","","C","0.0675","D","321","F","579","F","01","D","19000","F"
"20192","04174521","11","0","1","01","D","100","D","1","D","0.0675","D","321","D","579","D","01","D","19000","D"
"20192","04174921","31","0","1","01","D","100","D","1","D","0.0675","D","287","D","-107","D","01","D","17000","D"
"20192","04175261","27","0","1","01","D","100","D","1","D","0.0675","D","76","D","74","D","01","D","4500","D"
"20192","04176981","32","0","1","01","D","100","D","1","D","0.0675","D","506","F","994","F","01","D","30000","F"
"20192","04178531","9","0","1","01","D","100","D","2","D","0.0675","D","2194","F","506","F","01","D","130000","F"
"20192","04180261","19","0","1","01","D","100","D","1","D","0.0675","D","1738","D","950","D","01","D","102988","D"
"20192","04180301","17","0","1","01","D","100","D","1","D","0.0675","D","1131","D","3869","D","01","D","67000","D"
"20192","04181491","17","0","1","01","D","100","D","1","D","0.0675","D","338","D","712","D","01","D","20000","D"
"20192","04181711","22","0","1","01","D","100","D","1","D","0.0675","D","1823","F","127","F","01","D","108000","F"
"20192","04181781","18","0","1","01","D","100","D","1","D","0.0675","D","1013","D","10987","D","01","D","60000","D"
"20192","04181951","36","0","1","01","D","100","D","1","D","0.0675","D","1350","D","-825","D","01","D","80000","D"
"20192","04182281","8","0","1","01","D","100","D","1","D","0.0675","D","3038","D","-728","D","01","D","180000","D"
"20192","04182631","15","0","1","01","D","100","D","1","D","0.0675","D","489","D","5511","D","01","D","29000","D"
"20192","04182801","8","0","1","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","19000","D"
"20192","04182971","24","0","1","01","D","100","D","1","D","0.0675","D","2363","D","-563","D","01","D","140000","D"
"20192","04184201","16","0","1","01","D","100","D","1","D","0.0675","D","101","D","349","D","01","D","6000","D"
"20192","04184511","20","0","1","01","D","100","D","1","D","0.0675","D","424","D","26","D","01","D","25150","D"
"20192","04184891","18","0","1","01","D","100","D","1","D","0.0675","D","1181","D","-281","D","01","D","70000","D"
"20192","04186571","31","0","1","01","D","100","D","1","D","0.0675","D","95","D","2405","D","01","D","5600","D"
"20192","04186591","18","0","1","01","D","100","D","1","D","0.0675","D","371","D","1129","D","01","D","22000","D"
"20192","04186861","45","0","1","01","D","100","D","1","D","0.0675","D","2363","D","-263","D","01","D","140000","D"
"20192","04187051","20","0","1","01","D","100","D","1","D","0.0675","D","506","D","544","D","01","D","30000","D"
"20192","04188141","13","0","1","01","D","100","D","1","D","0.0675","D","203","D","6997","D","01","D","12000","D"
"20192","04188241","17","0","1","01","D","100","D","1","D","0.0675","D","799","F","110","F","01","D","47338","F"
"20192","04188781","32","0","1","01","D","100","D","1","D","0.0675","D","979","D","1921","D","01","D","58000","D"
"20192","04189231","53","0","1","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04189231","54","0","1","01","D","100","D","2","D","0.0675","D","","A","","A","02","D","0","D"
"20192","04190581","12","0","1","01","D","100","D","1","D","0.0675","D","1232","D","-734","D","01","D","73000","D"
"20192","04190921","13","0","1","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04191431","9","0","1","01","D","100","D","1","D","0.0675","D","844","D","206","D","01","D","50000","D"
"20192","04192361","14","0","1","01","D","100","D","1","D","0.0675","D","1114","D","836","D","01","D","66000","D"
"20192","04192421","13","0","1","01","D","100","D","1","D","0.0675","D","1671","D","-621","D","01","D","99000","D"
"20192","04193221","27","0","1","01","D","100","D","1","D","0.0675","D","3375","D","-675","D","01","D","200000","D"
"20192","04193411","29","0","1","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04194201","32","0","1","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","0","D"
"20192","04197961","30","0","1","01","D","100","D","2","D","0.0675","D","","A","","A","01","D","15000","D"
"20192","04198331","16","0","1","01","D","100","D","1","D","0.0675","D","1553","D","727","D","01","D","92000","D"
"20192","04199251","20","0","1","01","D","100","D","1","D","0.0675","D","675","D","375","D","01","D","40000","D"
"20192","04199911","31","0","1","01","D","100","D","1","D","0.0675","D","769","D","2231","D","01","D","45575","D"
"20192","04200041","17","0","1","01","D","100","D","1","D","0.0675","D","910","D","435","D","01","D","53903","D"
"20192","04200521","15","0","1","01","D","100","D","1","D","0.0675","D","3","D","147","D","01","D","150","D"
"20192","04200941","7","0","1","01","D","100","D","1","D","0.0675","D","709","D","1193","D","01","D","42000","D"
"20192","04201891","27","0","1","01","D","100","D","1","D","0.0675","D","388","D","1412","D","01","D","23000","D"
"20192","04202361","19","0","1","01","D","100","D","1","D","0.0675","D","192","D","75","D","01","D","11400","D"
"20192","04202381","15","0","1","01","D","100","D","1","D","0.0675","D","1316","D","-56","D","01","D","78000","D"
"20192","04202921","13","0","1","01","D","100","D","1","D","0.0675","D","363","D","327","D","01","D","21500","D"
"20192","04204571","15","0","1","01","D","100","D","1","D","0.0675","D","42","D","159","D","01","D","2500","D"
"20193","04006694","20","0","5","01","D","100","D","1","D","0.0650","D","244","D","656","D","01","D","15000","D"
"20193","04006774","44","0","5","01","D","100","D","1","D","0.0650","D","1089","D","561","D","01","D","67000","D"
"20193","04007604","22","0","5","01","D","100","D","1","D","0.0650","D","195","D","405","D","01","D","12000","D"
"20193","04009274","16","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","53000","D"
"20193","04010274","22","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","58000","D"
"20193","04010884","14","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04011524","49","0","5","01","D","100","D","1","D","0.0650","D","325","D","-52","D","01","D","20000","D"
"20193","04011524","50","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","02","D","0","D"
"20193","04011964","21","0","5","01","D","100","D","1","D","0.0650","D","488","D","712","D","01","D","30000","D"
"20193","04012474","20","0","5","01","D","100","D","1","D","0.0650","D","406","D","194","D","01","D","25000","D"
"20193","04013674","22","0","5","01","D","100","D","1","D","0.0650","D","26","F","274","F","01","D","1600","F"
"20193","04014694","36","0","5","01","D","100","D","1","D","0.0650","D","488","D","1012","D","01","D","30000","D"
"20193","04015024","31","0","5","01","D","100","D","1","D","0.0650","D","179","D","421","D","01","D","11000","D"
"20193","04015194","29","0","5","01","D","100","D","1","D","0.0650","D","731","D","-131","D","01","D","45000","D"
"20193","04015214","17","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04015224","27","0","5","01","D","100","D","1","D","0.0650","D","41","D","3424","D","01","D","2500","D"
"20193","04015364","24","0","5","01","D","100","D","1","D","0.0650","D","231","D","1269","D","01","D","14200","D"
"20193","04016624","25","0","5","01","D","100","D","1","D","0.0650","D","406","D","644","D","01","D","25000","D"
"20193","04016724","22","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04016724","23","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","02","D","0","D"
"20193","04017274","15","0","5","01","D","100","D","1","D","0.0650","D","1414","D","66","D","01","D","87000","D"
"20193","04028174","25","0","5","01","D","100","D","1","D","0.0650","D","57","D","243","D","01","D","3500","D"
"20193","04029784","54","0","5","01","D","100","D","1","D","0.0650","D","1016","D","184","D","01","D","62500","D"
"20193","04030614","51","0","5","01","D","100","D","1","D","0.0650","D","406","D","11594","D","01","D","25000","D"
"20193","04030744","30","0","5","01","D","100","D","1","D","0.0650","D","1138","D","1862","D","01","D","70000","D"
"20193","04031074","18","0","5","01","D","100","D","1","D","0.0650","D","3543","D","2457","D","01","D","218000","D"
"20193","04031674","30","0","5","01","D","100","D","1","D","0.0650","D","91","D","509","D","01","D","5600","D"
"20193","04034794","17","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04034844","25","0","5","01","D","100","D","1","D","0.0650","D","569","D","201","D","01","D","35000","D"
"20193","04035234","56","0","5","01","D","100","D","1","D","0.0650","D","829","D","2171","D","01","D","51000","D"
"20193","04035394","12","0","5","01","D","100","D","1","D","0.0650","D","18","D","1082","D","01","D","1100","D"
"20193","04037344","22","0","5","01","D","100","D","1","D","0.0650","D","634","D","1244","D","01","D","39000","D"
"20193","04037894","20","0","5","01","D","100","D","1","D","0.0650","D","390","D","75","D","01","D","24000","D"
"20193","04039114","94","0","5","01","D","100","D","1","D","0.0650","D","770","D","139","D","01","D","47400","D"
"20193","04039254","19","0","5","01","D","100","D","1","D","0.0650","D","2438","D","1162","D","01","D","150000","D"
"20193","04039264","28","0","5","01","D","100","D","1","D","0.0650","D","1284","D","216","D","01","D","79000","D"
"20193","04040544","33","0","5","01","D","100","D","1","D","0.0650","D","406","F","11594","F","01","D","25000","F"
"20193","04041424","61","0","5","01","D","100","D","1","D","0.0650","D","1186","D","2813","D","01","D","73000","D"
"20193","04041724","36","0","5","01","D","100","D","1","D","0.0650","D","423","D","1077","D","01","D","26000","D"
"20193","04042164","24","0","5","01","D","100","D","1","D","0.0650","D","0","F","15","F","01","D","15","F"
"20193","04042244","19","0","5","01","D","100","D","1","D","0.0650","D","2389","D","-250","D","01","D","147000","D"
"20193","04042524","36","0","5","01","D","100","D","1","D","0.0650","D","699","D","102","D","01","D","43007","D"
"20193","04042624","35","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04043394","17","0","5","01","D","100","D","1","D","0.0650","D","780","D","720","D","01","D","48000","D"
"20193","04043434","30","0","5","01","D","100","D","1","D","0.0650","D","3559","D","1346","D","01","D","219000","D"
"20193","04044664","21","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","104000","D"
"20193","04045374","22","0","5","01","D","100","D","1","D","0.0650","D","650","D","-200","D","01","D","40000","D"
"20193","04047134","37","0","5","01","D","100","D","1","D","0.0650","D","1836","D","1114","D","01","D","113000","D"
"20193","04047424","17","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04047504","56","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04048354","20","0","5","01","D","100","D","2","D","0.0650","D","239","F","5011","F","01","D","14700","F"
"20193","04048394","21","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04048634","20","0","5","01","D","100","D","1","D","0.0650","D","796","D","-96","D","01","D","49000","D"
"20193","04069663","29","0","5","01","D","100","D","1","D","0.0650","D","1706","D","4294","D","01","D","105000","D"
"20193","04069963","34","0","5","01","D","100","D","2","D","0.0650","D","244","F","21","F","01","D","15000","F"
"20193","04070463","44","0","5","01","D","100","D","1","D","0.0650","D","29","D","171","D","01","D","1800","D"
"20193","04071253","25","0","5","01","D","100","D","1","D","0.0650","D","1365","F","1635","F","01","D","84000","F"
"20193","04072823","21","0","5","02","D","300","D","1","D","0.0650","D","683","D","205","D","01","D","42000","D"
"20193","04073123","21","0","5","01","D","100","D","1","D","0.0650","D","62","D","2938","D","01","D","3800","D"
"20193","04073193","72","0","5","01","D","100","D","1","D","0.0650","D","65","D","802","D","01","D","4000","D"
"20193","04073953","27","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04074523","18","0","5","01","D","100","D","1","D","0.0650","D","445","D","1234","D","01","D","27372","D"
"20193","04075083","26","0","5","01","D","100","D","1","D","0.0650","D","601","F","299","F","01","D","37000","F"
"20193","04076013","78","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04076193","16","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04076663","28","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04091043","35","0","5","01","D","100","D","1","D","0.0650","D","239","D","5011","D","01","D","14700","D"
"20193","04091683","39","0","5","01","D","100","D","1","D","0.0650","D","2844","D","-1044","D","01","D","175000","D"
"20193","04092553","34","0","5","01","D","100","D","1","D","0.0650","D","423","D","876","D","01","D","26000","D"
"20193","04092573","38","0","5","01","D","100","D","1","D","0.0650","D","163","D","2012","D","01","D","10000","D"
"20193","04092863","40","0","5","01","D","100","D","1","D","0.0650","D","3","D","197","D","01","D","200","D"
"20193","04092913","45","0","5","01","D","100","D","1","D","0.0650","D","358","D","242","D","01","D","22000","D"
"20193","04093033","20","0","5","01","D","100","D","2","D","0.0650","D","796","F","3704","F","01","D","49000","F"
"20193","04093203","13","0","5","01","D","100","D","1","D","0.0650","D","29","D","121","D","01","D","1800","D"
"20193","04093543","18","0","5","01","D","100","D","1","D","0.0650","D","20","D","-2","D","01","D","1235","D"
"20193","04094673","19","0","5","01","D","100","D","1","D","0.0650","D","114","D","186","D","01","D","7000","D"
"20193","04095253","45","0","5","01","D","100","D","1","D","0.0650","D","390","D","-15","D","01","D","24000","D"
"20193","04095443","30","0","5","01","D","100","D","1","D","0.0650","D","406","F","644","F","01","D","25000","F"
"20193","04095763","23","0","5","01","D","100","D","1","D","0.0650","D","601","D","299","D","01","D","37000","D"
"20193","04095983","50","0","5","01","D","100","D","1","D","0.0650","D","1614","D","-124","D","01","D","99350","D"
"20193","04096463","35","0","5","01","D","100","D","1","D","0.0650","D","1901","D","-56","D","01","D","117000","D"
"20193","04097133","77","0","5","01","D","100","D","1","D","0.0650","D","5688","F","312","F","01","D","339362","V"
"20193","04097523","28","0","5","01","D","100","D","1","D","0.0650","D","520","D","1280","D","01","D","32000","D"
"20193","04097743","36","0","5","01","D","100","D","1","D","0.0650","D","650","D","1721","D","01","D","40000","D"
"20193","04099173","27","0","5","01","D","100","D","1","D","0.0650","D","1300","D","-400","D","01","D","80000","D"
"20193","04099253","20","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04099993","47","0","5","01","D","100","D","1","D","0.0650","D","127","D","1373","D","01","D","7788","D"
"20193","04100103","22","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","25000","D"
"20193","04100993","28","0","5","01","D","100","D","1","D","0.0650","D","926","D","3134","D","01","D","57000","D"
"20193","04101053","28","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04101743","28","0","5","01","D","100","D","1","D","0.0650","D","454","D","303","D","01","D","27928","D"
"20193","04102023","14","0","5","01","D","100","D","1","D","0.0650","D","11","D","681","D","01","D","692","D"
"20193","04102123","38","0","5","01","D","100","D","1","D","0.0650","D","414","D","-39","D","01","D","25500","D"
"20193","04102253","22","0","5","01","D","100","D","1","D","0.0650","D","882","D","990","D","01","D","54275","D"
"20193","04102993","27","0","5","01","D","100","D","1","D","0.0650","D","211","D","64","D","01","D","13000","D"
"20193","04103013","33","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04104233","33","0","5","01","D","100","D","1","D","0.0650","D","813","D","87","D","01","D","50000","D"
"20193","04104333","23","0","5","01","D","100","D","1","D","0.0650","D","731","D","169","D","01","D","45000","D"
"20193","04105423","40","0","5","01","D","100","D","1","D","0.0650","D","276","D","6724","D","01","D","17000","D"
"20193","04105423","41","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","02","D","0","D"
"20193","04105693","16","0","5","01","D","100","D","1","D","0.0650","D","445","F","1234","F","01","D","27372","F"
"20193","04106473","31","0","5","01","D","100","D","1","D","0.0650","D","488","D","2512","D","01","D","30000","D"
"20193","04106493","17","0","5","01","D","100","D","1","D","0.0650","D","650","F","-212","F","01","D","40000","F"
"20193","04106563","33","0","5","01","D","100","D","1","D","0.0650","D","138","D","1662","D","01","D","8500","D"
"20193","04106833","40","0","5","01","D","100","D","1","D","0.0650","D","0","D","15","D","01","D","15","D"
"20193","04107473","27","0","1","01","D","100","D","1","D","0.0650","D","293","D","607","D","01","D","18000","D"
"20193","04107873","22","0","5","01","D","100","D","1","D","0.0650","D","5688","D","312","D","01","D","339362","T"
"20193","04107923","26","0","5","01","D","100","D","1","D","0.0650","D","1105","D","695","D","01","D","68000","D"
"20193","04108883","22","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","47500","D"
"20193","04110043","22","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","199000","D"
"20193","04111063","21","0","5","01","D","100","D","1","D","0.0650","D","390","D","150","D","01","D","24000","D"
"20193","04111383","30","0","5","01","D","200","D","2","D","0.0650","D","","A","","A","01","D","339362","T"
"20193","04172712","21","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","99000","D"
"20193","04173362","15","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","50000","D"
"20193","04173832","26","0","1","01","D","100","D","1","D","0.0650","D","314","D","386","D","01","D","19300","D"
"20193","04174102","18","0","5","01","D","100","D","1","D","0.0650","D","569","F","201","F","01","D","35000","F"
"20193","04174522","12","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","19000","D"
"20193","04174922","41","0","5","01","D","100","D","1","D","0.0650","D","268","D","92","D","01","D","16500","D"
"20193","04175262","41","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","4500","D"
"20193","04179462","17","0","1","01","D","100","D","1","D","0.0650","D","861","D","-501","D","01","D","53000","D"
"20193","04180262","33","0","5","01","D","100","D","1","D","0.0650","D","471","D","654","D","01","D","29000","D"
"20193","04180302","30","0","5","01","D","100","D","1","D","0.0650","D","1268","D","1732","D","01","D","78000","D"
"20193","04181492","16","0","5","01","D","100","D","1","D","0.0650","D","1105","F","695","F","01","D","68000","F"
"20193","04181612","25","0","5","01","D","100","D","1","D","0.0650","D","158","D","142","D","01","D","9700","D"
"20193","04181712","30","0","5","01","D","100","D","1","D","0.0650","D","244","F","866","F","01","D","15000","F"
"20193","04181782","21","0","5","01","D","100","D","1","D","0.0650","D","1008","D","10992","D","01","D","62000","D"
"20193","04181952","32","0","5","01","D","100","D","1","D","0.0650","D","1300","D","250","D","01","D","80000","D"
"20193","04182032","22","0","1","01","D","100","D","1","D","0.0650","D","1427","D","-787","D","01","D","87800","D"
"20193","04182282","12","0","5","01","D","100","D","1","D","0.0650","D","2600","D","-344","D","01","D","160000","D"
"20193","04182632","26","0","5","01","D","100","D","1","D","0.0650","D","650","D","2350","D","01","D","40000","D"
"20193","04182802","19","0","5","01","D","100","D","2","D","0.0650","D","4412","F","-812","F","01","D","339362","V"
"20193","04182972","23","0","5","01","D","100","D","1","D","0.0650","D","2438","D","-638","D","01","D","150000","D"
"20193","04184202","26","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04184512","33","0","5","01","D","100","D","1","D","0.0650","D","2275","D","3725","D","01","D","140000","D"
"20193","04184892","28","0","5","01","D","100","D","1","D","0.0650","D","114","F","186","F","01","D","7000","F"
"20193","04186572","40","0","5","01","D","100","D","1","D","0.0650","D","46","D","1454","D","01","D","2826","D"
"20193","04186592","21","0","5","01","D","100","D","1","D","0.0650","D","341","D","844","D","01","D","21000","D"
"20193","04186782","24","0","1","01","D","100","D","1","D","0.0650","D","276","D","399","D","01","D","17000","D"
"20193","04186862","50","0","5","01","D","100","D","1","D","0.0650","D","2113","D","287","D","01","D","130000","D"
"20193","04187052","25","0","5","01","D","100","D","1","D","0.0650","D","471","D","629","D","01","D","29000","D"
"20193","04188142","18","0","5","01","D","100","D","2","D","0.0650","D","1089","F","561","F","01","D","67000","F"
"20193","04188782","33","0","5","01","D","100","D","1","D","0.0650","D","959","D","841","D","01","D","59000","D"
"20193","04189232","76","0","5","01","D","100","D","1","D","0.0650","D","0","D","0","D","01","D","0","D"
"20193","04189232","77","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","02","D","0","D"
"20193","04190582","18","0","5","01","D","100","D","1","D","0.0650","D","699","F","201","F","01","D","43000","F"
"20193","04190922","32","0","5","01","D","100","D","1","D","0.0650","D","62","D","1738","D","01","D","3800","D"
"20193","04191432","13","0","5","01","D","100","D","1","D","0.0650","D","163","F","-23","F","01","D","10000","F"
"20193","04193412","36","0","5","01","D","100","D","1","D","0.0650","D","3900","D","43813","T","01","D","339362","T"
"20193","04194202","58","0","5","01","D","100","D","1","D","0.0650","D","407","D","-216","D","01","D","25074","D"
"20193","04194702","29","0","1","01","D","100","D","1","D","0.0650","D","358","F","242","F","01","D","22000","F"
"20193","04198332","27","0","5","01","D","100","D","1","D","0.0650","D","1463","D","796","D","01","D","90000","D"
"20193","04199252","23","0","5","01","D","100","D","1","D","0.0650","D","731","D","319","D","01","D","45000","D"
"20193","04199702","20","0","1","01","D","100","D","1","D","0.0650","D","383","D","82","D","01","D","23563","D"
"20193","04199912","55","0","5","01","D","100","D","1","D","0.0650","D","605","D","5395","D","01","D","37244","D"
"20193","04200522","18","0","5","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","23000","D"
"20193","04200942","11","0","5","01","D","100","D","1","D","0.0650","D","650","D","1159","D","01","D","40000","D"
"20193","04201892","30","0","5","01","D","100","D","1","D","0.0650","D","286","D","1514","D","01","D","17600","D"
"20193","04202362","23","0","5","01","D","100","D","1","D","0.0650","D","195","D","72","D","01","D","12000","D"
"20193","04202382","27","0","5","01","D","100","D","1","D","0.0650","D","1333","D","317","D","01","D","82000","D"
"20193","04202922","21","0","5","01","D","100","D","1","D","0.0650","D","341","D","289","D","01","D","21000","D"
"20193","04204572","25","0","5","01","D","100","D","1","D","0.0650","D","813","D","876","D","01","D","50000","D"
"20193","04204722","14","0","1","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","25000","D"
"20193","04215101","17","0","1","01","D","100","D","1","D","0.0650","D","796","D","3704","D","01","D","49000","D"
"20193","04215161","17","0","1","01","D","100","D","1","D","0.0650","D","325","D","335","D","01","D","20000","D"
