"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOH","PROP0NOH","OWNYH","OWNYH_","PAIDLOAN","PAID_OAN","PRIMPLUS","PRIM_LUS","JINTPDX","JINTPDX_","JLCPRINX","JLCP_INX","LOAN_NOH","LOAN0NOH","TOTOWED","TOTOWED_"
"20193","04215341","22","0","1","01","D","100","D","1","D","0.0650","D","81","D","4419","D","01","D","5000","D"
"20193","04215801","10","0","1","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04216131","16","0","1","01","D","100","D","1","D","0.0650","D","699","D","201","D","01","D","43000","D"
"20193","04216671","24","0","1","01","D","100","D","1","D","0.0650","D","1528","D","1472","D","01","D","94000","D"
"20193","04217001","43","0","1","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04217491","17","0","1","01","D","100","D","1","D","0.0650","D","1836","F","1114","F","01","D","113000","F"
"20193","04218221","33","0","1","01","D","100","D","1","D","0.0650","D","211","D","1629","D","01","D","13000","D"
"20193","04218451","19","0","1","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","118000","D"
"20193","04219391","23","0","1","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04220413","19","0","1","02","D","200","D","1","D","0.0650","D","569","D","-269","D","01","D","35000","D"
"20193","04221431","19","0","1","01","D","100","D","1","D","0.0650","D","587","D","384","D","01","D","36144","D"
"20193","04222481","25","0","1","02","D","300","D","1","D","0.0650","D","325","D","275","D","01","D","20000","D"
"20193","04222921","13","0","1","01","D","100","D","1","D","0.0650","D","699","D","201","D","01","D","43000","D"
"20193","04224831","8","0","1","01","D","100","D","1","D","0.0650","D","260","D","274","D","01","D","16000","D"
"20193","04224931","18","0","1","01","D","100","D","1","D","0.0650","D","3226","D","974","D","01","D","198500","D"
"20193","04225551","16","0","1","01","D","100","D","","C","0.0650","D","2438","F","1162","F","01","D","150000","F"
"20193","04225871","9","0","1","01","D","100","D","1","D","0.0650","D","813","D","1287","D","01","D","50000","D"
"20193","04226051","28","0","1","01","D","100","D","1","D","0.0650","D","89","D","46","D","01","D","5500","D"
"20193","04226101","18","0","1","01","D","100","D","1","D","0.0650","D","975","D","1317","D","01","D","60000","D"
"20193","04226521","13","0","1","01","D","100","D","1","D","0.0650","D","6825","D","-1425","D","01","D","339362","T"
"20193","04226621","10","0","1","01","D","100","D","1","D","0.0650","D","882","F","990","F","01","D","54275","F"
"20193","04226801","19","0","1","01","D","100","D","1","D","0.0650","D","1040","D","460","D","01","D","64000","D"
"20193","04227101","13","0","1","01","D","100","D","1","D","0.0650","D","488","D","-5","D","01","D","30000","D"
"20193","04227361","26","0","1","01","D","100","D","1","D","0.0650","D","244","D","356","D","01","D","15000","D"
"20193","04228261","93","0","1","01","D","100","D","1","D","0.0650","D","1138","D","316","D","01","D","70000","D"
"20193","04228351","27","0","1","01","D","100","D","1","D","0.0650","D","471","D","519","D","01","D","29000","D"
"20193","04228431","34","0","1","01","D","100","D","1","D","0.0650","D","4412","D","-812","D","01","D","339362","T"
"20193","04228471","8","0","1","01","D","100","D","1","D","0.0650","D","1365","D","1635","D","01","D","84000","D"
"20193","04228901","28","0","1","01","D","100","D","1","D","0.0650","D","520","D","750","D","01","D","32000","D"
"20193","04229921","38","0","1","01","D","100","D","1","D","0.0650","D","557","D","481","D","01","D","34300","D"
"20193","04230231","17","0","1","01","D","100","D","1","D","0.0650","D","1219","D","-769","D","01","D","75000","D"
"20193","04230271","13","0","1","01","D","100","D","1","D","0.0650","D","1901","F","-56","F","01","D","117000","F"
"20193","04230371","24","0","1","01","D","100","D","1","D","0.0650","D","244","D","21","D","01","D","15000","D"
"20193","04231331","26","0","1","01","D","100","D","1","D","0.0650","D","59","D","3007","D","01","D","3634","D"
"20193","04231591","13","0","1","01","D","100","D","1","D","0.0650","D","26","D","274","D","01","D","1600","D"
"20193","04232131","30","0","1","01","D","100","D","1","D","0.0650","D","1300","D","1700","D","01","D","80000","D"
"20193","04232401","30","0","1","01","D","100","D","1","D","0.0650","D","650","D","-212","D","01","D","40000","D"
"20193","04232941","16","0","1","01","D","100","D","1","D","0.0650","D","585","D","5415","D","01","D","36000","D"
"20193","04234401","35","0","1","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04234751","27","0","1","01","D","100","D","1","D","0.0650","D","152","D","548","D","01","D","9337","D"
"20193","04234841","9","0","1","01","D","100","D","1","D","0.0650","D","260","F","274","F","01","D","16000","F"
"20193","04235501","36","0","1","01","D","100","D","1","D","0.0650","D","325","D","2411","D","01","D","20000","D"
"20193","04236641","12","0","1","01","D","100","D","1","D","0.0650","D","341","D","1159","D","01","D","21000","D"
"20193","04237641","22","0","1","01","D","100","D","1","D","0.0650","D","195","F","6","F","01","D","12000","F"
"20193","04237881","30","0","1","01","D","100","D","1","D","0.0650","D","650","F","-200","F","01","D","40000","F"
"20193","04238571","20","0","1","01","D","100","D","1","D","0.0650","D","114","D","186","D","01","D","7000","D"
"20193","04239191","18","0","1","01","D","100","D","1","D","0.0650","D","1300","D","200","D","01","D","80000","D"
"20193","04240101","14","0","1","01","D","100","D","1","D","0.0650","D","528","D","-144","D","01","D","32500","D"
"20193","04240561","18","0","1","01","D","100","D","1","D","0.0650","D","24","D","1776","D","01","D","1500","D"
"20193","04241361","6","0","1","01","D","100","D","2","D","0.0650","D","569","F","-269","F","01","D","35000","F"
"20193","04242091","19","0","1","02","D","200","D","1","D","0.0650","D","975","D","825","D","01","D","60000","D"
"20193","04242371","17","0","1","01","D","100","D","1","D","0.0650","D","488","D","412","D","01","D","30000","D"
"20193","04242641","18","0","1","01","D","100","D","1","D","0.0650","D","244","D","866","D","01","D","15000","D"
"20193","04244461","32","0","1","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04244541","21","0","1","01","D","100","D","1","D","0.0650","D","163","D","-23","D","01","D","10000","D"
"20193","04245321","42","0","1","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","8500","D"
"20193","04245501","39","0","1","01","D","100","D","2","D","0.0650","D","","A","","A","01","D","0","D"
"20193","04245591","18","0","1","01","D","100","D","1","D","0.0650","D","195","D","6","D","01","D","12000","D"
"20193","04246121","17","0","1","01","D","100","D","1","D","0.0650","D","49","D","338","D","01","D","3000","D"
"20194","04069664","29","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","100000","D"
"20194","04069684","23","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","44000","D"
"20194","04069964","40","0","5","01","D","100","D","2","D","0.0625","D","156","F","444","F","01","D","10000","F"
"20194","04070464","39","0","5","01","D","100","D","1","D","0.0625","D","3","D","207","D","01","D","210","D"
"20194","04071204","17","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04071254","22","0","5","01","D","100","D","1","D","0.0625","D","177","D","2823","D","01","D","11309","D"
"20194","04071994","51","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04071994","52","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","02","D","0","D"
"20194","04072824","33","0","5","02","D","300","D","1","D","0.0625","D","656","D","232","D","01","D","42000","D"
"20194","04073124","19","0","5","01","D","100","D","1","D","0.0625","D","406","D","2594","D","01","D","26000","D"
"20194","04073194","52","0","5","01","D","100","D","1","D","0.0625","D","59","D","808","D","01","D","3800","D"
"20194","04073954","31","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04074524","17","0","5","01","D","100","D","1","D","0.0625","D","422","D","956","D","01","D","27000","D"
"20194","04075084","25","0","5","01","D","100","D","1","D","0.0625","D","938","D","112","D","01","D","60000","D"
"20194","04076014","59","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04076194","14","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04076664","27","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04091044","28","0","5","01","D","100","D","1","D","0.0625","D","5","D","295","D","01","D","300","D"
"20194","04091684","33","0","5","01","D","100","D","1","D","0.0625","D","3125","D","-875","D","01","D","200000","D"
"20194","04092554","44","0","5","01","D","100","D","1","D","0.0625","D","409","D","890","D","01","D","26200","D"
"20194","04092864","39","0","5","01","D","100","D","1","D","0.0625","D","297","D","453","D","01","D","19000","D"
"20194","04092914","43","0","5","01","D","100","D","1","D","0.0625","D","328","D","272","D","01","D","21000","D"
"20194","04093034","24","0","5","01","D","100","D","2","D","0.0625","D","766","F","920","F","01","D","49000","F"
"20194","04093204","13","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","1000","D"
"20194","04093544","20","0","5","01","D","100","D","1","D","0.0625","D","109","D","479","D","01","D","7000","D"
"20194","04094674","22","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","4300","D"
"20194","04095254","39","0","5","01","D","100","D","1","D","0.0625","D","391","D","-16","D","01","D","25000","D"
"20194","04095444","30","0","5","01","D","100","D","1","D","0.0625","D","1875","D","1038","D","01","D","120000","D"
"20194","04095764","26","0","5","01","D","100","D","1","D","0.0625","D","594","D","306","D","01","D","38000","D"
"20194","04095984","44","0","5","01","D","100","D","1","D","0.0625","D","1516","D","43813","T","01","D","97000","D"
"20194","04096244","21","0","5","01","D","100","D","2","D","0.0625","D","297","F","153","F","01","D","19000","F"
"20194","04096464","35","0","5","01","D","100","D","1","D","0.0625","D","1641","D","159","D","01","D","105000","D"
"20194","04097134","68","0","5","01","D","100","D","1","D","0.0625","D","1284","D","2316","D","01","D","82200","D"
"20194","04097214","21","0","5","01","D","100","D","1","D","0.0625","D","143","D","883","D","01","D","9160","D"
"20194","04097524","34","0","5","01","D","100","D","1","D","0.0625","D","484","D","1316","D","01","D","31000","D"
"20194","04097744","35","0","5","01","D","100","D","1","D","0.0625","D","596","D","1855","D","01","D","38122","D"
"20194","04098314","25","0","5","01","D","100","D","1","D","0.0625","D","6","D","394","D","01","D","400","D"
"20194","04099174","28","0","5","01","D","100","D","1","D","0.0625","D","1234","D","-235","D","01","D","79000","D"
"20194","04099254","29","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04099994","48","0","5","01","D","100","D","1","D","0.0625","D","243","D","1257","D","01","D","15549","D"
"20194","04100104","19","0","5","01","D","100","D","1","D","0.0625","D","12","D","288","D","01","D","782","D"
"20194","04100994","38","0","5","01","D","100","D","1","D","0.0625","D","775","D","2285","D","01","D","49609","D"
"20194","04101054","23","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04101654","14","0","1","01","D","100","D","1","D","0.0625","D","2031","D","519","D","01","D","130000","D"
"20194","04101744","25","0","5","01","D","100","D","1","D","0.0625","D","432","D","268","D","01","D","27670","D"
"20194","04102024","14","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","69215","D"
"20194","04102124","33","0","5","01","D","100","D","1","D","0.0625","D","391","D","-91","D","01","D","25000","D"
"20194","04102254","18","0","5","01","D","100","D","1","D","0.0625","D","219","F","81","F","01","D","14000","F"
"20194","04102484","26","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04102994","18","0","5","01","D","100","D","1","D","0.0625","D","219","D","81","D","01","D","14000","D"
"20194","04103014","34","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04104234","22","0","5","01","D","100","D","1","D","0.0625","D","777","D","162","D","01","D","49750","D"
"20194","04104334","28","0","5","01","D","100","D","1","D","0.0625","D","1391","D","43813","T","01","D","89000","D"
"20194","04105104","38","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04105424","32","0","5","01","D","100","D","1","D","0.0625","D","156","D","2844","D","01","D","10000","D"
"20194","04105424","33","0","5","01","D","100","D","1","D","0.0625","D","297","D","2703","D","02","D","18986","D"
"20194","04105694","21","0","5","01","D","100","D","1","D","0.0625","D","313","F","584","F","01","D","20000","F"
"20194","04106474","24","0","5","01","D","100","D","1","D","0.0625","D","313","D","2687","D","01","D","20000","D"
"20194","04106494","14","0","5","01","D","100","D","1","D","0.0625","D","156","F","600","F","01","D","10000","F"
"20194","04106564","29","0","5","01","D","100","D","1","D","0.0625","D","109","D","1691","D","01","D","7000","D"
"20194","04106834","28","0","5","01","D","100","D","1","D","0.0625","D","703","D","-3","D","01","D","45000","D"
"20194","04107874","23","0","5","01","D","100","D","1","D","0.0625","D","5516","D","-416","D","01","D","339362","T"
"20194","04107924","21","0","5","01","D","100","D","1","D","0.0625","D","1078","D","722","D","01","D","69000","D"
"20194","04108174","20","0","5","01","D","100","D","1","D","0.0625","D","516","D","1194","D","01","D","33000","D"
"20194","04108884","19","0","5","01","D","100","D","1","D","0.0625","D","734","D","1273","D","01","D","47000","D"
"20194","04110044","31","0","5","01","D","100","D","1","D","0.0625","D","547","D","53","D","01","D","35000","D"
"20194","04111064","24","0","5","01","D","100","D","2","D","0.0625","D","2031","F","-177","F","01","D","130000","F"
"20194","04111384","32","0","5","01","D","200","D","1","D","0.0625","D","2031","D","-177","D","01","D","130000","D"
"20194","04172713","23","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","339362","T"
"20194","04173363","20","0","5","01","D","100","D","1","D","0.0625","D","469","D","1031","D","01","D","30000","D"
"20194","04173833","28","0","5","01","D","100","D","1","D","0.0625","D","229","D","471","D","01","D","14624","D"
"20194","04174103","17","0","5","01","D","100","D","1","D","0.0625","D","297","F","453","F","01","D","19000","F"
"20194","04174523","11","0","5","01","D","100","D","2","D","0.0625","D","422","F","956","F","01","D","27000","F"
"20194","04174923","32","0","5","01","D","100","D","1","D","0.0625","D","3","D","197","D","01","D","200","D"
"20194","04175263","44","0","5","01","D","100","D","1","D","0.0625","D","70","D","380","D","01","D","4500","D"
"20194","04176493","20","0","5","01","D","100","D","1","D","0.0625","D","243","F","1257","F","01","D","15549","F"
"20194","04178933","38","0","1","01","D","100","D","1","D","0.0625","D","563","D","439","D","01","D","36000","D"
"20194","04179463","30","0","5","01","D","100","D","1","D","0.0625","D","766","D","5","D","01","D","49000","D"
"20194","04180263","34","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04180303","37","0","5","01","D","100","D","1","D","0.0625","D","1258","D","2352","D","01","D","80500","D"
"20194","04181493","26","0","5","01","D","100","D","1","D","0.0625","D","313","D","587","D","01","D","20000","D"
"20194","04181613","30","0","5","01","D","100","D","1","D","0.0625","D","152","D","148","D","01","D","9700","D"
"20194","04181783","26","0","5","01","D","100","D","1","D","0.0625","D","938","D","10062","D","01","D","60000","D"
"20194","04181953","38","0","5","01","D","100","D","1","D","0.0625","D","1438","D","512","D","01","D","92000","D"
"20194","04182033","27","0","5","01","D","100","D","1","D","0.0625","D","1781","D","-581","D","01","D","114000","D"
"20194","04182283","12","0","5","01","D","100","D","1","D","0.0625","D","1703","D","637","D","01","D","109000","D"
"20194","04182803","18","0","5","01","D","100","D","2","D","0.0625","D","2016","F","-2690","V","01","D","129000","F"
"20194","04182973","21","0","5","01","D","100","D","1","D","0.0625","D","2453","D","-653","D","01","D","157000","D"
"20194","04184513","28","0","5","01","D","100","D","1","D","0.0625","D","2016","D","3984","D","01","D","129000","D"
"20194","04184893","33","0","5","01","D","100","D","1","D","0.0625","D","703","D","497","D","01","D","45000","D"
"20194","04186573","47","0","5","01","D","100","D","1","D","0.0625","D","37","D","3163","D","01","D","2345","D"
"20194","04186593","22","0","5","01","D","100","D","2","D","0.0625","D","12","F","288","F","01","D","782","F"
"20194","04186783","35","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04186863","63","0","5","01","D","100","D","1","D","0.0625","D","2656","D","-406","D","01","D","170000","D"
"20194","04188143","18","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04188243","24","0","5","01","D","100","D","1","D","0.0625","D","1031","F","1369","F","01","D","66000","F"
"20194","04188783","43","0","5","01","D","100","D","1","D","0.0625","D","906","D","1694","D","01","D","58000","D"
"20194","04189233","87","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04189233","88","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","02","D","0","D"
"20194","04190583","13","0","5","01","D","100","D","1","D","0.0625","D","1875","F","1038","F","01","D","120000","F"
"20194","04190923","19","0","5","01","D","100","D","1","D","0.0625","D","19","D","1781","D","01","D","1200","D"
"20194","04193413","33","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04194703","31","0","5","01","D","100","D","1","D","0.0625","D","1563","D","2787","D","01","D","100000","D"
"20194","04197773","47","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04198333","36","0","5","01","D","100","D","1","D","0.0625","D","1375","D","887","D","01","D","88000","D"
"20194","04199253","27","0","5","01","D","100","D","1","D","0.0625","D","813","D","267","D","01","D","52000","D"
"20194","04199703","44","0","5","01","D","100","D","1","D","0.0625","D","328","D","131","D","01","D","21000","D"
"20194","04200523","18","0","5","01","D","100","D","1","D","0.0625","D","359","D","391","D","01","D","23000","D"
"20194","04201893","23","0","5","01","D","100","D","1","D","0.0625","D","284","D","1216","D","01","D","18200","D"
"20194","04202363","18","0","5","01","D","100","D","1","D","0.0625","D","172","D","116","D","01","D","11000","D"
"20194","04202383","18","0","5","01","D","100","D","1","D","0.0625","D","1109","D","541","D","01","D","71000","D"
"20194","04204573","12","0","5","01","D","100","D","1","D","0.0625","D","766","D","920","D","01","D","49000","D"
"20194","04215162","16","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04215342","25","0","5","01","D","100","D","1","D","0.0625","D","164","D","508","D","01","D","10500","D"
"20194","04215802","21","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04215902","13","0","1","02","D","300","D","1","D","0.0625","D","516","F","384","F","01","D","33000","F"
"20194","04216132","23","0","5","01","D","100","D","1","D","0.0625","D","672","D","78","D","01","D","43000","D"
"20194","04217492","18","0","5","01","D","100","D","1","D","0.0625","D","969","F","9531","F","01","D","62000","F"
"20194","04218212","28","0","1","01","D","100","D","1","D","0.0625","D","1813","D","43813","T","01","D","116000","D"
"20194","04218212","29","0","1","01","D","100","D","1","D","0.0625","D","1031","D","1369","D","02","D","66000","D"
"20194","04218222","30","0","5","01","D","100","D","1","D","0.0625","D","189","D","648","D","01","D","12075","D"
"20194","04218452","30","0","5","01","D","100","D","1","D","0.0625","D","281","D","319","D","01","D","18000","D"
"20194","04219392","27","0","5","01","D","100","D","2","D","0.0625","D","375","F","8625","F","01","D","24000","F"
"20194","04220414","30","0","5","02","D","200","D","1","D","0.0625","D","500","D","900","D","01","D","32000","D"
"20194","04221432","29","0","5","01","D","100","D","1","D","0.0625","D","555","D","397","D","01","D","35545","D"
"20194","04222482","24","0","5","02","D","300","D","1","D","0.0625","D","313","D","737","D","01","D","20000","D"
"20194","04222922","19","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","44500","D"
"20194","04224492","39","0","1","02","D","200","D","1","D","0.0625","D","969","D","9531","D","01","D","62000","D"
"20194","04224832","14","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","176","D"
"20194","04224932","20","0","5","01","D","100","D","1","D","0.0625","D","596","D","2354","D","01","D","38169","D"
"20194","04225872","11","0","5","01","D","100","D","1","D","0.0625","D","266","F","3934","F","01","D","17000","F"
"20194","04226052","27","0","5","01","D","100","D","1","D","0.0625","D","94","D","-4","D","01","D","6000","D"
"20194","04226522","24","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04226622","16","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04226802","26","0","5","01","D","100","D","1","D","0.0625","D","1047","D","453","D","01","D","67000","D"
"20194","04227102","13","0","5","01","D","100","D","1","D","0.0625","D","1563","F","-363","F","01","D","100000","F"
"20194","04227362","33","0","5","01","D","100","D","1","D","0.0625","D","1047","F","453","F","01","D","67000","F"
"20194","04228352","40","0","5","01","D","100","D","1","D","0.0625","D","438","D","762","D","01","D","28000","D"
"20194","04228432","29","0","5","01","D","100","D","1","D","0.0625","D","4242","D","-642","D","01","D","339362","T"
"20194","04228472","17","0","5","01","D","100","D","1","D","0.0625","D","1313","D","61","D","01","D","84000","D"
"20194","04228902","35","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","32000","D"
"20194","04229922","23","0","5","01","D","100","D","1","D","0.0625","D","555","D","537","D","01","D","35500","D"
"20194","04230232","30","0","5","01","D","100","D","1","D","0.0625","D","5","F","295","F","01","D","300","F"
"20194","04230372","52","0","5","01","D","100","D","1","D","0.0625","D","344","D","256","D","01","D","22000","D"
"20194","04231332","33","0","5","01","D","100","D","1","D","0.0625","D","10","D","631","D","01","D","641","D"
"20194","04232132","33","0","5","01","D","100","D","1","D","0.0625","D","156","D","444","D","01","D","10000","D"
"20194","04232402","30","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","214000","D"
"20194","04232942","22","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","24000","D"
"20194","04234402","31","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04234752","23","0","5","01","D","100","D","1","D","0.0625","D","165","D","435","D","01","D","10538","D"
"20194","04234842","11","0","5","01","D","100","D","2","D","0.0625","D","19","F","1781","F","01","D","1200","F"
"20194","04235442","16","0","1","01","D","100","D","1","D","0.0625","D","555","F","397","F","01","D","35545","F"
"20194","04235502","45","0","5","01","D","100","D","1","D","0.0625","D","1078","D","953","D","01","D","69000","D"
"20194","04236642","11","0","5","01","D","100","D","1","D","0.0625","D","266","D","3934","D","01","D","17000","D"
"20194","04237152","21","0","1","01","D","100","D","1","D","0.0625","D","1172","D","-272","D","01","D","75000","D"
"20194","04237172","15","0","1","01","D","100","D","1","D","0.0625","D","1328","D","-728","D","01","D","85000","D"
"20194","04237642","18","0","5","01","D","100","D","1","D","0.0625","D","1080","D","270","D","01","D","69123","D"
"20194","04237882","18","0","5","01","D","100","D","1","D","0.0625","D","703","F","497","F","01","D","45000","F"
"20194","04238572","29","0","5","01","D","100","D","1","D","0.0625","D","102","D","198","D","01","D","6500","D"
"20194","04239192","27","0","5","01","D","100","D","1","D","0.0625","D","1172","D","328","D","01","D","75000","D"
"20194","04240102","25","0","5","01","D","100","D","2","D","0.0625","D","313","F","2687","F","01","D","20000","F"
"20194","04240562","24","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","200000","D"
"20194","04241362","9","0","5","01","D","100","D","1","D","0.0625","D","172","F","116","F","01","D","11000","F"
"20194","04242372","27","0","5","01","D","100","D","1","D","0.0625","D","516","D","384","D","01","D","33000","D"
"20194","04242642","31","0","5","01","D","100","D","1","D","0.0625","D","375","D","8625","D","01","D","24000","D"
"20194","04244462","39","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04245502","52","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04246122","26","0","5","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04267351","26","0","1","01","D","100","D","1","D","0.0625","D","355","F","43813","V","01","D","22700","F"
"20194","04267421","14","0","1","01","D","100","D","1","D","0.0625","D","1249","D","476","D","01","D","79920","D"
"20194","04267791","23","0","1","02","D","200","D","1","D","0.0625","D","2016","D","-2690","T","01","D","129000","D"
"20194","04269601","29","0","1","01","D","100","D","1","D","0.0625","D","266","D","634","D","01","D","17000","D"
"20194","04270321","42","0","1","01","D","100","D","1","D","0.0625","D","17","D","583","D","01","D","1095","D"
"20194","04270491","29","0","1","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04270971","19","0","1","01","D","100","D","1","D","0.0625","D","203","D","397","D","01","D","13000","D"
"20194","04272741","21","0","1","01","D","100","D","1","D","0.0625","D","1000","D","700","D","01","D","64000","D"
"20194","04272791","17","0","1","01","D","100","D","1","D","0.0625","D","453","D","21","D","01","D","29000","D"
"20194","04273141","13","0","1","01","D","100","D","1","D","0.0625","D","78","D","672","D","01","D","5000","D"
"20194","04273341","15","0","1","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","119000","D"
"20194","04273651","18","0","1","01","D","100","D","1","D","0.0625","D","58","D","1242","D","01","D","3700","D"
"20194","04273681","16","0","1","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04273721","17","0","1","01","D","100","D","1","D","0.0625","D","39","D","111","D","01","D","2500","D"
"20194","04273981","22","0","1","01","D","100","D","1","D","0.0625","D","422","D","436","D","01","D","27000","D"
"20194","04275231","14","0","1","01","D","100","D","1","D","0.0625","D","1406","D","394","D","01","D","90000","D"
"20194","04275321","11","0","1","01","D","100","D","1","D","0.0625","D","672","F","78","F","01","D","43000","F"
"20194","04275811","39","0","1","01","D","100","D","1","D","0.0625","D","769","D","-112","D","01","D","49207","D"
"20194","04276831","7","0","1","01","D","100","D","1","D","0.0625","D","1016","D","634","D","01","D","65000","D"
"20194","04276891","7","0","1","01","D","100","D","1","D","0.0625","D","938","D","559","D","01","D","60000","D"
"20194","04277631","17","0","1","01","D","100","D","1","D","0.0625","D","1258","F","2352","F","01","D","80500","F"
"20194","04278151","14","0","1","01","D","100","D","1","D","0.0625","D","1953","D","-753","D","01","D","125000","D"
"20194","04279151","24","0","1","02","D","300","D","1","D","0.0625","D","2344","D","-820","T","01","D","110550","T"
"20194","04279191","7","0","1","01","D","100","D","1","D","0.0625","D","2109","D","1491","D","01","D","135000","D"
"20194","04279511","23","0","1","01","D","100","D","1","D","0.0625","D","313","D","587","D","01","D","20000","D"
"20194","04280491","11","0","1","01","D","100","D","1","D","0.0625","D","1625","F","1120","F","01","D","104000","F"
"20194","04280621","19","0","1","01","D","100","D","1","D","0.0625","D","766","D","-16","D","01","D","49000","D"
"20194","04280901","25","0","1","01","D","100","D","1","D","0.0625","D","2016","D","-396","D","01","D","129000","D"
"20194","04281221","9","0","1","01","D","100","D","1","D","0.0625","D","234","D","516","D","01","D","15000","D"
"20194","04281531","17","0","1","01","D","100","D","1","D","0.0625","D","4688","D","5812","D","01","D","339362","T"
"20194","04281591","17","0","1","01","D","100","D","1","D","0.0625","D","211","D","473","D","01","D","13500","D"
"20194","04282391","28","0","1","01","D","100","D","1","D","0.0625","D","156","D","600","D","01","D","10000","D"
"20194","04283451","12","0","1","02","D","300","D","1","D","0.0625","D","469","D","3805","T","01","D","30000","D"
"20194","04283831","35","0","1","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","50000","D"
"20194","04283841","25","0","1","01","D","100","D","1","D","0.0625","D","1094","D","406","D","01","D","70000","D"
"20194","04285431","31","0","1","01","D","100","D","1","D","0.0625","D","375","D","43813","T","01","D","24000","D"
"20194","04285601","23","0","1","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04286491","31","0","1","01","D","100","D","1","D","0.0625","D","1016","F","634","F","01","D","65000","F"
"20194","04286681","7","0","1","01","D","100","D","1","D","0.0625","D","297","D","153","D","01","D","19000","D"
"20194","04288161","25","0","1","01","D","100","D","1","D","0.0625","D","1406","D","94","D","01","D","90000","D"
"20194","04289491","13","0","1","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04289801","40","0","1","01","D","100","D","1","D","0.0625","D","284","F","1216","F","01","D","18200","F"
"20194","04291431","31","0","1","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04291611","12","0","1","01","D","100","D","1","D","0.0625","D","1078","F","953","F","01","D","69000","F"
