"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","EDUC_AY","EDUC_AY_","EDUCGFTC","EDUC_FTC","EDSCHL_A","EDSC_L_A","EDMONTHA","EDMO_THA","EDREIMBX","EDRE_MBX","JEDUCNET","JEDU_NET","EDUC_A1","EDUC_A1_","EDUC_A2","EDUC_A2_","EDUC_A3","EDUC_A3_","EDUC_A4","EDUC_A4_","EDUC_A5","EDUC_A5_","EDUC_A6","EDUC_A6_","EDUC_A7","EDUC_A7_","EDUC_A8","EDUC_A8_","EDUC_A9","EDUC_A9_"
"20191","03969573","8","0","1","200","D","1","D","","A","13","D","","A","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03969653","5","0","1","300","D","1","D","1","D","01","D","","A","3600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03969653","6","0","1","350","D","1","D","1","D","01","D","500","D","0","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03969993","8","0","1","100","D","1","D","","A","01","D","","A","175","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03970193","5","0","2","360","D","1","D","","A","11","D","","A","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03970313","8","0","1","350","D","2","D","1","D","01","D","","A","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03970313","9","0","2","300","D","2","D","1","D","11","D","","A","2600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03970313","10","0","2","350","D","2","D","1","D","11","D","","A","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03970473","2","0","1","200","D","1","D","","A","13","D","","A","480","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03970523","17","0","1","300","D","2","D","1","D","01","D","","A","10000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03970523","18","0","1","100","D","1","D","","A","13","D","","A","140","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03970523","19","0","1","350","D","1","D","2","D","11","D","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03970523","20","0","1","350","D","2","D","1","D","01","D","","A","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03970703","5","0","1","350","D","1","D","2","D","13","D","","A","62","F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971113","4","0","1","200","D","1","D","","A","13","D","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971263","14","0","1","300","D","2","D","1","D","12","D","","A","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971263","15","0","1","300","D","1","D","1","D","12","D","","A","1800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971263","16","0","1","350","D","1","D","1","D","12","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971303","29","0","1","100","D","1","D","","A","13","D","","A","320","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971303","30","0","1","100","D","1","D","","A","01","D","","A","425","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971473","21","0","1","350","D","1","D","1","D","01","D","","A","28","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971613","2","0","1","300","D","1","D","1","D","01","D","","A","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971933","6","0","1","200","D","1","D","","A","13","D","","A","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971933","7","0","1","300","D","1","D","2","D","13","D","","A","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971983","11","0","1","100","D","1","D","","A","13","D","","A","125","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971983","12","0","1","100","D","1","D","","A","11","D","","A","125","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971983","13","0","1","100","D","1","D","","A","01","D","","A","140","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03971983","14","0","1","300","D","1","D","1","D","01","D","","A","5000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972053","50","0","1","100","D","1","D","","A","01","D","","A","190","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972053","51","0","1","300","D","1","D","2","D","01","D","","A","56","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972203","10","0","1","100","D","1","D","","A","13","D","","A","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972213","8","0","1","100","D","1","D","","A","13","D","","A","115","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972213","9","0","1","100","D","1","D","","A","13","D","","A","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972213","10","0","1","100","D","1","D","","A","13","D","","A","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972413","11","0","1","300","D","1","D","5","D","11","D","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972413","12","0","1","350","D","1","D","6","D","11","D","","A","36","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972413","13","0","1","350","D","1","D","6","D","12","D","","A","36","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972413","14","0","1","350","D","1","D","6","D","01","D","","A","36","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972493","9","0","1","200","D","1","D","","A","13","D","","A","1120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972593","2","0","1","100","D","1","D","","A","11","D","","A","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972593","3","0","1","300","D","1","D","6","D","13","D","","A","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972593","4","0","2","345","D","1","D","","A","11","D","","A","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972733","12","0","1","100","D","1","D","","A","11","D","","A","225","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972733","13","0","1","345","D","1","D","","A","13","D","","A","279","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972733","14","0","1","200","D","1","D","","A","13","D","","A","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03972943","5","0","1","320","D","2","D","","A","13","D","","A","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973073","7","0","1","300","D","1","D","1","D","01","D","","A","4000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973123","1","0","1","310","D","2","D","","A","13","D","","A","3160","T","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973153","6","0","1","100","D","1","D","","A","12","D","","A","675","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973283","6","0","1","100","D","1","D","","A","13","D","","A","290","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973283","7","0","1","100","D","1","D","","A","13","D","","A","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973283","8","0","1","300","D","1","D","1","D","01","D","","A","1060","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973283","9","0","1","350","D","1","D","1","D","01","D","","A","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973283","10","0","1","350","D","1","D","1","D","01","D","","A","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973283","11","0","1","345","D","1","D","","A","01","D","","A","130","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973303","9","0","1","350","D","1","D","2","D","01","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973303","10","0","1","360","D","1","D","","A","01","D","","A","38","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973363","1","0","1","200","D","1","D","","A","11","D","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973703","7","0","1","360","D","1","D","","A","11","D","","A","750","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973703","8","0","1","360","D","1","D","","A","12","D","","A","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973883","15","0","1","100","D","1","D","","A","11","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973883","16","0","1","100","D","1","D","","A","12","D","","A","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973883","17","0","1","200","D","1","D","","A","13","D","","A","1433","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973883","18","0","1","320","D","1","D","","A","13","D","","A","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973953","5","0","1","300","D","2","D","1","D","12","D","","A","6000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03973953","6","0","1","100","D","1","D","","A","12","D","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03974103","18","0","1","100","D","1","D","","A","13","D","","A","129","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03974203","30","0","1","100","D","1","D","","A","01","D","","A","140","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03974203","31","0","1","100","D","1","D","","A","01","D","","A","488","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03974203","32","0","1","100","D","1","D","","A","01","D","","A","284","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03974203","33","0","1","345","D","1","D","","A","13","D","","A","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03974203","34","0","1","100","D","1","D","","A","12","D","","A","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03974563","16","0","1","300","D","2","D","1","D","01","D","","A","2700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03974563","17","0","1","350","D","2","D","1","D","11","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03975043","7","0","1","100","D","1","D","","A","01","D","","A","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03975123","9","0","1","100","D","1","D","","A","12","D","","A","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03975123","10","0","1","350","D","1","D","1","D","12","D","","A","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03975213","7","0","1","350","D","1","D","1","D","01","D","","A","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03975213","8","0","1","360","D","1","D","","A","01","D","","A","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985483","6","0","1","300","D","1","D","1","D","01","D","","A","26000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985483","7","0","1","310","D","1","D","","A","13","D","","A","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985483","8","0","1","345","D","1","D","","A","12","D","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985483","9","0","1","350","D","1","D","1","D","12","D","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985673","8","0","1","345","D","1","D","","A","02","D","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985673","9","0","1","350","D","1","D","1","D","01","D","","A","195","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985673","10","0","1","360","D","1","D","","A","02","D","","A","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985703","4","0","1","360","D","1","D","","A","13","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985703","5","0","1","360","D","1","D","","A","12","D","","A","3000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985703","6","0","1","360","D","1","D","","A","01","D","","A","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985703","7","0","2","200","D","1","D","","A","12","D","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985714","3","0","1","350","D","1","D","1","D","01","D","","A","175","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985833","16","0","1","360","D","1","D","","A","02","D","","A","85","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985883","6","0","1","100","D","1","D","","A","13","D","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03985933","7","0","1","380","D","2","D","1","D","12","D","","A","","H","320","D","300","D","","A","","A","","A","","A","","A","","A","","A"
"20191","03985933","7","1","1","300","D","2","D","1","D","12","D","","A","6992","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986093","19","0","1","200","D","1","D","","A","13","D","","A","240","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986093","20","0","1","100","D","1","D","","A","13","D","","A","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986093","21","0","1","300","D","1","D","6","D","01","D","","A","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986313","9","0","1","100","D","2","D","","A","13","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986313","10","0","1","100","D","2","D","","A","13","D","","A","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986313","11","0","1","300","D","2","D","2","D","13","D","","A","650","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986353","1","0","1","350","D","2","D","2","D","13","D","","A","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986413","8","0","2","300","D","1","D","5","D","12","D","","A","185","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986463","21","0","1","100","D","1","D","","A","13","D","","A","119","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986463","22","0","1","100","D","1","D","","A","13","D","","A","265","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986463","23","0","1","100","D","1","D","","A","13","D","","A","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986463","24","0","1","300","D","1","D","2","D","13","D","","A","1879","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986703","6","0","1","300","D","1","D","1","D","13","D","","A","5000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986913","6","0","1","100","D","1","D","","A","13","D","","A","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03986913","7","0","1","345","D","1","D","","A","13","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987033","11","0","1","310","D","2","D","","A","13","D","","A","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987033","12","0","1","310","D","2","D","","A","13","D","","A","980","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987033","13","0","1","320","D","2","D","","A","13","D","","A","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987453","6","0","1","100","D","1","D","","A","13","D","","A","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987453","7","0","1","100","D","1","D","","A","12","D","","A","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987453","8","0","1","300","D","1","D","2","D","13","D","","A","4800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987453","9","0","1","345","D","1","D","","A","13","D","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987523","3","0","1","100","D","1","D","","A","13","D","","A","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987523","4","0","1","360","D","1","D","","A","13","D","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987663","4","0","1","345","D","1","D","","A","13","D","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987683","27","0","1","100","D","1","D","","A","01","D","","A","26","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987733","6","0","1","380","D","1","D","","A","13","D","","A","","H","300","D","200","D","","A","","A","","A","","A","","A","","A","","A"
"20191","03987733","6","1","1","200","D","1","D","","A","13","D","","A","1008","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987733","6","2","1","300","D","1","D","4","D","13","D","","A","1092","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987853","6","0","1","300","D","1","D","1","D","12","D","500","D","0","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987873","4","0","1","360","D","1","D","","A","01","D","","A","140","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03987873","5","0","1","360","D","1","D","","A","02","D","","A","220","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988053","18","0","1","100","D","1","D","","A","13","D","","A","275","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988053","19","0","1","300","D","1","D","1","D","01","D","","A","3688","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988053","20","0","1","330","D","1","D","","A","01","D","","A","","H","320","D","310","D","","A","","A","","A","","A","","A","","A","","A"
"20191","03988053","20","1","1","310","D","1","D","","A","01","D","","A","3175","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988053","20","2","1","320","D","1","D","","A","01","D","","A","1116","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988053","21","0","1","350","D","1","D","1","D","01","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988053","22","0","1","100","D","1","D","","A","13","D","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988133","13","0","1","360","D","1","D","","A","01","D","","A","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988173","3","0","1","335","D","2","D","1","D","01","D","","A","","H","310","D","320","D","300","D","","A","","A","","A","","A","","A","","A"
"20191","03988173","3","1","1","300","D","2","D","1","D","01","D","","A","15000","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988173","4","0","1","350","D","2","D","1","D","01","D","","A","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988243","9","0","2","360","D","1","D","","A","12","D","","A","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988253","12","0","1","380","D","2","D","1","D","02","D","","A","","H","320","D","300","D","","A","","A","","A","","A","","A","","A","","A"
"20191","03988253","12","1","1","300","D","2","D","1","D","02","D","","A","15000","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988253","13","0","1","350","D","2","D","1","D","02","D","","A","125","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988423","16","0","1","300","D","2","D","1","D","01","D","","A","7388","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988423","17","0","1","320","D","2","D","","A","12","D","","A","829","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988423","18","0","1","320","D","2","D","","A","01","D","","A","1429","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988423","19","0","1","320","D","2","D","","A","02","D","","A","829","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988423","20","0","1","100","D","1","D","","A","12","D","","A","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988933","3","0","1","100","D","1","D","","A","01","D","","A","32","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988983","5","0","1","350","D","1","D","1","D","01","D","","A","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03988983","6","0","1","310","D","2","D","","A","13","D","","A","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989013","9","0","1","100","D","1","D","","A","01","D","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989013","10","0","1","300","D","1","D","2","D","01","D","","A","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989013","11","0","2","100","D","1","D","","A","12","D","","A","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989073","7","0","1","300","D","1","D","1","D","01","D","3500","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989093","9","0","1","100","D","1","D","","A","13","D","","A","102","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989163","31","0","1","300","D","1","D","1","D","01","D","","A","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989163","32","0","1","350","D","1","D","1","D","01","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989163","33","0","1","360","D","1","D","","A","01","D","","A","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989383","14","0","1","300","D","1","D","2","D","02","D","","A","5865","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989383","15","0","1","300","D","1","D","2","D","02","D","","A","5865","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989463","8","0","1","300","D","1","D","2","D","13","D","","A","2300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989463","9","0","2","300","D","1","D","2","D","12","D","","A","2300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989553","10","0","1","300","D","1","D","2","D","13","D","","A","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989553","11","0","2","300","D","1","D","1","D","12","D","","A","635","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989633","3","0","1","350","D","1","D","1","D","01","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989743","6","0","1","100","D","1","D","","A","13","D","","A","182","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989743","7","0","1","100","D","1","D","","A","02","D","","A","197","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989743","8","0","1","100","D","1","D","","A","02","D","","A","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989783","11","0","1","300","D","1","D","5","D","02","D","","A","1300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989983","5","0","1","300","D","1","D","1","D","01","D","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989983","6","0","1","350","D","1","D","1","D","01","D","","A","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03989983","7","0","1","360","D","1","D","","A","01","D","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990093","3","0","1","300","D","1","D","1","D","12","D","53000","D","0","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990113","6","0","1","350","D","1","D","2","D","12","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990113","7","0","1","360","D","1","D","","A","01","D","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990153","2","0","1","300","D","1","D","2","D","13","D","","A","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990153","3","0","1","320","D","1","D","","A","13","D","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990153","4","0","2","320","D","1","D","","A","12","D","","A","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990233","1","0","1","300","D","1","D","3","D","13","D","","A","180","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990233","2","0","1","200","D","1","D","","A","13","D","","A","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990443","14","0","1","300","D","1","D","6","D","12","D","","A","195","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990533","3","0","1","100","D","1","D","","A","02","D","","A","192","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990633","11","0","1","100","D","1","D","","A","02","D","","A","165","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03990713","2","0","1","300","D","1","D","1","D","01","D","","A","5000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991054","8","0","1","300","D","1","D","1","D","01","D","","A","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991054","9","0","1","350","D","1","D","1","D","01","D","","A","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991143","14","0","1","350","D","1","D","2","D","01","D","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991143","15","0","1","360","D","1","D","","A","01","D","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991173","5","0","1","100","D","1","D","","A","02","D","","A","450","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991433","9","0","1","100","D","1","D","","A","13","D","","A","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991473","2","0","1","350","D","1","D","1","D","01","D","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991503","1","0","2","360","D","1","D","","A","12","D","","A","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991573","2","0","1","300","D","1","D","1","D","01","D","","A","1600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991573","3","0","1","350","D","1","D","1","D","01","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03991703","6","0","1","200","D","1","D","","A","13","D","","A","688","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992093","14","0","1","360","D","1","D","","A","12","D","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992263","9","0","1","200","D","1","D","","A","13","D","","A","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992303","6","0","1","335","D","1","D","1","D","01","D","","A","","H","320","D","310","D","300","D","","A","","A","","A","","A","","A","","A"
"20191","03992303","6","1","1","300","D","1","D","1","D","01","D","","A","11500","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992303","7","0","1","350","D","1","D","1","D","01","D","","A","469","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992313","9","0","1","300","D","1","D","1","D","01","D","","A","2400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992323","10","0","1","350","D","1","D","1","D","01","D","","A","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992473","2","0","1","200","D","1","D","","A","13","D","","A","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992553","11","0","1","200","D","1","D","","A","13","D","","A","1689","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992613","7","0","1","360","D","1","D","","A","13","D","","A","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992713","12","0","1","360","D","1","D","","A","02","D","","A","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992723","4","0","1","300","D","1","D","2","D","13","D","","A","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992873","7","0","1","300","D","1","D","1","D","13","D","","A","1669","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992873","8","0","1","310","D","1","D","","A","13","D","","A","1260","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03992943","4","0","1","350","D","1","D","2","D","02","D","","A","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20191","03993003","5","0","1","300","D","1","D","1","D","01","D","","A","902","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
