"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","MEDRCARY","MEDR_ARY","MEDRGFTC","MEDR_FTC","MEDRMBMO","MEDR_BMO","MEDRMBX","MEDRMBX_","MEDRCY1","MEDRCY1_","MEDRCY2","MEDRCY2_","MEDRCY3","MEDRCY3_","MEDRCY4","MEDRCY4_","MEDRCY5","MEDRCY5_","MEDRCY6","MEDRCY6_","MEDRCY7","MEDRCY7_","MEDRCY8","MEDRCY8_","MEDRCY9","MEDRCY9_","MEDRPRNT","MEDR_RNT","MEDRNOUT","MEDR_OUT"
"20192","03947524","15","0","1","410","D","1","D","02","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","03949074","16","0","1","620","D","1","D","03","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03964954","26","0","1","655","D","1","D","03","D","67","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D","","A"
"20192","03965364","25","0","1","200","D","1","D","04","D","32","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03965674","58","0","1","410","D","1","D","02","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","03966724","17","0","1","620","D","1","D","04","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03966844","9","0","1","620","D","1","D","03","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03967024","11","0","1","620","D","1","D","04","D","180","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03967204","16","0","1","420","D","1","D","04","D","167","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03967304","19","0","1","420","D","1","D","02","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03968074","13","0","1","620","D","1","D","04","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03969504","23","0","1","110","D","1","D","03","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03970154","23","0","1","120","D","1","D","03","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03970314","20","0","2","620","D","1","D","02","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03972594","14","0","2","620","D","1","D","02","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03972964","10","0","1","620","D","1","D","02","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03972964","11","0","1","620","D","1","D","03","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03972964","12","0","1","620","D","1","D","04","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03974664","20","0","1","200","D","1","D","04","D","694","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03986414","15","0","1","510","D","1","D","03","D","83","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03989584","25","0","1","410","D","1","D","03","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","03990234","12","0","2","620","D","1","D","03","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03991874","22","0","1","620","D","1","D","05","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03992084","14","0","2","420","D","1","D","03","D","310","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","03996124","9","0","2","420","D","1","D","03","D","174","F","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04012553","18","0","1","200","D","1","D","03","D","89","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04012553","19","0","1","410","D","1","D","02","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D"
"20192","04012753","35","0","1","510","D","1","D","02","D","1917","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04016583","49","0","1","410","D","1","D","03","D","502","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04029563","15","0","1","900","D","1","D","04","D","","H","110","D","200","D","410","D","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04029563","15","1","1","110","D","1","D","04","D","92","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04029563","15","2","1","200","D","1","D","04","D","394","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04029563","15","3","1","410","D","1","D","04","D","317","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04029743","20","0","1","200","D","1","D","02","D","230","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04029743","21","0","1","620","D","1","D","02","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04029873","19","0","1","510","D","1","D","03","D","1917","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04030353","9","0","2","420","D","1","D","02","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04031353","16","0","1","510","D","1","D","04","D","562","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04031623","20","0","1","620","D","1","D","04","D","333","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04034493","10","0","1","420","D","1","D","04","D","174","F","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04035833","30","0","2","635","D","1","D","02","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D","","A"
"20192","04036113","11","0","1","620","D","1","D","04","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04037023","13","0","2","120","D","1","D","02","D","438","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04039113","66","0","1","410","D","1","D","04","D","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04039113","67","0","1","410","D","1","D","05","D","1480","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04041733","12","0","1","200","D","1","D","05","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04043473","14","0","2","655","D","1","D","03","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D","","A"
"20192","04045373","19","0","2","620","D","1","D","03","D","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04045643","27","0","1","330","D","1","D","05","D","1922","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04048303","37","0","1","420","D","1","D","04","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04048303","38","0","1","420","D","1","D","05","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04069912","9","0","1","610","D","1","D","03","D","3500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04070902","9","0","1","200","D","1","D","02","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04072552","26","0","1","330","D","1","D","03","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04072552","27","0","1","620","D","1","D","03","D","1638","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04075152","20","0","1","110","D","1","D","02","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04077882","28","0","1","420","D","1","D","03","D","208","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04077882","29","0","2","530","D","1","D","01","D","320","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04090532","8","0","1","420","D","1","D","04","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04091462","10","0","1","900","D","1","D","02","D","","H","900","D","620","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04091462","10","1","1","510","D","1","D","02","D","50","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04091462","10","2","1","420","D","1","D","02","D","150","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04093452","27","0","1","610","D","1","D","03","D","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04094822","7","0","1","620","D","1","D","04","D","215","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04095342","25","0","1","420","D","1","D","02","D","66","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04095362","14","0","1","900","D","1","D","03","D","","H","900","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04095362","14","1","1","120","D","1","D","03","D","11","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04095362","14","2","1","330","D","1","D","03","D","45","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04095362","14","3","1","655","D","1","D","03","D","4","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D","","A"
"20192","04095472","23","0","1","200","D","1","D","02","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04095872","13","0","2","420","D","1","D","02","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04096472","9","0","1","620","D","1","D","03","D","381","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04096472","10","0","1","620","D","1","D","03","D","420","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04096472","11","0","1","620","D","1","D","02","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04096472","12","0","1","620","D","1","D","04","D","513","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04096692","13","0","2","420","D","1","D","02","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04098972","24","0","1","410","D","1","D","02","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D"
"20192","04098972","25","0","1","410","D","1","D","03","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D"
"20192","04098972","26","0","1","410","D","1","D","04","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D"
"20192","04099282","9","0","1","420","D","1","D","02","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04099992","35","0","1","610","D","1","D","04","D","32","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04100252","8","0","1","620","D","1","D","03","D","24","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102082","24","0","1","420","D","1","D","04","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102082","25","0","1","420","D","1","D","05","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102082","26","0","1","510","D","1","D","04","D","650","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102972","14","0","1","420","D","1","D","04","D","3026","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102972","15","0","1","420","D","1","D","05","D","93","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04103272","45","0","1","610","D","1","D","03","D","6","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04103272","46","0","1","610","D","1","D","04","D","6","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04103272","47","0","1","610","D","1","D","05","D","6","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04103272","48","0","1","610","D","1","D","05","D","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04103312","35","0","2","510","D","1","D","03","D","375","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04103382","22","0","1","620","D","1","D","03","D","177","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04105092","20","0","1","620","D","1","D","03","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04105092","21","0","1","620","D","1","D","04","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04105172","37","0","1","120","D","1","D","05","D","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04105172","38","0","1","410","D","1","D","04","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04105172","39","0","1","410","D","1","D","05","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04105172","40","0","1","420","D","1","D","03","D","133","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04105482","25","0","1","200","D","1","D","05","D","211","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04107042","13","0","1","110","D","1","D","05","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04108022","12","0","1","130","D","1","D","05","D","","H","120","D","110","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04108022","12","1","1","120","D","1","D","05","D","64","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04108022","12","2","1","110","D","1","D","05","D","11","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04108572","27","0","1","510","D","1","D","03","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04108682","27","0","1","420","D","1","D","03","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04108682","28","0","1","420","D","1","D","04","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04108682","29","0","1","420","D","1","D","05","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04109732","19","0","1","110","D","1","D","05","D","124","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04109872","11","0","1","120","D","1","D","03","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175681","5","0","1","420","D","1","D","01","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175681","6","0","1","420","D","1","D","02","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175681","7","0","1","420","D","1","D","03","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175681","8","0","1","620","D","1","D","01","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175681","9","0","1","620","D","1","D","02","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175681","10","0","1","620","D","1","D","03","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175741","14","0","1","110","D","1","D","03","D","1950","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176071","22","0","1","635","D","1","D","03","D","576","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D","","A"
"20192","04177301","60","0","1","410","D","1","D","01","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04177301","61","0","1","410","D","1","D","02","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04177301","62","0","1","410","D","1","D","03","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04178751","23","0","1","410","D","1","D","03","D","180","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20192","04179101","14","0","1","330","D","1","D","03","D","52","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04181201","15","0","1","610","D","1","D","01","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04184051","7","0","1","620","D","1","D","02","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04185061","22","0","1","330","D","1","D","04","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04185621","13","0","1","410","D","1","D","04","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D"
"20192","04185641","13","0","1","530","D","1","D","02","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04185641","14","0","1","530","D","1","D","03","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04185641","15","0","1","530","D","1","D","04","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04185941","5","0","1","120","D","1","D","04","D","140","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187591","16","0","1","120","D","1","D","02","D","370","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187661","20","0","1","420","D","1","D","03","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04188771","28","0","1","330","D","1","D","04","D","1052","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04189431","21","0","1","420","D","1","D","02","D","174","F","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04193181","12","0","1","420","D","1","D","02","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04193751","20","0","1","200","D","1","D","02","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04193751","21","0","1","200","D","1","D","02","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04194911","13","0","1","200","D","1","D","05","D","57","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04195061","11","0","1","200","D","1","D","03","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04196391","17","0","1","620","D","1","D","03","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04196391","18","0","1","620","D","1","D","05","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04199231","21","0","1","620","D","1","D","05","D","16","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04199231","22","0","1","655","D","1","D","03","D","245","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D","","A"
"20192","04199231","23","0","1","655","D","1","D","04","D","48","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D","","A"
"20192","04199231","24","0","1","655","D","1","D","05","D","48","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D","","A"
"20192","04202661","13","0","1","700","D","1","D","03","D","2000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04202661","14","0","1","700","D","1","D","04","D","2000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04202661","15","0","1","700","D","1","D","05","D","2000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04204241","35","0","1","110","D","1","D","03","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04204241","36","0","1","420","D","1","D","03","D","326","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04204241","37","0","1","420","D","1","D","03","D","256","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04204241","38","0","1","420","D","1","D","04","D","152","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04204241","39","0","1","420","D","1","D","05","D","312","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04009034","13","0","1","420","D","1","D","04","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04009034","14","0","1","420","D","1","D","05","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04009034","15","0","1","420","D","1","D","06","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04010054","14","0","1","510","D","1","D","06","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04010754","10","0","2","510","D","1","D","04","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04010894","25","0","1","110","D","1","D","06","D","170","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04027774","16","0","1","620","D","1","D","07","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04028484","24","0","1","620","D","1","D","05","D","410","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04028484","25","0","1","620","D","1","D","06","D","410","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04028484","26","0","1","620","D","1","D","07","D","410","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04029034","13","0","1","620","D","1","D","05","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04029034","14","0","1","620","D","1","D","06","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04029034","15","0","1","620","D","1","D","07","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04029294","11","0","1","130","D","1","D","07","D","","H","120","D","110","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04029294","11","1","1","120","D","1","D","07","D","195","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04029294","11","2","1","110","D","1","D","07","D","195","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04030674","24","0","1","655","D","1","D","07","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D","","A"
"20193","04034744","20","0","1","635","D","1","D","07","D","39","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D","","A"
"20193","04038684","19","0","1","710","D","1","D","06","D","1","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04038914","17","0","1","530","D","1","D","08","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04039114","78","0","1","420","D","1","D","07","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04039114","79","0","1","420","D","1","D","08","D","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04039134","11","0","1","530","D","1","D","08","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04041214","46","0","1","200","D","1","D","08","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04041934","22","0","1","620","D","1","D","06","D","52","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04041934","23","0","1","620","D","1","D","07","D","52","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04041934","24","0","1","620","D","1","D","08","D","52","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04045874","13","0","1","420","D","1","D","07","D","59","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04045934","10","0","1","900","D","1","D","07","D","","H","900","D","420","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04045934","10","1","1","420","D","1","D","07","D","2","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04045934","10","2","1","620","D","1","D","07","D","3","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04048304","31","0","1","410","D","1","D","08","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20193","04069533","18","0","1","200","D","1","D","04","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04072553","23","0","1","330","D","1","D","06","D","1922","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04078523","29","0","2","420","D","1","D","04","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04090533","10","0","2","420","D","1","D","05","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04091373","5","0","1","330","D","1","D","05","D","1044","F","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04091373","6","0","1","330","D","1","D","06","D","1044","F","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04094863","17","0","1","420","D","1","D","07","D","105","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04096463","27","0","1","130","D","1","D","05","D","","H","120","D","110","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04096463","27","1","1","120","D","1","D","05","D","120","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04096463","27","2","1","110","D","1","D","05","D","120","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04098233","13","0","1","510","D","1","D","06","D","82","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04098233","14","0","1","510","D","1","D","07","D","26","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04098733","12","0","1","530","D","1","D","05","D","89","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04098733","13","0","1","530","D","1","D","06","D","89","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04098733","14","0","1","530","D","1","D","07","D","89","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04098973","34","0","1","200","D","1","D","05","D","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04098973","35","0","1","410","D","1","D","05","D","114","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D"
"20193","04099993","41","0","2","610","D","1","D","05","D","2500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04101743","20","0","1","330","D","1","D","08","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04101743","21","0","2","330","D","1","D","06","D","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04101773","19","0","1","410","D","1","D","07","D","1480","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20193","04102403","21","0","1","410","D","1","D","07","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20193","04102403","22","0","1","410","D","1","D","08","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20193","04102403","23","0","1","410","D","1","D","08","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D"
"20193","04102873","21","0","1","900","D","1","D","07","D","","H","900","D","420","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04102873","21","1","1","200","D","1","D","07","D","88","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04102873","21","2","1","420","D","1","D","07","D","29","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
