"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VEHICYC","VEHICYC_","VEHDISP","VEHDISP_","VDISPMO","VDISPMO_","SALEX","SALEX_","REIMBURX","REIM_URX","EXREIMBX","EXRE_MBX","LOANSTAT","LOAN_TAT","FINPAYMX","FINP_YMX","VEHICIC","VEHICIC_"
"20193","04031094","11","0","1","100","D","1","D","05","D","100","D","","A","","A","2","D","","A","01","D"
"20193","04031324","16","0","1","110","D","6","D","05","D","","A","","A","","A","2","D","","A","01","D"
"20193","04031324","17","0","1","110","D","6","D","05","D","","A","","A","","A","2","D","","A","02","D"
"20193","04032094","28","0","1","110","D","1","D","07","D","3000","D","","A","","A","2","D","","A","01","D"
"20193","04032394","48","0","1","110","D","1","D","05","D","800","D","","A","","A","2","D","","A","04","D"
"20193","04032744","19","0","1","100","D","4","D","05","D","","A","","A","","A","2","D","","A","01","D"
"20193","04032744","20","0","1","135","D","4","D","05","D","","A","","A","","A","2","D","","A","03","D"
"20193","04032744","21","0","1","110","D","4","D","05","D","","A","","A","","A","2","D","","A","04","D"
"20193","04033104","21","0","1","160","D","1","D","07","D","3250","D","","A","","A","2","D","","A","03","D"
"20193","04033184","46","0","1","135","D","1","D","07","D","13500","D","","A","","A","1","D","13484","D","02","D"
"20193","04033434","23","0","1","110","D","4","D","07","D","","A","18000","D","","A","1","D","1500","D","01","D"
"20193","04033634","13","0","1","100","D","1","D","07","D","2000","D","","A","","A","2","D","","A","01","D"
"20193","04034004","21","0","1","110","D","2","D","06","D","","A","","A","","A","2","D","","A","02","D"
"20193","04034604","26","0","1","100","D","4","D","05","D","","A","","A","","A","2","D","","A","01","D"
"20193","04034744","27","0","1","100","D","2","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20193","04034964","6","0","1","100","D","3","D","05","D","","A","","A","","A","2","D","","A","01","D"
"20193","04035384","25","0","1","110","D","2","D","05","D","","A","","A","","A","2","D","","A","01","D"
"20193","04035704","40","0","1","100","D","2","D","05","D","","A","","A","","A","1","D","","A","01","D"
"20193","04035704","41","0","1","110","D","1","D","07","D","450","D","","A","","A","2","D","","A","03","D"
"20193","04035854","51","0","1","100","D","1","D","07","D","600","D","","A","","A","2","D","","A","01","D"
"20193","04035874","54","0","1","100","D","3","D","06","D","","A","","A","","A","2","D","","A","03","D"
"20193","04036124","64","0","1","110","D","3","D","07","D","","A","","A","","A","2","D","","A","04","D"
"20193","04036484","39","0","1","110","D","4","D","06","D","","A","6777","D","","A","2","D","","A","02","D"
"20193","04037664","20","0","1","110","D","3","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20193","04037674","21","0","1","110","D","1","D","06","D","1500","D","","A","","A","2","D","","A","03","D"
"20193","04037824","17","0","1","110","D","1","D","05","D","2500","D","","A","","A","2","D","","A","01","D"
"20193","04039474","40","0","1","110","D","1","D","07","D","500","D","","A","","A","2","D","","A","02","D"
"20193","04039644","43","0","1","100","D","3","D","08","D","","A","","A","","A","2","D","","A","03","D"
"20193","04039684","50","0","1","110","D","1","D","08","D","9000","D","","A","","A","1","D","9000","D","05","D"
"20193","04040104","14","0","1","110","D","2","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04041534","45","0","2","100","D","3","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04042114","25","0","1","100","D","1","D","06","D","200","D","","A","","A","2","D","","A","01","D"
"20193","04042554","83","0","1","100","D","2","D","08","D","","A","","A","","A","1","D","33000","D","02","D"
"20193","04042554","84","0","1","110","D","2","D","06","D","","A","","A","","A","1","D","38000","D","03","D"
"20193","04042604","22","0","1","110","D","2","D","08","D","","A","","A","","A","2","D","","A","02","D"
"20193","04043184","30","0","1","110","D","3","D","08","D","","A","","A","","A","2","D","","A","01","D"
"20193","04043394","27","0","1","110","D","3","D","08","D","","A","","A","","A","2","D","","A","03","D"
"20193","04045284","23","0","1","110","D","1","D","08","D","1500","D","","A","","A","2","D","","A","02","D"
"20193","04045874","24","0","1","110","D","1","D","07","D","150","D","","A","","A","2","D","","A","01","D"
"20193","04046374","70","0","1","110","D","6","D","07","D","","A","","A","","A","1","D","","A","10","D"
"20193","04047504","72","0","1","135","D","1","D","06","D","8500","D","","A","","A","2","D","","A","05","D"
"20193","04047604","20","0","1","110","D","1","D","07","D","500","F","","A","","A","2","D","","A","02","D"
"20193","04047704","21","0","1","100","D","3","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20193","04047804","15","0","1","110","D","4","D","08","D","","A","","A","","A","2","D","","A","01","D"
"20193","04069533","28","0","1","110","D","2","D","05","D","","A","","A","","A","2","D","","A","01","D"
"20193","04069893","21","0","1","110","D","1","D","05","D","700","F","","A","","A","2","D","","A","03","D"
"20193","04070113","21","0","1","110","D","6","D","06","D","","A","","A","","A","2","D","","A","04","D"
"20193","04070453","31","0","1","110","D","2","D","04","D","","A","","A","","A","1","D","7200","D","01","D"
"20193","04070703","50","0","1","110","D","2","D","05","D","","A","","A","","A","2","D","","A","02","D"
"20193","04071353","38","0","1","110","D","2","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04071353","39","0","1","110","D","2","D","06","D","","A","","A","","A","1","D","3000","D","02","D"
"20193","04072393","22","0","2","110","D","2","D","04","D","","A","","A","","A","2","D","","A","01","D"
"20193","04072763","51","0","1","100","D","2","D","05","D","","A","","A","","A","2","D","","A","02","D"
"20193","04072823","42","0","1","110","D","2","D","05","D","","A","","A","","A","2","D","","A","01","D"
"20193","04072933","38","0","2","110","D","2","D","04","D","","A","","A","","A","1","D","","A","02","D"
"20193","04073433","19","0","1","100","D","4","D","05","D","","A","","A","","A","2","D","","A","01","D"
"20193","04073803","43","0","1","110","D","2","D","05","D","","A","","A","","A","1","D","","A","01","D"
"20193","04073823","21","0","1","110","D","3","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04074293","17","0","1","110","D","1","D","06","D","600","D","","A","","A","2","D","","A","02","D"
"20193","04074293","18","0","1","100","D","1","D","06","D","100","D","","A","","A","2","D","","A","03","D"
"20193","04074563","31","0","2","110","D","1","D","04","D","500","D","","A","","A","2","D","","A","03","D"
"20193","04076033","10","0","1","100","D","3","D","04","D","","A","","A","","A","2","D","","A","01","D"
"20193","04076773","21","0","1","100","D","2","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04077753","14","0","1","110","D","4","D","05","D","","A","8659","F","","A","2","D","","A","02","D"
"20193","04078143","38","0","1","110","D","1","D","06","D","1400","D","","A","","A","2","D","","A","01","D"
"20193","04091023","17","0","1","100","D","2","D","07","D","","A","","A","","A","2","D","","A","02","D"
"20193","04091813","18","0","1","110","D","2","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04092633","15","0","1","100","D","2","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20193","04093053","12","0","2","100","D","1","D","05","D","900","D","","A","","A","2","D","","A","01","D"
"20193","04093263","61","0","1","100","D","1","D","05","D","3700","F","","A","","A","1","D","","A","04","D"
"20193","04093603","40","0","1","200","D","3","D","06","D","","A","","A","","A","2","D","","A","03","D"
"20193","04093993","30","0","1","100","D","2","D","06","D","","A","","A","","A","1","D","","A","02","D"
"20193","04093993","31","0","1","100","D","3","D","06","D","","A","","A","","A","2","D","","A","03","D"
"20193","04093993","32","0","1","110","D","3","D","06","D","","A","","A","","A","2","D","","A","04","D"
"20193","04094643","29","0","1","100","D","4","D","05","D","","A","5900","D","","A","2","D","","A","02","D"
"20193","04094643","30","0","1","110","D","2","D","07","D","","A","","A","","A","2","D","","A","03","D"
"20193","04094733","14","0","1","100","D","4","D","07","D","","A","1500","D","","A","1","D","4474","D","01","D"
"20193","04094983","51","0","2","110","D","1","D","05","D","5800","D","","A","","A","2","D","","A","01","D"
"20193","04095033","27","0","1","100","D","2","D","06","D","","A","","A","","A","1","D","","A","01","D"
"20193","04095253","58","0","1","100","D","1","D","06","D","9000","D","","A","","A","2","D","","A","03","D"
"20193","04095253","59","0","1","100","D","2","D","06","D","","A","","A","","A","2","D","","A","04","D"
"20193","04095373","17","0","1","110","D","2","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04096143","33","0","1","100","D","2","D","06","D","","A","","A","","A","2","D","","A","04","D"
"20193","04096353","24","0","1","110","D","4","D","07","D","","A","8340","D","","A","2","D","","A","02","D"
"20193","04096553","64","0","1","150","D","6","D","07","D","","A","","A","","A","2","D","","A","08","D"
"20193","04096933","23","0","1","100","D","3","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04097733","17","0","1","110","D","2","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20193","04098293","40","0","1","110","D","3","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20193","04098813","20","0","1","100","D","2","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20193","04098923","20","0","1","100","D","2","D","06","D","","A","","A","","A","1","D","","A","01","D"
"20193","04099683","30","0","1","110","D","3","D","07","D","","A","","A","","A","2","D","","A","02","D"
"20193","04099683","31","0","1","100","D","2","D","07","D","","A","","A","","A","2","D","","A","03","D"
"20193","04099883","36","0","1","110","D","2","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20193","04101063","24","0","1","110","D","2","D","05","D","","A","","A","","A","2","D","","A","03","D"
"20193","04101133","19","0","1","110","D","","C","08","D","","A","","A","","A","2","D","","A","01","D"
"20193","04102083","29","0","1","110","D","2","D","07","D","","A","","A","","A","2","D","","A","02","D"
"20193","04102143","30","0","1","110","D","2","D","07","D","","A","","A","","A","1","D","","A","02","D"
"20193","04104723","24","0","1","110","D","2","D","07","D","","A","","A","","A","1","D","","A","01","D"
"20193","04104843","18","0","1","110","D","4","D","07","D","","A","","A","","A","2","D","","A","02","D"
"20193","04105243","21","0","1","110","D","6","D","08","D","","A","","A","","A","2","D","","A","03","D"
"20193","04105423","55","0","1","110","D","2","D","08","D","","A","","A","","A","2","D","","A","02","D"
"20193","04105543","35","0","1","110","D","6","D","08","D","","A","","A","","A","1","D","","A","01","D"
"20193","04105543","36","0","1","110","D","1","D","08","D","24000","D","","A","","A","1","D","","A","02","D"
"20193","04105843","9","0","1","110","D","1","D","08","D","480","D","","A","","A","2","D","","A","01","D"
"20193","04106403","24","0","1","100","D","4","D","08","D","","A","17000","D","","A","1","D","17000","D","01","D"
"20193","04107043","15","0","1","110","D","2","D","06","D","","A","","A","","A","2","D","","A","02","D"
"20193","04107173","26","0","2","100","D","1","D","06","D","1350","D","","A","","A","2","D","","A","03","D"
"20193","04107453","47","0","1","110","D","2","D","07","D","","A","","A","","A","1","D","","A","03","D"
"20193","04107533","27","0","1","110","D","3","D","08","D","","A","","A","","A","2","D","","A","01","D"
"20193","04107813","34","0","1","100","D","4","D","06","D","","A","180","D","","A","2","D","","A","01","D"
"20193","04109363","12","0","1","110","D","2","D","08","D","","A","","A","","A","2","D","","A","01","D"
"20193","04110243","26","0","1","100","D","2","D","08","D","","A","","A","","A","1","D","","A","02","D"
"20193","04110433","26","0","1","100","D","2","D","07","D","","A","","A","","A","2","D","","A","02","D"
"20193","04173152","17","0","1","100","D","4","D","05","D","","A","5100","D","","A","2","D","","A","02","D"
"20193","04173632","25","0","1","110","D","4","D","06","D","","A","","A","","A","1","D","","A","01","D"
"20193","04173852","48","0","1","100","D","3","D","05","D","","A","","A","","A","2","D","","A","02","D"
"20193","04173852","49","0","1","110","D","6","D","05","D","","A","","A","","A","2","D","","A","03","D"
"20193","04173852","50","0","1","120","D","6","D","05","D","","A","","A","","A","2","D","","A","06","D"
"20193","04174082","24","0","1","110","D","1","D","05","D","6800","D","","A","","A","2","D","","A","01","D"
"20193","04174662","8","0","1","100","D","6","D","05","D","","A","","A","","A","2","D","","A","02","D"
"20193","04175152","26","0","1","100","D","1","D","05","D","100","D","","A","","A","2","D","","A","02","D"
"20193","04175302","24","0","1","110","D","2","D","04","D","","A","","A","","A","1","D","1400","D","02","D"
"20193","04175532","42","0","1","100","D","4","D","04","D","","A","12500","D","","A","2","D","","A","02","D"
"20193","04175742","41","0","1","100","D","6","D","05","D","","A","","A","","A","2","D","","A","03","D"
"20193","04175774","26","0","1","100","D","1","D","05","D","250","D","","A","","A","2","D","","A","01","D"
"20193","04176052","44","0","1","100","D","4","D","04","D","","A","2200","D","","A","2","D","","A","03","D"
"20193","04176432","12","0","1","110","D","6","D","04","D","","A","","A","","A","1","D","","A","01","D"
"20193","04176782","27","0","1","110","D","3","D","06","D","","A","","A","","A","2","D","","A","03","D"
"20193","04177262","50","0","1","110","D","3","D","04","D","","A","","A","","A","2","D","","A","04","D"
"20193","04177322","36","0","1","110","D","1","D","06","D","10290","D","","A","","A","1","D","10290","D","01","D"
"20193","04177362","19","0","1","110","D","1","D","06","D","1500","D","","A","","A","2","D","","A","04","D"
"20193","04177672","27","0","1","110","D","1","D","05","D","800","D","","A","","A","2","D","","A","01","D"
"20193","04178382","14","0","1","100","D","2","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04179054","21","0","1","100","D","6","D","04","D","","A","","A","","A","2","D","","A","01","D"
"20193","04179054","22","0","1","100","D","6","D","06","D","","A","","A","","A","2","D","","A","02","D"
"20193","04179183","24","0","1","110","D","2","D","06","D","","A","","A","","A","1","D","","A","01","D"
"20193","04179352","34","0","1","100","D","3","D","06","D","","A","","A","","A","2","D","","A","03","D"
"20193","04180042","48","0","1","100","D","3","D","04","D","","A","","A","","A","2","D","","A","07","D"
"20193","04180302","51","0","1","135","D","1","D","05","D","400","D","","A","","A","2","D","","A","08","D"
"20193","04180372","23","0","1","100","D","1","D","05","D","1000","D","","A","","A","2","D","","A","03","D"
"20193","04180602","44","0","1","100","D","1","D","05","D","15000","D","","A","","A","2","D","","A","01","D"
"20193","04180772","21","0","1","110","D","1","D","04","D","1300","F","","A","","A","2","D","","A","04","D"
"20193","04180962","32","0","1","110","D","4","D","04","D","","A","2000","D","","A","2","D","","A","03","D"
"20193","04181122","15","0","1","110","D","4","D","05","D","","A","","A","","A","2","D","","A","01","D"
"20193","04181302","23","0","1","100","D","4","D","05","D","","A","10000","D","","A","2","D","","A","01","D"
"20193","04181332","38","0","1","100","D","1","D","05","D","300","D","","A","","A","2","D","","A","01","D"
"20193","04181632","66","0","1","100","D","1","D","04","D","1000","F","","A","","A","2","D","","A","06","D"
"20193","04181842","33","0","1","110","D","1","D","05","D","7500","D","","A","","A","2","D","","A","02","D"
"20193","04181872","36","0","1","110","D","1","D","06","D","7000","D","","A","","A","2","D","","A","03","D"
"20193","04182432","33","0","1","110","D","3","D","06","D","","A","","A","","A","2","D","","A","02","D"
"20193","04183822","27","0","1","100","D","1","D","07","D","3500","D","","A","","A","2","D","","A","03","D"
"20193","04184202","32","0","1","110","D","1","D","07","D","22700","D","","A","","A","1","D","22700","D","01","D"
"20193","04184882","12","0","1","100","D","3","D","06","D","","A","","A","","A","2","D","","A","03","D"
"20193","04184942","56","0","1","110","D","4","D","05","D","","A","8659","D","","A","2","D","","A","03","D"
"20193","04185072","56","0","1","110","D","6","D","05","D","","A","","A","","A","2","D","","A","01","D"
"20193","04185652","20","0","1","110","D","1","D","07","D","4000","D","","A","","A","2","D","","A","01","D"
"20193","04186092","33","0","1","110","D","2","D","05","D","","A","","A","","A","2","D","","A","03","D"
"20193","04186412","45","0","1","110","D","6","D","05","D","","A","","A","","A","2","D","","A","03","D"
"20193","04186502","22","0","1","100","D","1","D","06","D","3700","D","","A","","A","1","D","2200","D","01","D"
"20193","04186762","18","0","1","110","D","1","D","06","D","350","D","","A","","A","2","D","","A","02","D"
"20193","04187512","24","0","1","110","D","1","D","06","D","22700","F","","A","","A","1","D","22700","F","02","D"
"20193","04187532","26","0","1","100","D","1","D","05","D","2000","D","","A","","A","2","D","","A","01","D"
"20193","04187542","18","0","1","110","D","4","D","06","D","","A","","A","","A","1","D","6200","D","01","D"
"20193","04187672","21","0","1","110","D","1","D","07","D","400","D","","A","","A","2","D","","A","01","D"
"20193","04187722","24","0","1","110","D","3","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20193","04187972","51","0","1","110","D","6","D","07","D","","A","","A","","A","2","D","","A","03","D"
"20193","04188262","31","0","1","110","D","1","D","05","D","5400","D","","A","","A","2","D","","A","03","D"
"20193","04188312","21","0","1","100","D","1","D","06","D","1000","D","","A","","A","2","D","","A","03","D"
"20193","04188412","30","0","1","100","D","2","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20193","04188552","27","0","1","100","D","1","D","07","D","400","D","","A","","A","2","D","","A","01","D"
"20193","04188642","68","0","1","100","D","4","D","06","D","","A","9600","D","","A","2","D","","A","02","D"
"20193","04189352","33","0","1","100","D","3","D","07","D","","A","","A","","A","2","D","","A","03","D"
"20193","04190232","19","0","1","100","D","3","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20193","04190542","42","0","1","100","D","2","D","06","D","","A","","A","","A","2","D","","A","04","D"
"20193","04191162","24","0","1","100","D","1","D","07","D","1000","D","","A","","A","2","D","","A","03","D"
"20193","04191192","52","0","1","110","D","2","D","05","D","","A","","A","","A","2","D","","A","03","D"
"20193","04191282","46","0","1","110","D","4","D","07","D","","A","10000","D","","A","2","D","","A","01","D"
"20193","04191282","47","0","1","100","D","2","D","07","D","","A","","A","","A","1","D","","A","02","D"
"20193","04191302","27","0","1","110","D","6","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20193","04191372","52","0","1","100","D","6","D","07","D","","A","","A","","A","2","D","","A","03","D"
"20193","04191372","53","0","1","100","D","6","D","07","D","","A","","A","","A","2","D","","A","04","D"
"20193","04192662","20","0","1","110","D","1","D","07","D","700","D","","A","","A","2","D","","A","02","D"
"20193","04192792","28","0","1","110","D","2","D","07","D","","A","","A","","A","1","D","","A","01","D"
"20193","04192862","13","0","1","100","D","1","D","05","D","1000","D","","A","","A","2","D","","A","02","D"
"20193","04193172","18","0","1","110","D","2","D","05","D","","A","","A","","A","2","D","","A","01","D"
"20193","04194142","49","0","1","150","D","3","D","06","D","","A","","A","","A","2","D","","A","05","D"
"20193","04194762","26","0","1","100","D","1","D","07","D","1000","D","","A","","A","2","D","","A","02","D"
"20193","04195202","44","0","1","100","D","1","D","06","D","2500","F","","A","","A","2","D","","A","03","D"
"20193","04196092","40","0","1","100","D","1","D","06","D","2500","D","","A","","A","2","D","","A","01","D"
"20193","04196092","41","0","1","110","D","1","D","06","D","200","D","","A","","A","2","D","","A","04","D"
"20193","04196742","30","0","1","110","D","1","D","08","D","1500","D","","A","","A","2","D","","A","02","D"
"20193","04197832","13","0","1","110","D","6","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04197832","14","0","1","110","D","6","D","06","D","","A","","A","","A","2","D","","A","02","D"
"20193","04198662","26","0","1","110","D","3","D","07","D","","A","","A","","A","2","D","","A","05","D"
"20193","04198872","15","0","1","110","D","6","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04198872","16","0","1","100","D","6","D","06","D","","A","","A","","A","2","D","","A","02","D"
"20193","04198952","21","0","1","110","D","2","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04199652","31","0","1","100","D","6","D","08","D","","A","","A","","A","2","D","","A","01","D"
"20193","04199652","32","0","1","100","D","2","D","08","D","","A","","A","","A","2","D","","A","02","D"
"20193","04199742","37","0","1","100","D","1","D","08","D","200","D","","A","","A","2","D","","A","03","D"
"20193","04199912","69","0","1","100","D","1","D","06","D","500","D","","A","","A","2","D","","A","06","D"
"20193","04200522","28","0","1","110","D","1","D","08","D","3000","D","","A","","A","2","D","","A","02","D"
"20193","04200632","23","0","1","100","D","1","D","07","D","1000","D","","A","","A","2","D","","A","04","D"
"20193","04200702","39","0","1","100","D","2","D","08","D","","A","","A","","A","2","D","","A","03","D"
"20193","04201312","49","0","1","100","D","3","D","06","D","","A","","A","","A","1","D","","A","01","D"
"20193","04201312","50","0","1","100","D","3","D","06","D","","A","","A","","A","1","D","1500","D","02","D"
"20193","04201742","60","0","1","110","D","2","D","08","D","","A","","A","","A","1","D","","A","02","D"
"20193","04201902","34","0","1","110","D","2","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04202472","19","0","1","110","D","3","D","06","D","","A","","A","","A","2","D","","A","02","D"
"20193","04202922","29","0","1","135","D","1","D","06","D","2500","D","","A","","A","2","D","","A","03","D"
"20193","04203282","16","0","1","110","D","1","D","07","D","6000","D","","A","","A","2","D","","A","01","D"
"20193","04203732","36","0","1","110","D","1","D","07","D","3500","D","","A","","A","2","D","","A","01","D"
"20193","04204112","28","0","1","110","D","1","D","06","D","1200","D","","A","","A","2","D","","A","03","D"
"20193","04204312","42","0","1","100","D","2","D","08","D","","A","","A","","A","2","D","","A","02","D"
"20193","04204572","33","0","1","110","D","1","D","08","D","1000","D","","A","","A","2","D","","A","03","D"
"20193","04214941","9","0","1","100","D","2","D","04","D","","A","","A","","A","1","D","14000","D","02","D"
"20193","04215411","18","0","1","100","D","3","D","04","D","","A","","A","","A","2","D","","A","01","D"
"20193","04217311","35","0","1","110","D","1","D","06","D","1300","D","","A","","A","2","D","","A","04","D"
"20193","04219391","27","0","1","100","D","1","D","05","D","6500","D","","A","","A","2","D","","A","02","D"
"20193","04220781","26","0","1","100","D","2","D","05","D","","A","","A","","A","1","D","33000","F","04","D"
"20193","04221931","19","0","1","100","D","3","D","05","D","","A","","A","","A","2","D","","A","02","D"
"20193","04225301","8","0","1","100","D","1","D","06","D","2500","D","","A","","A","1","D","700","D","02","D"
"20193","04226051","34","0","1","160","D","1","D","05","D","9000","D","","A","","A","2","D","","A","03","D"
"20193","04226561","24","0","1","100","D","3","D","05","D","","A","","A","","A","2","D","","A","04","D"
"20193","04226801","30","0","1","150","D","1","D","07","D","900","D","","A","","A","2","D","","A","09","D"
"20193","04226911","22","0","1","100","D","1","D","07","D","900","D","","A","","A","2","D","","A","05","D"
"20193","04227131","31","0","1","100","D","4","D","06","D","","A","7800","D","","A","2","D","","A","05","D"
"20193","04227211","24","0","1","100","D","6","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04227701","25","0","1","110","D","2","D","07","D","","A","","A","","A","2","D","","A","05","D"
"20193","04227761","24","0","1","100","D","3","D","06","D","","A","","A","","A","2","D","","A","01","D"
"20193","04229111","25","0","1","100","D","1","D","06","D","6000","D","","A","","A","2","D","","A","04","D"
"20193","04230111","30","0","1","120","D","1","D","07","D","2019","D","","A","","A","2","D","","A","08","D"
"20193","04231881","30","0","1","200","D","1","D","07","D","2500","D","","A","","A","2","D","","A","05","D"
"20193","04232612","34","0","1","100","D","4","D","07","D","","A","","A","","A","2","D","","A","08","D"
"20193","04232612","35","0","1","110","D","2","D","07","D","","A","","A","","A","2","D","","A","09","D"
"20193","04233341","36","0","1","100","D","1","D","05","D","2500","D","","A","","A","2","D","","A","06","D"
"20193","04234751","31","0","1","100","D","1","D","06","D","400","D","","A","","A","2","D","","A","02","D"
"20193","04235961","42","0","1","100","D","3","D","07","D","","A","","A","","A","2","D","","A","04","D"
"20193","04236371","15","0","1","100","D","1","D","08","D","8000","D","","A","","A","2","D","","A","04","D"
"20193","04236581","16","0","1","100","D","4","D","08","D","","A","","A","","A","2","D","","A","03","D"
"20193","04236681","25","0","1","110","D","2","D","08","D","","A","","A","","A","1","D","420","D","05","D"
"20193","04237641","27","0","1","100","D","4","D","06","D","","A","2000","D","","A","2","D","","A","03","D"
"20193","04238401","26","0","1","110","D","4","D","06","D","","A","","A","","A","2","D","","A","02","D"
"20193","04238581","36","0","1","","B","2","D","07","D","","A","","A","","A","1","D","50000","D","02","D"
"20193","04238911","26","0","1","100","D","3","D","06","D","","A","","A","","A","2","D","","A","03","D"
"20193","04243181","32","0","1","100","D","1","D","07","D","5000","D","","A","","A","2","D","","A","05","D"
"20193","04243631","38","0","1","110","D","1","D","07","D","2500","D","","A","","A","2","D","","A","02","D"
"20193","04243691","32","0","1","110","D","2","D","08","D","","A","","A","","A","2","D","","A","03","D"
"20193","04244391","20","0","1","100","D","3","D","06","D","","A","","A","","A","2","D","","A","02","D"
"20193","04244741","39","0","1","110","D","3","D","08","D","","A","","A","","A","2","D","","A","05","D"
"20194","04069804","37","0","1","100","D","3","D","07","D","","A","","A","","A","2","D","","A","05","D"
"20194","04069814","12","0","1","100","D","4","D","08","D","","A","","A","","A","2","D","","A","01","D"
"20194","04069894","25","0","1","100","D","1","D","09","D","700","D","","A","","A","2","D","","A","05","D"
"20194","04069914","12","0","2","100","D","3","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20194","04070064","15","0","1","110","D","1","D","08","D","4000","D","","A","","A","2","D","","A","01","D"
"20194","04070544","31","0","1","110","D","2","D","09","D","","A","","A","","A","1","D","","A","03","D"
"20194","04071314","40","0","2","110","D","4","D","07","D","","A","","A","","A","2","D","","A","02","D"
"20194","04071314","41","0","2","160","D","4","D","07","D","","A","","A","","A","2","D","","A","03","D"
"20194","04071504","21","0","1","110","D","2","D","07","D","","A","","A","","A","1","D","","A","02","D"
"20194","04071504","22","0","1","110","D","1","D","07","D","1500","D","","A","","A","2","D","","A","03","D"
"20194","04071534","32","0","1","200","D","3","D","08","D","","A","","A","","A","2","D","","A","02","D"
"20194","04071774","25","0","2","200","D","1","D","07","D","11000","D","","A","","A","2","D","","A","04","D"
"20194","04071854","18","0","1","110","D","2","D","09","D","","A","","A","","A","1","D","12500","D","01","D"
"20194","04071884","19","0","1","110","D","6","D","07","D","","A","","A","","A","1","D","","A","01","D"
"20194","04072184","44","0","1","110","D","4","D","09","D","","A","","A","","A","1","D","","A","01","D"
"20194","04072204","28","0","1","100","D","1","D","09","D","300","D","","A","","A","2","D","","A","01","D"
"20194","04072504","23","0","1","100","D","2","D","07","D","","A","","A","","A","2","D","","A","02","D"
"20194","04072824","57","0","1","160","D","1","D","07","D","1200","D","","A","","A","2","D","","A","07","D"
"20194","04073324","24","0","1","110","D","4","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20194","04073574","28","0","1","110","D","6","D","08","D","","A","","A","","A","2","D","","A","01","D"
"20194","04073574","29","0","1","100","D","6","D","08","D","","A","","A","","A","2","D","","A","02","D"
"20194","04073824","25","0","1","110","D","3","D","08","D","","A","","A","","A","2","D","","A","04","D"
"20194","04075134","19","0","1","100","D","2","D","09","D","","A","","A","","A","2","D","","A","03","D"
"20194","04075144","40","0","1","110","D","2","D","09","D","","A","","A","","A","2","D","","A","01","D"
"20194","04077144","64","0","1","100","D","1","D","09","D","100","D","","A","","A","2","D","","A","01","D"
"20194","04077374","21","0","1","100","D","6","D","09","D","","A","","A","","A","2","D","","A","01","D"
"20194","04077524","23","0","1","100","D","1","D","08","D","2000","D","","A","","A","2","D","","A","02","D"
"20194","04077764","8","0","2","100","D","4","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20194","04078144","41","0","1","100","D","1","D","08","D","2500","D","","A","","A","2","D","","A","02","D"
"20194","04078144","42","0","1","110","D","1","D","08","D","2500","D","","A","","A","2","D","","A","03","D"
"20194","04078764","13","0","1","100","D","6","D","09","D","","A","","A","","A","","C","","A","01","D"
"20194","04078914","29","0","1","100","D","2","D","08","D","","A","","A","","A","2","D","","A","01","D"
"20194","04078914","30","0","1","110","D","4","D","08","D","","A","6800","D","","A","2","D","","A","02","D"
"20194","04079054","25","0","1","110","D","3","D","07","D","","A","","A","","A","2","D","","A","01","D"
"20194","04079644","38","0","1","100","D","6","D","07","D","","A","","A","","A","2","D","","A","02","D"
"20194","04079884","24","0","1","100","D","4","D","08","D","","A","7200","D","","A","2","D","","A","01","D"
"20194","04090814","43","0","2","100","D","1","D","08","D","3500","D","","A","","A","2","D","","A","03","D"
"20194","04090884","26","0","1","110","D","4","D","10","D","","A","","A","","A","2","D","","A","02","D"
"20194","04091284","43","0","1","100","D","4","D","08","D","","A","8622","D","","A","2","D","","A","02","D"
