"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CRMCODEA","CRMC_DEA","ADVMATX","ADVMATX_","MATNSPCX","MATN_PCX","CRMCDA1","CRMCDA1_","CRMCDA2","CRMCDA2_","CRMCDA3","CRMCDA3_","CRMCDA4","CRMCDA4_","CRMCDA5","CRMCDA5_","CRMCDA6","CRMCDA6_","CRMCDA7","CRMCDA7_","CRMCDA8","CRMCDA8_","CRMCDA9","CRMCDA9_"
"20192","04192731","13","0","1","200","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04192901","11","0","1","300","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04193271","5","0","1","300","D","89","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04193511","8","0","1","300","D","106","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04194521","16","0","1","175","D","275","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04194851","5","0","1","140","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04195031","6","0","1","150","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04196091","3","0","1","235","D","600","F","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04197771","15","0","1","","A","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04198691","6","0","1","175","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04199411","15","0","1","","A","","A","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04199831","3","0","1","300","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04200261","13","0","1","140","D","3000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04200341","21","0","1","175","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04202341","8","0","1","300","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04204241","10","0","1","310","D","","H","300","D","175","D","150","D","","A","","A","","A","","A","","A","","A","","A"
"20192","04204241","10","1","1","175","D","2500","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04007124","9","0","1","","A","","A","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04008364","15","0","1","300","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04008924","9","0","1","210","D","133","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04009534","5","0","1","300","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04009894","8","0","1","","A","","A","1305","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04010084","5","0","1","","A","","A","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04012474","4","0","1","300","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04012684","4","0","1","","A","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04013524","5","0","1","","A","","A","450","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04014454","2","0","1","300","D","210","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04015604","8","0","1","","A","","A","22","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04017034","7","0","1","210","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04017344","4","0","1","","A","","A","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04028024","14","0","1","175","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04030614","13","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04031174","7","0","1","160","D","700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04032634","13","0","1","300","D","84","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04032654","4","0","1","130","D","73","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04036484","11","0","1","300","D","68","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04036634","7","0","1","300","D","170","D","21","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04036704","4","0","1","150","D","520","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04037044","6","0","1","130","D","19800","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04038724","13","0","1","235","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04039114","31","0","1","140","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04039244","12","0","1","","A","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04040544","13","0","1","130","D","9000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04040634","2","0","1","130","D","1900","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04041144","8","0","1","","A","","A","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04046044","3","0","1","300","D","2607","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04046384","3","0","1","300","D","54","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04046574","2","0","1","130","D","620","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04047514","5","0","1","130","D","95","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04048394","2","0","1","130","D","263","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04048414","12","0","1","140","D","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04069613","3","0","1","270","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04070213","2","0","1","","A","","A","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04070543","4","0","1","110","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04071383","4","0","1","","A","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04071413","7","0","1","130","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04071643","4","0","1","140","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04072773","7","0","1","235","D","700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04073453","9","0","1","200","D","123","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04074683","5","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04074763","6","0","1","175","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04074773","7","0","1","175","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04075343","5","0","1","200","D","175","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04075563","2","0","1","","A","","A","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04076983","2","0","1","175","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04077143","11","0","1","280","D","248","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04079053","8","0","1","","A","","A","1700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04079743","3","0","1","","A","","A","151","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04091323","2","0","1","","A","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04091833","1","0","1","175","D","289","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04093263","8","0","1","140","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04095343","13","0","1","210","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04095673","7","0","1","","A","","A","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04095953","6","0","1","300","D","80","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04096783","4","0","1","300","D","280","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04096803","14","0","1","200","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04097963","6","0","1","","A","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04098923","3","0","1","175","D","2500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04099683","5","0","1","140","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04101403","8","0","1","","A","","A","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04102003","5","0","1","175","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04102473","4","0","1","","A","","A","420","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04103343","1","0","1","100","D","1670","D","50000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04103753","18","0","1","130","D","2500","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04104183","8","0","1","175","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04105273","6","0","1","300","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04110213","5","0","1","300","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04110443","4","0","1","","A","","A","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04111003","26","0","1","160","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04172962","5","0","1","","A","","A","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04173772","4","0","1","160","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04174892","5","0","1","140","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04176312","8","0","1","","A","","A","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04176643","11","0","1","130","D","900","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04178352","9","0","1","130","D","180","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04179202","6","0","1","235","D","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04179812","10","0","1","175","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04180822","12","0","1","235","D","4212","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04181592","3","0","1","200","D","2000","D","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04181702","9","0","1","300","D","840","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04183362","18","0","1","","A","","A","56","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04184012","23","0","1","280","D","3500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04184662","3","0","1","220","D","135","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04184942","11","0","1","310","D","","H","","A","310","D","240","D","","A","","A","","A","","A","","A","","A","","A"
"20193","04184942","11","1","1","140","D","55","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04184942","11","2","1","210","D","96","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04185492","8","0","1","300","D","100","F","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04187972","14","0","1","310","D","","H","","A","300","D","140","D","","A","","A","","A","","A","","A","","A","","A"
"20193","04187972","14","1","1","300","D","87","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04187972","14","2","1","140","D","103","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04188062","8","0","1","235","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04188342","9","0","1","130","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04188512","12","0","1","210","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04189062","3","0","1","","A","","A","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04189744","8","0","1","110","D","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04190072","3","0","1","","A","","A","1350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04190723","7","0","1","130","D","450","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04191152","43","0","1","175","D","145","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04192242","6","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04193242","12","0","1","235","D","4100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04193712","3","0","1","300","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04194612","4","0","1","300","D","2607","F","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04195022","6","0","1","175","D","32","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04195792","12","0","1","175","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04197772","15","0","1","","A","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04198252","9","0","1","235","D","700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04199762","5","0","1","300","D","1450","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04201892","8","0","1","140","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04204542","2","0","1","","A","","A","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04215151","4","0","1","300","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04215161","7","0","1","175","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04215171","30","0","1","300","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04215481","4","0","1","300","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04216071","4","0","1","160","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04216501","6","0","1","310","D","","H","","A","310","D","300","D","","A","","A","","A","","A","","A","","A","","A"
"20193","04216501","6","1","1","175","D","50","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04216581","2","0","1","","A","","A","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04216861","5","0","1","150","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04217071","10","0","1","","A","","A","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04218221","8","0","1","130","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04218511","2","0","1","160","D","650","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04218941","5","0","1","140","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04219561","3","0","1","","A","","A","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04219831","3","0","1","160","D","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04220781","5","0","1","210","D","61","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04222481","7","0","1","130","D","12000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04223131","5","0","1","300","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04223381","21","0","1","310","D","","H","","A","310","D","300","D","","A","","A","","A","","A","","A","","A","","A"
"20193","04223381","21","1","1","300","D","10","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04224481","2","0","1","175","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04224641","3","0","1","290","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04224921","3","0","1","100","D","189","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04225061","5","0","1","300","D","400","F","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04225551","5","0","1","130","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04226221","7","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04227721","9","0","1","160","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04228771","5","0","1","175","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04228821","4","0","1","","A","","A","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04229771","6","0","1","310","D","","H","","A","200","D","235","D","175","D","","A","","A","","A","","A","","A","","A"
"20193","04229771","6","1","1","200","D","19","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04229771","6","2","1","235","D","76","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04229771","6","3","1","175","D","5","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04230111","1","0","1","220","D","2500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04230181","4","0","1","","A","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04230231","4","0","1","300","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04231231","7","0","1","","A","","A","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04232131","11","0","1","130","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04232751","12","0","1","300","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04232801","7","0","1","100","D","1670","F","1700","F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04233101","9","0","1","175","D","60","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04235531","11","0","1","130","D","2000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04235881","13","0","1","175","D","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04237291","6","0","1","","A","","A","49","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04237641","8","0","1","140","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04237721","21","0","1","","A","","A","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04237911","14","0","1","150","D","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04239281","4","0","1","","A","","A","750","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04239761","13","0","1","300","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04240961","7","0","1","140","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04242301","4","0","1","","A","","A","46","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04242421","8","0","1","130","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04242464","7","0","1","300","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04242561","5","0","1","300","D","66","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04243001","2","0","1","","A","","A","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04243181","5","0","1","300","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04243351","9","0","1","235","D","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04243883","3","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04244461","7","0","1","","A","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04245101","3","0","1","","A","","A","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04245421","6","0","1","310","D","","H","","A","190","D","175","D","","A","","A","","A","","A","","A","","A","","A"
"20193","04245421","6","1","1","175","D","250","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04245691","7","0","1","175","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20193","04246301","11","0","1","","A","","A","27","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04069924","11","0","1","","A","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04071334","7","0","1","280","D","100","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04071414","4","0","1","130","D","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04071644","3","0","1","140","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04072444","7","0","1","","A","","A","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04072584","4","0","1","260","D","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04074614","5","0","1","200","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04075304","2","0","1","","A","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04075994","12","0","1","140","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04076034","11","0","1","","A","","A","390","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04076354","1","0","1","110","D","180","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04077644","2","0","1","","A","","A","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04078604","10","0","1","130","D","19800","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04079114","11","0","1","310","D","","H","","A","175","D","260","D","270","D","300","D","160","D","","A","","A","","A","","A"
"20194","04079114","11","1","1","175","D","91","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04079114","11","2","1","260","D","909","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04091704","1","0","1","","A","","A","57","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04093884","3","0","1","310","D","","H","","A","190","D","175","D","","A","","A","","A","","A","","A","","A","","A"
"20194","04093884","3","1","1","190","D","424","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04093884","3","2","1","175","D","3176","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04095344","15","0","1","210","D","37","D","26","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04095954","7","0","1","200","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04096274","7","0","1","175","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04096524","2","0","1","","A","","A","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04099844","5","0","1","175","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04099874","2","0","1","175","D","2031","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04103344","2","0","1","100","D","630","F","600","F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04105714","4","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04106834","9","0","1","130","D","285","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04106904","31","0","1","120","D","1338","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04108174","5","0","1","200","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04109134","5","0","1","210","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04111004","20","0","1","100","D","630","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04173103","10","0","1","","A","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04173573","10","0","1","300","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04173773","4","0","1","300","D","2400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04174893","20","0","1","175","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04175003","8","0","1","","A","","A","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04175803","14","0","1","175","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04176033","5","0","1","175","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04176303","8","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04176533","18","0","1","300","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04179203","10","0","1","175","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04179823","5","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04180273","3","0","1","220","D","130","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04180433","7","0","1","","A","","A","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04181593","8","0","1","","A","","A","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04181753","1","0","1","130","D","140","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04183543","8","0","1","130","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04184013","14","0","1","280","D","4750","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04186253","9","0","1","130","D","425","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04186573","13","0","1","175","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04187323","11","0","1","175","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04187873","5","0","1","270","D","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04189893","6","0","1","300","D","450","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04190073","6","0","1","","A","","A","450","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04190724","13","0","1","130","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04191153","28","0","1","310","D","","H","","A","175","D","290","D","","A","","A","","A","","A","","A","","A","","A"
"20194","04191153","28","1","1","175","D","50","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04192473","1","0","1","210","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04194763","5","0","1","190","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04195023","9","0","1","200","D","42","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04195793","12","0","1","110","D","19800","T","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04196513","5","0","1","220","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04198123","9","0","1","130","D","650","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04199763","4","0","1","175","D","235","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
